Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Boundary Heat Flux (W/m^2)
2.13046617,161760.4256
2.130168391,161775.675
2.129870612,161790.978
2.129572833,161806.3329
2.129275054,161821.7299
2.128977275,161837.2525
2.128679496,161852.8446
2.128381717,161868.4242
2.128083938,161884.0231
2.127786159,161899.5275
2.12748838,161914.9721
2.127190601,161930.2905
2.126892822,161945.3149
2.126595043,161960.1086
2.126297264,161974.626
2.125998012,161988.7557
2.122426136,162113.8652
2.122128357,162119.7866
2.125703087,162002.3476
2.122723915,162107.3398
2.121830578,162124.9957
2.12540678,162015.5804
2.114088323,162073.9217
2.114386102,162079.5506
2.123021694,162099.8979
2.121532799,162129.4943
2.11795945,162133.919
2.117661671,162130.94
2.109919416,161986.2309
2.110217195,161993.2757
2.125106147,162028.4055
2.113790544,162068.1625
2.114683881,162085.1129
2.123319473,162091.8999
2.12123502,162133.2774
2.118257229,162136.4597
2.117363892,162127.5733
2.109621637,161979.0448
2.110514974,162000.1388
2.112301649,162038.5073
2.11200387,162032.4858
2.124808368,162040.5558
2.113490404,162062.3061
2.11498166,162090.6568
2.123617252,162083.0696
2.120937241,162136.4466
2.118555008,162138.5927
2.117066113,162123.9436
2.109323858,161971.6603
2.110812753,162006.884
2.112599428,162044.6507
2.111706091,162026.2219
2.124510589,162052.2309
2.113193323,162056.4696
2.115279439,162095.9003
2.120639462,162138.7334
2.123915031,162073.4757
2.118852788,162140.2487
2.116768334,162119.85
2.112897905,162050.6029
2.109026079,161964.2039
2.111110532,162013.4239
2.111408311,162019.9098
2.10723602,161918.9196
2.106937861,161911.944
2.103963835,161868.0011
2.103666056,161866.993
2.12421281,162063.1944
2.115577218,162101.1886
2.119743308,162142.1231
2.120043904,162141.6464
2.120341683,162140.4781
2.119152342,162141.4225
2.116470555,162115.5927
2.1087283,161956.6237
2.107537184,161926.2764
2.106643467,161905.2992
2.104261615,161869.6061
2.103368277,161866.8902
2.097710476,162014.8171
2.097412697,162029.4398
2.115874997,162106.1832
2.119447304,162142.0284
2.116172776,162110.9885
2.108430521,161948.9608
2.107834963,161933.7369
2.106346068,161899.0959
2.108132742,161941.3971
2.104559394,161871.9876
2.103070498,161867.4839
2.100095032,161917.7729
2.100392666,161908.968
2.098008255,162000.4869
2.097114918,162044.4636
2.106048289,161893.1792
2.104857173,161875.0071
2.102772719,161868.8584
2.10575051,161887.8036
2.099794929,161927.4183
2.100685598,161901.1009
2.098306034,161986.788
2.096817138,162059.8532
2.105154952,161878.6494
2.10247494,161870.9426
2.105452731,161882.9565
2.09949715,161937.9025
2.100983523,161893.9411
2.098603813,161973.53
2.096519359,162075.3994
2.102177161,161873.8511
2.099199371,161949.0921
2.101283824,161887.622
2.098901592,161960.9297
2.09622158,162091.1803
2.101879382,161877.6049
2.101581603,161882.2022
2.095923801,162106.9816
2.095030464,162154.6957
2.094732685,162170.3973
2.095626022,162122.9434
2.095328243,162138.82
2.094433416,162186.0906
2.094138476,162201.1981
2.093842188,162216.1742
2.093541569,162231.0449
2.09324379,162245.3895
2.092946011,162259.2648
2.092648232,162272.7217
2.092350453,162285.7088
2.092052674,162298.1245
2.091754895,162310.0641
2.091457116,162321.4739
2.091159337,162332.3769
2.090861558,162342.7579
2.090563779,162352.6533
2.090266,162362.1571
2.089968221,162371.2435
2.089670442,162379.9879
2.089372662,162388.3865
2.089074883,162396.557
2.088777104,162404.422
2.088479325,162412.1795
2.088178711,162419.8216
2.087882693,162427.203
2.087587749,162434.4795
2.087288209,162441.8908
2.08699043,162449.0877
2.086692651,162456.3915
2.086394872,162463.5467
2.086097093,162470.7214
2.085799314,162477.9068
2.085501535,162485.0794
2.085203756,162492.1619
2.084905977,162499.2643
2.084608198,162506.3683
2.084310419,162513.3679
2.08401264,162520.3058
2.083714861,162527.2489
2.083417082,162534.0975
2.083119303,162540.7774
2.082821524,162547.5888
2.082523745,162554.1081
2.082225965,162560.6337
2.081925812,162567.1015
2.081628716,162573.2563
2.081333312,162579.2378
2.081034849,162585.0168
2.08073707,162590.4515
2.080439291,162595.6017
2.080141512,162600.3477
2.079843733,162604.5938
2.079545954,162608.3604
2.079248175,162611.65
2.078950396,162614.4209
2.078652617,162616.703
2.078354838,162618.4762
2.078057059,162619.9136
2.07775928,162620.889
2.077461501,162621.428
2.077163722,162621.7194
2.076865943,162621.5729
2.076568164,162621.174
2.076270385,162620.4579
2.075972606,162619.5831
2.075671427,162618.4297
2.075373254,162617.2023
2.075078875,162615.818
2.074781489,162614.3809
2.07448371,162612.9303
2.074185931,162611.4439
2.073888152,162610.0564
2.073590373,162608.7323
2.073292594,162607.6176
2.072994815,162606.6438
2.072697036,162605.8298
2.072399257,162605.1713
2.072101478,162604.7517
2.071803699,162604.5113
2.07150592,162604.4864
2.071208141,162604.6027
2.070910362,162604.8321
2.070612583,162605.3512
2.070314804,162605.8507
2.070017025,162606.4775
2.069719246,162607.2508
2.069418932,162607.9956
2.069120989,162608.8253
2.068828057,162609.6717
2.068530441,162610.5
2.068230351,162611.3728
2.067932572,162612.2428
