Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Absolute Pressure (Pa)
1.117124096,15408.8028
1.117421875,15409.73007
1.109977399,15396.01523
1.110275178,15396.1436
1.115039642,15403.01764
1.115339809,15403.76811
1.116826317,15407.89599
1.117719654,15410.67998
1.10967784,15395.91284
1.110572957,15396.30185
1.113252968,15399.3114
1.112955189,15398.83019
1.114741863,15402.31543
1.115635534,15404.52614
1.116528538,15407.01474
1.118017433,15411.64799
1.120101886,15418.90009
1.120399665,15419.99147
1.129035257,15443.03719
1.129333036,15443.24139
1.10938137,15395.83697
1.110870736,15396.49126
1.113550747,15399.83601
1.11265741,15398.38167
1.114444084,15401.63573
1.115930926,15405.3269
1.116230759,15406.15914
1.118315212,15412.63987
1.119804107,15417.81992
1.120697444,15421.09544
1.128735489,15442.8119
1.129630815,15443.43434
1.106106271,15395.54205
1.10640405,15395.62496
1.109085371,15395.78373
1.111168515,15396.71691
1.113848526,15400.39938
1.112359631,15397.97821
1.114146305,15401.00065
1.118612991,15413.64262
1.119506328,15416.75632
1.120995223,15422.20825
1.128438346,15442.56581
1.129928594,15443.62161
1.106701829,15395.67901
1.108786283,15395.75035
1.111466294,15396.9771
1.112061852,15397.6084
1.11891077,15414.66653
1.119208549,15415.70294
1.121293002,15423.33141
1.128142556,15442.29341
1.130226373,15443.80766
1.133501943,15445.84987
1.133799722,15445.9426
1.107892946,15395.72059
1.107595166,15395.72348
1.106999608,15395.71025
1.108488504,15395.7296
1.111764073,15397.27563
1.121592721,15424.46815
1.123079677,15430.05138
1.123377456,15431.12737
1.130524153,15443.99525
1.127844141,15441.97669
1.133204164,15445.7198
1.134097501,15445.99189
1.108190725,15395.72205
1.107297387,15395.72105
1.121889791,15425.59367
1.122781897,15428.95594
1.123675235,15432.1755
1.123973014,15433.19134
1.124270793,15434.17123
1.126355246,15439.67695
1.126653025,15440.24359
1.130821932,15444.18587
1.127546362,15441.61917
1.132906385,15445.56206
1.134395527,15445.98718
