Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Absolute Pressure (Pa)
1.760798724,15402.04959
1.760600214,15401.99684
1.760401703,15401.95479
1.760203192,15401.89955
1.760004681,15401.87012
1.75980617,15401.8517
1.745711896,15423.81494
1.745910407,15423.59405
1.756629996,15403.84398
1.756431485,15404.15212
1.759607659,15401.83694
1.75325531,15410.83739
1.753453821,15410.37345
1.746108918,15423.37307
1.745513385,15424.03301
1.756828506,15403.56272
1.756232974,15404.48045
1.758019572,15402.31798
1.758218083,15402.19392
1.759409148,15401.839
1.753056799,15411.29598
1.753653974,15409.91228
1.755240419,15406.36091
1.755041908,15406.78135
1.746307429,15423.14403
1.745314874,15424.2412
1.743331177,15426.36512
1.743528276,15426.14185
1.757027017,15403.2954
1.756034463,15404.81946
1.757821061,15402.46611
1.758416594,15402.08672
1.759210637,15401.85218
1.752858567,15411.7544
1.753852485,15409.45154
1.75543893,15405.95699
1.754845202,15407.20813
1.74650594,15422.91319
1.745116363,15424.45849
1.743132666,15426.59306
1.743726787,15425.92399
1.74888807,15419.6168
1.749086581,15419.293
1.750476158,15416.82808
1.750672221,15416.44744
1.757225528,15403.05308
1.755835952,15405.18792
1.75762255,15402.64371
1.758615105,15401.99759
1.759012126,15401.88759
1.752660056,15412.20906
1.754049354,15408.99486
1.755637441,15405.56262
1.754646692,15407.64426
1.74670445,15422.67364
1.744917852,15424.66781
1.743925298,15425.70908
1.742932743,15426.83434
1.748689559,15419.92847
1.749285092,15418.96277
1.750277647,15417.20004
1.750870732,15416.05812
1.757424039,15402.83759
1.758813615,15401.93135
1.754247865,15408.53967
1.752461267,15412.65993
1.754446376,15408.09276
1.746902961,15422.42892
1.744719341,15424.87015
1.744125475,15425.49664
1.742734232,15427.08356
1.748491049,15420.23529
1.749483603,15418.62851
1.750079136,15417.56875
1.75107169,15415.65533
1.752262756,15413.10803
1.747101472,15422.1802
1.74452083,15425.07946
1.744323986,15425.29029
1.742535721,15427.33196
1.748292538,15420.53564
1.749682114,15418.28043
1.749880625,15417.93228
1.751270201,15415.24049
1.752064245,15413.54792
1.747299983,15421.92452
1.742337259,15427.60223
1.740947634,15429.82867
1.74114483,15429.47295
1.735190818,15443.37526
1.734992307,15443.65619
1.748094027,15420.82942
1.751468712,15414.83656
1.75186465,15413.98255
1.747498494,15421.65803
1.742138748,15427.87902
1.739359547,15433.24966
1.739558058,15432.77216
1.740749123,15430.20432
1.741343341,15429.12664
1.735389329,15443.06256
