Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Skin Friction Coefficient
1.760798724,949.9618208
1.760600214,949.970684
1.760401703,949.9861023
1.760203192,950.005841
1.760004681,950.0178371
1.75980617,950.0345444
1.745711896,952.0642688
1.745910407,952.0419818
1.756629996,950.4448478
1.756431485,950.4767178
1.759607659,950.0529647
1.75325531,951.0375225
1.753453821,951.0043084
1.746108918,952.0180649
1.745513385,952.0864012
1.756828506,950.4113749
1.756232974,950.5110071
1.758019572,950.2329038
1.758218083,950.2046597
1.759409148,950.0705664
1.753056799,951.0721482
1.753653974,950.9698034
1.755240419,950.6876876
1.755041908,950.7216422
1.746307429,951.9970048
1.745314874,952.1090332
1.743331177,952.3438481
1.743528276,952.3191959
1.757027017,950.3787867
1.756034463,950.5469374
1.757821061,950.2603412
1.758416594,950.1796267
1.759210637,950.0909824
1.752858567,951.1051859
1.753852485,950.9348851
1.75543893,950.6517744
1.754845202,950.7567474
1.74650594,951.9744945
1.745116363,952.1281963
1.743132666,952.3698893
1.743726787,952.2947784
1.74888807,951.6894328
1.749086581,951.6634326
1.750476158,951.4736843
1.750672221,951.4464496
1.757225528,950.3491577
1.755835952,950.5804519
1.75762255,950.2860703
1.758615105,950.1567514
1.759012126,950.1111907
1.752660056,951.1385353
1.754049354,950.899252
1.755637441,950.6179455
1.754646692,950.7931501
1.74670445,951.9499743
1.744917852,952.1539654
1.743925298,952.2697753
1.742932743,952.3954063
1.748689559,951.7152698
1.749285092,951.6374526
1.750277647,951.5040655
1.750870732,951.417175
1.757424039,950.3193529
1.758813615,950.1356715
1.754247865,950.8660024
1.752461267,951.1707467
1.754446376,950.8299328
1.746902961,951.9301342
1.744719341,952.1788788
1.744125475,952.2472749
1.742734232,952.4235933
1.748491049,951.738686
1.749483603,951.6109943
1.750079136,951.5292154
1.75107169,951.3856127
1.752262756,951.2031093
1.747101472,951.9063988
1.74452083,952.1996376
1.744323986,952.2207707
1.742535721,952.4552398
1.748292538,951.7633532
1.749682114,951.5859473
1.749880625,951.5568264
1.751270201,951.3603698
1.752064245,951.2354645
1.747299983,951.8823511
1.742337259,952.4806721
1.740947634,952.7002336
1.74114483,952.6657265
1.735190818,953.5735068
1.734992307,953.5796253
1.748094027,951.7886887
1.751468712,951.3272339
1.75186465,951.2666703
1.747498494,951.8598596
1.742138748,952.5100339
1.739359547,952.9797148
1.739558058,952.9433447
1.740749123,952.7321299
1.741343341,952.6331365
1.735389329,953.561054
1.734793796,953.5864893
1.747895516,951.814058
1.751666139,951.2955064
1.747697005,951.8364232
1.737969971,953.2308708
1.738168482,953.1928077
1.741940189,952.539337
1.739161036,953.0163424
1.739756569,952.907555
1.740550612,952.7658892
1.741543167,952.6006443
1.73558784,953.5473983
1.734595285,953.5922876
1.73777146,953.2601696
1.738366993,953.1581553
1.741741678,952.5694686
1.738962525,953.0515095
1.73995508,952.8727725
1.740350493,952.8018408
1.732213155,953.450208
1.732014644,953.4225019
1.735786351,953.5289937
1.734396774,953.5944005
1.737572949,953.2955281
1.738565503,953.123876
1.738764014,953.0880737
1.740151982,952.8368393
1.731815951,953.3943233
1.732411665,953.4727326
1.735984862,953.5103168
1.734198264,953.5953265
1.737374438,953.3269267
1.728242937,952.568241
1.728044426,952.5095831
1.73161744,953.3640797
1.732611358,953.4968071
1.730029535,953.0446984
1.730228046,953.0908358
1.733999753,953.5919853
1.736183373,953.4931032
1.737175927,953.3547411
1.728441447,952.6249216
1.727845915,952.4501129
1.731419111,953.3318025
1.732809869,953.5193563
1.730426556,953.1368079
1.729829277,952.9969022
1.733803786,953.5836429
1.736381883,953.4668347
1.736977416,953.3849536
1.727647404,952.3932932
1.728639958,952.6831681
1.7312206,953.2978582
1.733007198,953.5350289
1.729630766,952.9478557
1.730623522,953.1771797
1.733605275,953.5748058
1.736580394,953.4427318
1.736778905,953.4174491
1.727448893,952.3322408
1.728838469,952.7364227
1.729434002,952.8939044
1.733205709,953.5521024
1.731022089,953.2573133
1.730822033,953.2196787
1.73340422,953.5663935
1.72903698,952.7933572
1.726654849,952.0896412
1.727250382,952.2741062
1.729235491,952.8435861
1.726456338,952.0301315
1.72685336,952.1505265
1.727051871,952.2108633
1.726257827,951.968644
1.726059317,951.9094056
1.725860806,951.8509042
1.725662295,951.7926191
1.725463784,951.736303
1.725265273,951.6809873
1.725066762,951.6244242
1.724868251,951.5727156
1.72466974,951.5229781
1.724471229,951.4753887
1.724272718,951.4264146
1.724074208,951.3805083
1.723875697,951.339722
1.723677186,951.2948354
1.723478675,951.2606919
1.723282478,951.220617
1.723083967,951.1897317
1.722883142,951.1555503
1.722684631,951.1249364
1.72248612,951.0940387
1.722288561,951.0710563
1.72209005,951.04528
1.721890588,951.025783
1.721692077,951.0024555
1.721493566,950.983179
1.721294643,950.9680368
1.721096132,950.9498563
1.720898033,950.9381535
1.720699522,950.9253973
1.720501011,950.9169633
1.720300725,950.9070104
1.720102214,950.9011259
1.719905479,950.8962417
1.719706968,950.8935482
1.719508457,950.892061
1.719308061,950.8939556
1.71910955,950.8947045
1.718912924,950.9026782
1.718714413,950.9082407
1.718515902,950.9182442
1.718317391,950.9307321
1.71811888,950.9437233
1.71792037,950.9608734
1.717721859,950.9813336
1.717523348,951.0037258
1.717324837,951.0300177
1.717126326,951.057584
1.716927815,951.0849295
1.716729304,951.1173681
1.716530793,951.14872
1.716332282,951.1859867
1.716133771,951.225376
1.715935261,951.2640375
1.71573675,951.3093174
1.715538239,951.3536175
1.715339728,951.4034205
1.715141217,951.4549469
1.714942706,951.5076545
1.714744195,951.5606812
1.714545684,951.6193437
1.714347173,951.6787586
1.714148662,951.7429063
1.713950152,951.8079596
1.713753712,951.8737932
1.713555201,951.9446769
1.713354619,952.0193509
1.713156108,952.096024
1.712957597,952.173824
1.71276117,952.2548968
1.712562659,952.3394601
1.712362064,952.4256337
1.712163553,952.5146518
1.711965043,952.6096888
1.711767253,952.7003031
1.711568742,952.7974057
1.71136951,952.8981092
1.711170999,952.9976455
1.710972488,953.1012421
1.710773335,953.2073728
1.710574824,953.3120209
1.710376955,953.4207367
1.710178444,953.5294727
1.709979934,953.6438405
1.709779417,953.7553632
1.709580906,953.8719291
1.709384401,953.9836781
1.70918589,954.0995093
1.708987379,954.2138683
1.708786844,954.3271091
1.708588333,954.4474456
1.708391846,954.5610648
1.708193335,954.6737245
1.707994824,954.788703
1.707796314,954.9001578
1.707597803,955.0138972
1.707399292,955.1240197
1.707200781,955.233508
1.70700227,955.3442357
1.706803759,955.4490873
1.706605248,955.5559563
1.706406737,955.660153
1.706208226,955.7625109
1.706009715,955.8606035
1.705811205,955.9610539
1.705612694,956.0554009
1.705414183,956.14778
1.705215672,956.2397338
1.705017161,956.3277649
1.70481865,956.4157014
1.704620139,956.4981696
1.704421628,956.5770765
1.704223117,956.6579015
1.704024606,956.7340526
1.703826096,956.8077358
1.703627585,956.8791874
1.703429074,956.9480308
1.703232496,957.0153819
1.703033985,957.0758993
1.702833541,957.1408909
1.70263503,957.2014418
1.702436519,957.2602277
1.702239862,957.3138487
1.702041351,957.3698478
1.701840987,957.4226221
1.701642476,957.4736067
1.701443965,957.5249179
1.701245944,957.5726972
1.701047434,957.6177358
1.700848432,957.663659
1.700649921,957.7041336
1.70045141,957.7482613
1.700252027,957.7884134
1.700053516,957.8277645
1.699855877,957.8643886
1.699657367,957.9004831
1.699458856,957.9319505
1.699258109,957.9684732
1.699059598,957.9993795
1.698863323,958.0291402
1.698664812,958.0576357
1.698466301,958.0850409
1.69826779,958.1095106
1.698069279,958.1344916
1.697870768,958.1551033
1.697672258,958.1766779
1.697473747,958.1975848
1.697275236,958.2101895
1.697076725,958.2286292
1.696878214,958.2439304
1.696679703,958.2558096
1.696481192,958.2642598
1.696282681,958.2751272
1.69608417,958.2804347
1.695885659,958.2870584
1.695687149,958.292528
1.695488638,958.2937393
1.695290127,958.2980441
1.695091616,958.294828
1.694893105,958.2929172
1.694694594,958.2878233
1.694496083,958.28315
1.694297572,958.2752466
1.694099061,958.2686188
1.69390055,958.2537445
1.69370204,958.2455501
1.693503529,958.2292579
1.693305018,958.2158026
1.693106507,958.2002304
1.692907996,958.1801616
1.692711279,958.162097
1.692512768,958.1390605
1.692312463,958.1157576
1.692113952,958.0918035
1.691915441,958.0666291
1.691718554,958.0386315
1.691520043,958.0080957
1.691319909,957.9795693
1.625811311,956.7468322
1.626208333,956.6217418
1.626009822,956.6865192
1.629185996,955.8460085
1.629386113,955.808987
1.62640436,956.5626814
1.630972594,955.5812087
1.631171105,955.5632243
1.628987485,955.8845022
1.629584623,955.773984
1.627596788,956.219001
1.627398277,956.2759968
1.626602871,956.5038519
1.630774084,955.6026429
1.631369616,955.5488848
1.628788975,955.9287063
1.629781529,955.7382589
1.62779642,956.1669215
1.627200887,956.3277221
1.626803865,956.4448401
1.630577356,955.6258672
1.631568127,955.535476
1.628590706,955.9714009
1.62998004,955.7071929
1.637721965,956.0412046
1.637523454,956.0076182
1.632957703,955.5135129
1.633156214,955.5174742
1.627994931,956.1173527
1.627002376,956.3858165
1.630378845,955.6526931
1.631766638,955.5256521
1.628392195,956.0167314
1.630178551,955.6793026
1.639907421,956.4432885
1.640105931,956.4800097
1.640699629,956.5914673
1.640900061,956.6271317
1.637919585,956.0756886
1.637324943,955.97501
1.632759193,955.5113811
1.633354725,955.5264008
1.628193442,956.0678948
1.631965149,955.5185174
1.639707074,956.4053657
1.640302607,956.5171304
1.640501118,956.5545193
1.641098572,956.6630446
1.638118096,956.1113435
1.637124179,955.9426142
1.635141323,955.6678977
1.634942812,955.6459509
1.632560682,955.5097695
1.633553236,955.5348182
1.63216366,955.5140039
1.639508563,956.3670642
1.641295161,956.6981806
1.638317498,956.1462448
1.636925668,955.9097082
1.634744302,955.6267671
1.635339834,955.6901909
1.632362171,955.5101323
1.634148769,955.5733874
1.63434728,955.5893123
1.633751747,955.5452437
1.650428729,957.342343
1.650627239,957.3383412
1.648044532,957.3148225
1.648243043,957.3184812
1.642684738,956.9143314
1.642883249,956.9403078
1.639310052,956.3297191
1.641493672,956.7320364
1.638516009,956.1829573
1.636729411,955.8808832
1.634545791,955.6075393
1.635538345,955.714845
1.633950258,955.5591532
1.655984968,956.6570302
1.655786457,956.7077365
1.650228152,957.3435097
1.650823685,957.3359126
1.647846021,957.3076046
1.648440893,957.3237474
1.645860912,957.2118121
1.645662401,957.202078
1.644074314,957.0762
1.643875803,957.0538452
1.642486227,956.8853419
1.643081759,956.9654992
1.639112014,956.2921677
1.641692183,956.7646275
1.63871452,956.217052
1.6365309,955.8512675
1.635736856,955.7393888
1.656183479,956.6077541
1.655587946,956.7515587
1.650029641,957.3462766
1.651022196,957.3295043
1.647645487,957.3010707
1.648639404,957.3310974
1.646059423,957.2248151
1.64546389,957.1871126
1.643677292,957.0335392
1.644272825,957.0918317
1.642287716,956.8556091
1.64328027,956.9892097
1.641890694,956.7956575
1.638913503,956.2553204
1.636332389,955.8219481
1.635935367,955.7663667
1.65638199,956.5549633
1.655389435,956.7973302
1.64983113,957.3468364
1.651220706,957.3216395
1.647446976,957.2927417
1.648838576,957.3320477
1.646257934,957.2356709
1.645265379,957.1729513
1.643478781,957.0136403
1.644471336,957.1125879
1.642089205,956.8280218
1.636133878,955.792266
1.653205815,957.1763348
1.653404326,957.1491924
1.655190924,956.8400664
1.656580501,956.5045753
1.649633322,957.3440779
1.651421278,957.3135438
1.649037087,957.3365394
1.647250488,957.2858917
1.64645441,957.2469035
1.645066868,957.1589121
1.644669847,957.1285397
1.653007305,957.1995703
1.653602837,957.1247547
1.654992414,956.8841281
