Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Skin Friction Coefficient
1.117124096,1003.888432
1.117421875,1003.890267
1.109977399,1004.36214
1.110275178,1004.323105
1.115039642,1003.91338
1.115339809,1003.904128
1.116826317,1003.886403
1.117719654,1003.895162
1.10967784,1004.401834
1.110572957,1004.285261
1.113252968,1004.010707
1.112955189,1004.034782
1.114741863,1003.924217
1.115635534,1003.897941
1.116528538,1003.88676
1.118017433,1003.902049
1.120101886,1003.975263
1.120399665,1003.989608
1.129035257,1004.251403
1.129333036,1004.228665
1.10938137,1004.441737
1.110870736,1004.248805
1.113550747,1003.99001
1.11265741,1004.061167
1.114444084,1003.9391
1.115930926,1003.892888
1.116230759,1003.888036
1.118315212,1003.908167
1.119804107,1003.961888
1.120697444,1004.005259
1.128735489,1004.271943
1.129630815,1004.205482
1.106106271,1004.849502
1.10640405,1004.819918
1.109085371,1004.4824
1.111168515,1004.212988
1.113848526,1003.970033
1.112359631,1004.087244
1.114146305,1003.952398
1.118612991,1003.917046
1.119506328,1003.948963
1.120995223,1004.022245
1.128438346,1004.287599
1.129928594,1004.180211
1.106701829,1004.789088
1.108786283,1004.523422
1.111466294,1004.178838
1.112061852,1004.116313
1.11891077,1003.92676
1.119208549,1003.937639
1.121293002,1004.038479
1.128142556,1004.302748
1.130226373,1004.154504
1.133501943,1003.855194
1.133799722,1003.829114
1.107892946,1004.64457
1.107595166,1004.682699
1.106999608,1004.75522
1.108488504,1004.565049
1.111764073,1004.147464
1.121592721,1004.05738
1.123079677,1004.157674
1.123377456,1004.177976
1.130524153,1004.126445
1.127844141,1004.315387
1.133204164,1003.882661
1.134097501,1003.801159
1.108190725,1004.604845
1.107297387,1004.720329
1.121889791,1004.075065
1.122781897,1004.136567
1.123675235,1004.198418
1.123973014,1004.218824
1.124270793,1004.237846
1.126355246,1004.326923
1.126653025,1004.330436
1.130821932,1004.099883
1.127546362,1004.323344
1.132906385,1003.909691
1.134395527,1003.772202
1.122185631,1004.095951
1.122484118,1004.116502
1.124568572,1004.257444
1.126057467,1004.321584
1.126950804,1004.331084
1.127248583,1004.328643
1.131119711,1004.071833
1.132608606,1003.935987
1.134690515,1003.742021
1.124866351,1004.273988
1.125461909,1004.301859
1.125759688,1004.312198
1.13141749,1004.042874
1.132310827,1003.962583
1.134988048,1003.709438
1.12516413,1004.28783
1.131715269,1004.015835
1.132013048,1003.989106
1.135288617,1003.675677
1.135586396,1003.636053
1.135884175,1003.59377
1.136181954,1003.549542
1.136479733,1003.500611
1.136777512,1003.447714
1.137075291,1003.390214
1.13737307,1003.327835
1.137670849,1003.25833
1.137968629,1003.186794
1.138266408,1003.106565
1.138564187,1003.021019
1.138861966,1002.931242
1.139159745,1002.831116
1.139457524,1002.725874
1.139755303,1002.614388
1.140053082,1002.496655
1.140350861,1002.374138
1.140649964,1002.245992
1.140945977,1002.117875
1.141242432,1001.984338
1.141541977,1001.850442
1.141839756,1001.717359
1.142137535,1001.585343
1.142435314,1001.454556
1.142733093,1001.326999
1.143030872,1001.20621
1.143328651,1001.089995
1.14362643,1000.980587
1.143924209,1000.880065
1.144221988,1000.785739
1.144519767,1000.703474
1.144817546,1000.63025
1.145115325,1000.565658
1.145413105,1000.509668
1.145710884,1000.465073
1.146008663,1000.427226
1.146306442,1000.403343
1.146604221,1000.38512
1.146904402,1000.375514
1.147200145,1000.370319
1.147495522,1000.375243
1.147795337,1000.381967
1.148093116,1000.392703
1.148390895,1000.405013
1.148688674,1000.421292
1.148986453,1000.434993
1.149284232,1000.449094
1.149582011,1000.461772
1.14987979,1000.472301
1.150177569,1000.478276
1.150475348,1000.480827
1.150773127,1000.479735
1.151070906,1000.474185
1.151368685,1000.463823
1.151666464,1000.446822
1.151964243,1000.425657
1.152262022,1000.399692
1.152559801,1000.368472
1.15285758,1000.329021
1.153157312,1000.285123
1.1534544,1000.236972
1.153750227,1000.182122
1.154048697,1000.122323
1.154346476,1000.057918
1.154644255,999.9889751
1.154942034,999.9148213
1.155239813,999.8378055
1.155537592,999.7570053
1.155835371,999.6729985
1.15613315,999.5862106
1.156430929,999.4959993
1.156728708,999.4052206
1.157026487,999.3124569
1.157324266,999.2188284
1.157622045,999.1249088
1.157919824,999.0312461
1.158217603,998.9391939
1.158515382,998.8457396
1.158813161,998.7557564
1.15911094,998.6689033
1.159408719,998.5812349
1.159707153,998.4984901
1.160002954,998.4198775
1.16030008,998.3428551
1.160599836,998.2695
1.160897615,998.2013304
1.161195394,998.136281
1.161493173,998.0764615
1.161790952,998.0200758
1.162088731,997.9681384
1.16238651,997.9190197
1.162684289,997.87595
1.162982068,997.8356539
1.163279847,997.7985609
1.163577626,997.7658326
1.163875405,997.7372591
1.164173184,997.7092425
1.164470963,997.6858316
1.164768742,997.6651046
1.165066521,997.644845
1.1653643,997.6286467
