Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Skin Friction Coefficient
1.117124096,776.0361974
1.117421875,776.0209023
1.109977399,776.287807
1.110275178,776.273727
1.115039642,776.1268748
1.115339809,776.1153591
1.116826317,776.0501258
1.117719654,776.0061823
1.10967784,776.3037543
1.110572957,776.261552
1.113252968,776.1833721
1.112955189,776.1917756
1.114741863,776.1374942
1.115635534,776.1037709
1.116528538,776.0643326
1.118017433,775.9913819
1.120101886,775.8677546
1.120399665,775.8468024
1.129035257,774.8342835
1.129333036,774.7955959
1.10938137,776.3210179
1.110870736,776.2507993
1.113550747,776.1754672
1.11265741,776.2001503
1.114444084,776.1485839
1.115930926,776.0914858
1.116230759,776.0776382
1.118315212,775.975183
1.119804107,775.8877373
1.120697444,775.8253251
1.128735489,774.8745852
1.129630815,774.7594525
1.106106271,776.64208
1.10640405,776.6071377
1.109085371,776.3414145
1.111168515,776.2409639
1.113848526,776.1664142
1.112359631,776.2076072
1.114146305,776.1571995
1.118612991,775.9592308
1.119506328,775.9065943
1.120995223,775.803258
1.128438346,774.9152948
1.129928594,774.7243666
1.106701829,776.5728741
1.108786283,776.3635769
1.111466294,776.2317846
1.112061852,776.2155355
1.11891077,775.9424737
1.119208549,775.9250344
1.121293002,775.7794767
1.128142556,774.9579245
1.130226373,774.6919379
1.133501943,774.3909945
1.133799722,774.3592658
1.107892946,776.4433675
1.107595166,776.4735312
1.106999608,776.5385353
1.108488504,776.3883947
1.111764073,776.2239084
1.121592721,775.7552107
1.123079677,775.6218244
1.123377456,775.5915563
1.130524153,774.6602143
1.127844141,775.0020721
1.133204164,774.4205139
1.134097501,774.3247304
1.108190725,776.4146616
1.107297387,776.5056592
1.121889791,775.7301512
1.122781897,775.6504141
1.123675235,775.5603823
1.123973014,775.528163
1.124270793,775.4944677
1.126355246,775.2213915
1.126653025,775.1781831
1.130821932,774.6315965
1.127546362,775.0460726
1.132906385,774.4491103
1.134395527,774.2876298
1.122185631,775.7050458
1.122484118,775.6784228
1.124568572,775.4601906
1.126057467,775.2642351
1.126950804,775.1344436
1.127248583,775.090173
1.131119711,774.6038713
1.132608606,774.4755787
1.134690515,774.2483804
1.124866351,775.4234433
1.125461909,775.3463044
1.125759688,775.3053992
1.13141749,774.5769673
1.132310827,774.5016544
1.134988048,774.2042664
1.12516413,775.3849216
1.131715269,774.5514259
1.132013048,774.5263202
1.135288617,774.1583399
1.135586396,774.1072699
1.135884175,774.0528315
1.136181954,773.9953207
1.136479733,773.9335201
1.136777512,773.8681169
1.137075291,773.7993159
1.13737307,773.727313
1.137670849,773.6515273
1.137968629,773.5750198
1.138266408,773.4951744
1.138564187,773.4143776
1.138861966,773.3338315
1.139159745,773.2513324
1.139457524,773.1701033
1.139755303,773.0896188
1.140053082,773.0105722
1.140350861,772.9336851
1.140649964,772.8591023
1.140945977,772.7888871
1.141242432,772.7217025
1.141541977,772.6607605
1.141839756,772.6043343
1.142137535,772.5531115
1.142435314,772.5066299
1.142733093,772.4662823
1.143030872,772.4342654
1.143328651,772.406736
1.14362643,772.3861796
1.143924209,772.3721605
1.144221988,772.3609822
1.144519767,772.3562446
1.144817546,772.3533493
1.145115325,772.352353
1.145413105,772.3513143
1.145710884,772.3511367
1.146008663,772.349343
1.146306442,772.3468694
1.146604221,772.3406908
1.146904402,772.3306954
1.147200145,772.3194416
1.147495522,772.3028728
1.147795337,772.2819593
1.148093116,772.2539326
1.148390895,772.2207508
1.148688674,772.1824149
1.148986453,772.1373523
1.149284232,772.0869886
1.149582011,772.0315408
1.14987979,771.9714668
1.150177569,771.9067056
1.150475348,771.838639
1.150773127,771.7682698
1.151070906,771.696371
1.151368685,771.6236862
1.151666464,771.5504293
1.151964243,771.4782694
1.152262022,771.4074633
1.152559801,771.3385254
1.15285758,771.271284
1.153157312,771.2068912
1.1534544,771.1464244
1.153750227,771.0886863
1.154048697,771.0339083
1.154346476,770.9825928
1.154644255,770.9348545
1.154942034,770.8900192
1.155239813,770.8475127
1.155537592,770.8080134
1.155835371,770.770969
1.15613315,770.7369216
1.156430929,770.7045667
1.156728708,770.6758432
1.157026487,770.6486348
1.157324266,770.6242981
1.157622045,770.6015542
1.157919824,770.5813811
1.158217603,770.5630268
1.158515382,770.5456981
1.158813161,770.5312622
1.15911094,770.5188442
1.159408719,770.5069806
1.159707153,770.4984279
1.160002954,770.4904965
1.16030008,770.4844902
1.160599836,770.4790645
1.160897615,770.4749713
1.161195394,770.4710893
1.161493173,770.4688275
1.161790952,770.4665476
1.162088731,770.4649464
1.16238651,770.4635356
1.162684289,770.4625588
1.162982068,770.4619389
1.163279847,770.4601696
1.163577626,770.4594708
1.163875405,770.45786
1.164173184,770.455177
1.164470963,770.45243
1.164768742,770.4491431
1.165066521,770.4440264
1.1653643,770.4390514
1.165662079,770.4328242
1.165960119,770.4236945
1.166255122,770.41523
1.16655264,770.4034545
1.166853195,770.3906067
1.167150974,770.3751497
1.167448753,770.3569659
1.167746532,770.3330025
1.168044312,770.3059595
1.168342091,770.2726884
1.16863987,770.2341049
1.168937649,770.189013
1.169235428,770.1376714
1.169533207,770.0820527
1.169830986,770.0208919
1.170128765,769.956462
1.170426544,769.8891215
1.170724323,769.8203393
1.171022102,769.7513713
1.171319881,769.6828413
1.17161766,769.6155711
1.171915439,769.5520476
1.172214557,769.4930665
1.172510584,769.4379233
1.172807024,769.3879443
1.173106555,769.3412218
1.173404334,769.3017024
1.173702113,769.2684198
1.173999892,769.243281
1.174297671,769.2239003
1.17459545,769.2105023
1.174893229,769.2030272
1.175191008,769.2002161
1.175488788,769.201108
1.175786567,769.2071392
1.176084346,769.2154865
1.176382125,769.2284418
1.176679904,769.2428883
1.176977683,769.2593481
1.177275462,769.2776133
1.177573241,769.2999277
1.17787102,769.3206808
1.178168799,769.3447664
1.178468995,769.3684295
1.178764756,769.3914303
1.179060119,769.4132314
1.179359915,769.432745
1.179657694,769.4485844
1.179955473,769.4619847
1.180253252,769.4724375
1.180551031,769.4787637
1.18084881,769.4811985
1.181146589,769.4800343
1.181444368,769.4735063
1.181742147,769.4634473
1.090028131,778.0271866
1.089728424,778.0881326
1.090325183,777.9668101
1.089430645,778.148582
1.090621034,777.9068151
1.089132866,778.208199
1.085857297,778.7502553
1.085559518,778.791699
1.081390611,779.5487002
1.081092832,779.6195688
1.09091954,777.8486473
1.088835087,778.2669485
1.085261739,778.8338647
1.086155076,778.7083337
1.092706215,777.5539123
1.093003994,777.5170059
1.08168839,779.4788035
1.080795053,779.691506
1.091217319,777.7922407
1.088537308,778.3238624
1.088239529,778.3789775
1.08794175,778.4317556
1.084963959,778.8753526
1.086452855,778.6657378
1.092408435,777.5949989
1.093301773,777.4836737
1.081986169,779.4106493
1.080497274,779.7636866
