Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Absolute Pressure (Pa)
1.214347853,15395.12246
1.213851576,15393.57641
1.213355298,15392.29037
1.212859021,15391.36774
1.212362744,15390.77637
1.211862953,15390.53255
1.211366675,15390.63621
1.210873912,15391.03795
1.210377635,15391.74546
1.209881358,15392.71113
1.20938508,15393.91089
1.208888803,15395.3054
1.208392526,15396.85996
1.20789086,15398.55706
1.207394582,15400.33454
1.206903694,15402.15919
1.206407417,15404.05174
1.20591114,15405.97638
1.205414862,15407.92289
1.204918585,15409.87655
1.204422308,15411.83173
1.203926031,15413.78805
1.203429753,15415.74227
1.202933476,15417.69441
1.202437199,15419.63954
1.201940922,15421.57266
1.201444644,15423.49028
1.200948367,15425.3747
1.20045209,15427.21588
1.199955813,15428.98965
1.199459535,15430.66404
1.198963258,15432.20167
1.198466981,15433.56914
1.197970704,15434.74346
1.197474426,15435.68397
1.196978149,15436.38924
1.196485811,15436.82898
1.195989535,15437.01714
1.195489317,15436.94696
1.19499304,15436.65887
1.194496763,15436.1356
1.194000486,15435.396
1.193504208,15434.47628
1.193007931,15433.3652
1.192517105,15432.11433
1.19202083,15430.69852
1.191519099,15429.17564
1.191022822,15427.57668
1.190526545,15425.9785
1.190030268,15424.38573
1.18953399,15422.91949
1.189037713,15421.58521
1.188541436,15420.45673
1.188045159,15419.5245
1.187548881,15418.79946
1.187052604,15418.30415
1.186556327,15418.00347
1.18606005,15417.90677
1.185563772,15417.98218
1.185067495,15418.20798
1.184565766,15418.55846
1.184069488,15418.99681
1.183578663,15419.48702
1.183082386,15420.00783
1.182586109,15420.52216
1.182089832,15420.99448
1.181593554,15421.42299
1.181097277,15421.80592
1.180597061,15422.14525
1.180100783,15422.45133
1.179608445,15422.73787
1.179112168,15423.02493
1.178615891,15423.32865
1.178119614,15423.65514
1.177623336,15424.01226
1.177127059,15424.40489
1.176630782,15424.83084
1.176134505,15425.28274
1.175638227,15425.74974
1.17514195,15426.21439
1.174645673,15426.65561
1.174149396,15427.04652
1.173653118,15427.36892
1.173156841,15427.60936
1.172660564,15427.74459
1.172164287,15427.76642
1.171668009,15427.68938
1.171171732,15427.49289
1.170675455,15427.18619
1.170179178,15426.75988
1.1696829,15426.2589
1.169192011,15425.68512
1.06695351,15430.38684
1.067454169,15431.47264
1.067950445,15432.64386
1.068442342,15433.88182
1.070427451,15439.3426
1.070923728,15440.6261
1.068938619,15435.19713
1.069931174,15437.96681
1.071420005,15441.8041
1.069434896,15436.58045
1.071916283,15442.79933
1.07241256,15443.59201
1.075886501,15442.0588
1.076382778,15441.10578
1.072908837,15444.13005
1.076879055,15440.09459
1.075390223,15442.9167
1.087304027,15433.72516
1.087797155,15434.64276
1.077375332,15439.06113
1.073405114,15444.38766
1.074893946,15443.63583
1.078367887,15437.02206
1.07787161,15438.0308
1.079856719,15434.23975
1.080352996,15433.43196
1.081841828,15431.5575
1.082338105,15431.15338
1.086807751,15432.88769
1.088293432,15435.57883
1.073901392,15444.40146
1.074397669,15444.1585
1.078859505,15436.05688
1.079355783,15435.1226
1.080849273,15432.7073
1.08134555,15432.07984
1.08283208,15430.86945
1.086308323,15432.17561
1.088789709,15436.42014
1.083328358,15430.69392
1.089285986,15437.14622
1.085812046,15431.59489
1.083826937,15430.62983
1.089782264,15437.65103
1.085315768,15431.15942
1.084323214,15430.68278
1.090278541,15437.87527
1.084819491,15430.85361
1.090779989,15437.82269
1.091276264,15437.36578
1.091767372,15436.55359
1.09226365,15435.34138
1.092759927,15433.79522
1.093256204,15431.92279
1.093752481,15429.8001
1.094248759,15427.51104
1.094750126,15425.13159
1.095246402,15422.81959
1.09573759,15420.64233
1.096233868,15418.64207
1.096730145,15416.91827
1.097226422,15415.52314
1.097722699,15414.50879
1.098218977,15413.87594
1.098715254,15413.64371
1.099211531,15413.77643
1.099707808,15414.28854
1.100204086,15415.13434
1.100700363,15416.25704
1.10119664,15417.68466
1.101692917,15419.26874
1.102185122,15421.02695
1.102681401,15422.8387
1.103181749,15424.72587
1.103678026,15426.59173
1.104174304,15428.41822
1.104670581,15430.21053
1.105166858,15431.91426
1.105663135,15433.53965
1.106153596,15435.02262
1.106649875,15436.4098
1.107151967,15437.67234
1.107648244,15438.79623
1.108144522,15439.80637
1.108640799,15440.71147
1.109137076,15441.5254
1.109633353,15442.25263
1.110129267,15442.8867
1.110625544,15443.42652
1.111122185,15443.86259
1.111618462,15444.19622
1.11211474,15444.42747
1.112611017,15444.55742
1.113107294,15444.5966
1.113603571,15444.56818
1.114104938,15444.48394
1.114601214,15444.38232
1.115092403,15444.29358
1.11558868,15444.24
