Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Wall Shear Stress[i] (Pa)
0.881878785,398.4281573
0.879496423,398.7414539
0.890514247,397.2685105
0.88664312,397.7599377
0.885154224,397.9681725
0.884856445,398.0102559
0.879794202,398.7046197
0.890812026,397.2358134
0.891109805,397.2037204
0.891407584,397.1728641
0.891705363,397.1425468
0.892003142,397.1136998
0.892300921,397.0858062
0.8925987,397.0590904
0.892896479,397.0329042
0.893194258,397.0078782
0.893492037,396.9841258
0.893789816,396.9606986
0.894087595,396.9381695
0.89438766,396.9158498
0.894683258,396.8947066
0.894978752,396.8738948
0.895278712,396.8529985
0.895576491,396.8327449
0.89587427,396.8123982
0.896172049,396.7925439
0.896469828,396.7725082
0.896767607,396.7525036
0.897065386,396.7321909
0.897363165,396.7118448
0.897660944,396.6909795
0.897958723,396.6698978
0.898256502,396.6483784
0.898554281,396.6260899
0.89885206,396.6033896
0.899149839,396.5800626
0.899447618,396.5562885
0.899745397,396.5315876
0.900043176,396.5064228
0.900340955,396.4808717
0.900642099,396.454523
0.900939041,396.428529
0.901233456,396.4016721
0.901532071,396.3742625
0.90182985,396.3464768
0.90212763,396.3181675
0.902425409,396.289217
0.902723188,396.2604387
0.903020967,396.2307418
0.903318746,396.2006482
0.903616525,396.1701958
0.903914304,396.1394606
0.904212083,396.1089215
0.904509862,396.0781764
0.904807641,396.0474567
0.90510542,396.0166957
0.905403199,395.9863494
0.905700978,395.9557995
0.905998757,395.9253533
0.906296536,395.8952939
0.906594315,395.8652334
0.906892094,395.8351741
0.907190382,395.805444
0.907486085,395.7761128
0.907783355,395.7468135
0.90808321,395.7172543
0.908380989,395.6885156
0.908678768,395.6602113
0.908976547,395.6322403
0.909274326,395.6042692
0.909572105,395.5770676
0.909869885,395.5504524
0.910167664,395.5244241
0.910465443,395.4993688
0.910763222,395.4748196
0.911061001,395.4509781
0.91135878,395.427837
0.911656559,395.4058832
0.911954338,395.3845984
0.912252117,395.3634647
0.912549896,395.3433413
0.912847675,395.3245842
0.913145454,395.3058189
0.913443378,395.2877427
0.913738269,395.2703319
0.914035904,395.2533988
0.91433657,395.236795
0.914634349,395.2206164
0.914932128,395.205095
0.915229907,395.1899693
0.915527686,395.17514
0.915825465,395.1606503
0.916123244,395.1465091
0.916421023,395.1324394
0.916718802,395.1182246
0.917016581,395.1044336
0.91731436,395.0902155
0.91761214,395.0758382
0.917909919,395.0612062
0.918207698,395.0462736
0.918505477,395.0305808
0.918803256,395.0147413
0.919101035,394.9983614
0.919398814,394.9816986
0.919697815,394.9645917
0.919993731,394.9474154
0.920290288,394.9298644
0.92058993,394.9117026
0.920887709,394.8942019
0.921185488,394.8760734
0.921483267,394.858377
0.921781046,394.8406667
0.922078825,394.8234675
0.922376604,394.8064044
0.922674383,394.7898813
0.922972162,394.77334
0.923269941,394.7577755
0.92356772,394.742796
0.923865499,394.7282867
0.924163278,394.7146919
0.924461057,394.7017587
0.924758836,394.6893476
0.925056615,394.6773838
0.925354395,394.6655987
0.925652174,394.653815
0.925952253,394.6414507
0.926247869,394.629213
0.926543348,394.6162693
0.92684329,394.6030502
0.927141069,394.5886419
0.927438848,394.5740139
0.927736627,394.5587946
0.928034406,394.543622
0.928332185,394.5286421
0.928629964,394.5142721
0.928927743,394.5005035
0.929225522,394.4873935
0.929523301,394.4758801
0.92982108,394.464713
0.930118859,394.4551454
0.930416638,394.4466852
0.930714417,394.4391148
0.931012196,394.4323273
0.931309975,394.4259121
0.931607754,394.4192864
0.931905533,394.4126358
0.932206691,394.4054835
0.932503652,394.3977049
0.932798053,394.3890547
0.93309665,394.3791441
0.933394429,394.3681691
0.933692208,394.3556602
0.933989987,394.3421116
0.934287766,394.3269372
0.934585545,394.3105556
0.934883324,394.292595
0.935181103,394.2737512
0.935478882,394.2539927
0.935776661,394.2338934
0.93607444,394.2135167
1.011710316,390.3865356
1.012008095,390.3692055
1.011412537,390.4041222
1.012305874,390.3537895
1.009030304,390.5526048
1.00872968,390.5698161
1.011114758,390.4226653
1.012603653,390.3392192
1.013794769,390.3011294
1.014092548,390.2970526
1.009328084,390.5348893
1.008432089,390.5865347
1.010816979,390.4417144
1.012901432,390.3266679
1.014391593,390.2962115
1.01349699,390.3074011
1.009625863,390.5166797
1.008137156,390.6024737
1.0105192,390.4605941
1.013199211,390.3159192
1.010221421,390.4795406
1.009923642,390.4983685
1.007839188,390.6178729
1.005159177,390.7328679
1.004861398,390.7443317
1.007541409,390.6329459
1.005456956,390.7212534
1.004563619,390.7567638
1.00724363,390.6474584
1.00426584,390.7696142
1.005754735,390.7098288
1.006945851,390.6610007
1.003968061,390.7833844
1.006052514,390.6980595
1.006648072,390.6738313
1.003670282,390.798484
1.006350293,390.6862948
1.00099027,391.0182317
1.001288049,390.9850395
0.991163562,392.1950579
0.991461341,392.1682892
0.998310259,391.3865974
0.998608038,391.342609
1.003372503,390.8149903
1.002776945,390.8532955
1.000692491,391.0534614
1.001585828,390.9541723
1.002477127,390.876106
0.990865783,392.221675
0.99175912,392.1412992
0.995632874,391.7490556
0.995927245,391.7133511
0.99801248,391.4306893
0.998905817,391.2985928
1.003074724,390.8334369
1.000394712,391.0905699
1.001884171,390.9259485
1.002179911,390.8999603
0.990568004,392.2474611
0.992056899,392.1138947
0.992950236,392.0300299
0.993248015,392.0012704
0.995335877,391.7825231
0.996225806,391.6766899
0.997714701,391.4741706
0.999203596,391.2550782
1.000096933,391.12969
0.990270225,392.2731983
0.992354678,392.0864289
0.992652457,392.0582866
0.993545794,391.9720874
0.99503469,391.8167182
0.996523585,391.6386739
0.997416922,391.5169361
0.999501375,391.2120576
0.999799154,391.1700495
0.987590214,392.4747419
0.987292435,392.4933452
0.989972446,392.2983341
0.993843573,391.9424681
0.996821364,391.5993232
0.994736911,391.849335
0.997119143,391.5588727
0.98550576,392.5936347
0.987887993,392.4552059
0.986994656,392.5117055
0.989672541,392.3229319
0.994141353,391.9120308
0.994439132,391.880979
0.985207981,392.6084369
0.985803539,392.578442
0.988185772,392.4349415
0.986696877,392.5291241
0.98937709,392.3467123
0.984910202,392.62264
0.988483551,392.4140073
0.986101318,392.5623544
0.986399098,392.5461909
0.989081438,392.3696006
0.984612423,392.6364708
0.98878133,392.3923151
0.984314644,392.6501776
0.984016865,392.6636328
0.983719086,392.6765234
0.983419472,392.6892076
0.983122944,392.701752
0.982827,392.7140822
0.98252797,392.7266366
0.982230191,392.7390112
0.981932412,392.7514337
0.981634633,392.76368
0.981336854,392.7760955
0.981039075,392.7888239
0.980741296,392.8012481
0.980443517,392.8140907
0.980145738,392.8264495
0.979847959,392.8387841
0.97955018,392.8508638
0.979252401,392.8628431
0.978954622,392.8739868
0.978656842,392.8846196
0.978359063,392.8949434
0.978061284,392.9043913
0.977763505,392.913129
0.977465726,392.9210171
0.977165088,392.9284723
0.976867482,392.9346408
0.976572563,392.9407867
0.97627461,392.9459755
0.975976831,392.9505515
0.975679052,392.954658
0.975381273,392.9584055
0.975083494,392.9616265
0.974785715,392.964587
0.974487936,392.9674143
0.974190157,392.9698528
0.973892378,392.9730617
0.973594599,392.9757747
0.97329682,392.9792182
0.972999041,392.9836373
0.972701262,392.9886578
0.972403483,392.995073
0.972105704,393.0028751
0.971807925,393.0126593
0.971510146,393.023431
0.971212367,393.0360373
0.970912536,393.0504248
0.970615302,393.0659058
0.970319575,393.083243
0.97002125,393.1021086
0.969723471,393.1224455
0.969425692,393.1440073
0.969127913,393.1670892
0.968830134,393.1912578
0.968532355,393.2166484
0.968234576,393.2433193
0.967936797,393.2709099
0.967639018,393.2990705
0.967341239,393.3279554
0.96704346,393.3569744
0.966745681,393.3859072
0.966447902,393.4149235
0.966150123,393.443305
0.965852344,393.4711268
0.965554565,393.4982251
0.965256786,393.5246596
0.964959007,393.5496397
0.964661228,393.5737152
0.964362649,393.5966053
0.964068263,393.6182649
0.963771284,393.6385815
0.963470111,393.6584895
0.963172332,393.676985
0.962874553,393.6947218
0.962576774,393.7118352
0.962278995,393.7279951
0.961981216,393.7437665
0.961683437,393.7588057
0.961385658,393.774087
0.961087879,393.7886121
0.9607901,393.8032055
0.960492321,393.8182041
0.960194542,393.8333739
0.959896763,393.8484018
0.959598984,393.8637871
0.959301205,393.8793042
0.959003426,393.8952989
0.958705647,393.9111333
0.958407868,393.9266866
0.958107944,393.9425394
0.957812479,393.9578997
0.957516846,393.97316
0.957216752,393.9880132
0.956918973,394.0023429
0.956621194,394.0167058
0.956323415,394.0303613
0.956025636,394.0436967
0.955727856,394.0564632
0.955430077,394.0690712
0.955132298,394.0811986
0.954834519,394.0928268
0.95453674,394.1040865
0.954238961,394.114624
0.953941182,394.1249767
0.953643403,394.1343861
0.953345624,394.143405
0.953047845,394.1518309
0.952750066,394.1593907
0.952452287,394.166371
0.952154508,394.1719123
0.95185488,394.1772667
0.951558337,394.1807919
0.951262408,394.1832549
0.950963392,394.1841212
0.950665613,394.183328
0.950367834,394.1809852
0.950070055,394.1771662
0.949772276,394.1716996
0.949474497,394.1641507
0.949176718,394.1551643
0.948878939,394.144861
0.94858116,394.1339459
0.948283381,394.1222383
0.947985601,394.1104057
0.947687822,394.0984677
0.947390043,394.087626
0.947092264,394.077019
0.946794485,394.0671785
0.946496706,394.0582856
0.946198927,394.0504091
0.945901148,394.0429528
0.945600496,394.0366862
0.945302876,394.0296273
0.94500797,394.0240719
0.944710032,394.0183048
0.944412253,394.0131266
0.944114474,394.0084171
0.943816695,394.0036515
0.943518916,393.9997656
0.943221137,393.9963148
0.942923358,393.9939491
0.942625579,393.9920636
0.9423278,393.9912521
0.942030021,393.9911763
0.941732242,393.9923832
0.941434463,393.9946616
0.941136684,393.9977664
0.940838905,394.0019706
0.940541126,394.0070171
0.940243346,394.0134666
0.939945567,394.0208125
0.939647788,394.0293297
0.939347946,394.0390582
0.939050693,394.0493271
0.938754978,394.0609777
0.938456672,394.073391
0.938158893,394.087601
0.937861114,394.1025275
0.937563335,394.1187159
0.937265556,394.1364503
0.936967777,394.1544695
0.936669998,394.1739006
0.936372219,394.1937085
1.263035825,377.2368701
1.263333604,377.2402051
1.262738046,377.2344538
1.263631383,377.2444222
1.265120278,377.2670823
1.265418058,377.2689319
1.274946987,376.5360466
1.275244766,376.5177523
1.262440267,377.2331525
1.263929162,377.2495928
1.264822499,377.2635651
1.265715837,377.2685017
1.279115893,376.4371806
1.279415674,376.441309
1.274649208,376.5556153
1.275542545,376.5019711
1.261246416,377.2395194
1.26154693,377.2360434
1.261844709,377.2338854
1.262142488,377.2327015
1.264226941,377.2545556
1.26452472,377.2595874
1.266013616,377.2667911
1.268395848,377.1697193
1.268693627,377.145441
1.278818114,376.4344759
1.279712835,376.4462013
1.274351429,376.5767789
1.275840324,376.4885677
1.266311395,377.2635907
1.268098069,377.1908319
1.268991406,377.1190916
1.278520335,376.4338017
1.280008613,376.4536387
1.27405365,376.598839
1.276138103,376.4766373
1.271373638,376.8623185
1.271075859,376.8958492
1.266609174,377.2584506
1.26780029,377.2099234
1.269289185,377.0906572
1.278222556,376.4345863
1.28030701,376.4622808
1.282391463,376.5663105
1.282689242,376.5864857
1.273753908,376.6229539
1.276435882,376.4661722
1.271671417,376.8290615
1.27077808,376.9302019
1.266908335,377.2508731
1.269586964,377.0605355
1.2675008,377.2262319
1.277924777,376.4361383
1.280604789,376.4727792
1.282093684,376.5470544
1.282987021,376.6073393
1.273458589,376.6486054
1.276733661,376.457742
1.277626998,376.4394666
1.271969196,376.7960889
1.270480301,376.9633624
1.270182522,376.9967201
1.267204403,377.2402208
1.269884743,377.029454
1.280902568,376.4845105
1.281795905,376.5294715
1.2832848,376.6293995
1.273162773,376.6751535
1.27703144,376.4501757
1.277329219,376.4441214
1.272564754,376.7336769
1.272266975,376.7643102
1.281200347,376.4979415
1.281498126,376.5131551
1.283582579,376.6520414
1.284773695,376.746877
1.285071474,376.770376
1.286558442,376.8825484
1.28626139,376.8613588
1.288049265,376.9788532
1.287751486,376.9606904
1.272862534,376.7038072
1.283880358,376.6749981
1.284475916,376.7225585
1.285369253,376.794171
1.285965538,376.840058
1.286858148,376.9033146
1.288347044,376.9965275
1.287453706,376.9422829
1.290133718,377.0692115
1.284178137,376.6990928
1.285667032,376.8175114
1.287155927,376.9231943
1.288644823,377.0127346
1.289835939,377.0615942
1.290431497,377.0750832
1.288942602,377.0272677
1.28953816,377.0518597
1.290729276,377.0783219
1.289240381,377.040404
1.291027055,377.0797066
1.291324834,377.0790464
1.291622613,377.0770709
1.291920392,377.0740928
1.292218491,377.0673439
1.292513548,377.0582904
1.292811009,377.0458599
1.293111508,377.0320139
1.293409287,377.0154739
1.293707066,376.9970923
1.294004845,376.976393
1.294302624,376.9529782
1.294600403,376.9272351
1.294898182,376.8992097
1.295195962,376.8692664
1.295493741,376.8377827
1.29579152,376.8037611
1.296089299,376.7681324
1.296387078,376.7316478
1.296684857,376.6939703
1.296982636,376.6557368
1.297280415,376.617156
1.297578194,376.5786197
