Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Wall Shear Stress[i] (Pa)
2.116952098,356.9389546
2.116703959,356.9405307
2.116455821,356.9419372
2.116207682,356.9427085
2.115959543,356.943789
2.115711405,356.9422351
2.115463266,356.9412626
2.115215127,356.9384085
2.114966989,356.9363871
2.11471885,356.9340224
2.114470712,356.9294941
2.114222573,356.926449
2.113974434,356.9202032
2.113726296,356.9162422
2.113478157,356.911134
2.113230018,356.905546
2.11298188,356.9017214
2.112733741,356.894545
2.112485603,356.8901005
2.112237464,356.884281
2.111989325,356.8785878
2.111743399,356.8739123
2.111495261,356.8687627
2.111244909,356.8636636
2.110996771,356.8591683
2.110748632,356.8556246
2.110500494,356.8502974
2.110252355,356.8478377
2.110004216,356.8447688
2.109758115,356.8427662
2.109509977,356.8403859
2.1092598,356.8409992
2.109011662,356.8385276
2.108763523,356.8405743
2.108515385,356.8415771
2.108267246,356.8415419
2.108019107,356.8448932
2.107771635,356.8495587
2.107523496,356.8534364
2.107274691,356.8573961
2.107026553,356.8624556
2.106778414,356.8700453
2.106530275,356.8760898
2.106282137,356.8849314
2.106033998,356.8933199
2.1057838,356.9016136
2.105535661,356.9099759
2.105289582,356.9195679
2.105041444,356.9282712
2.104793305,356.937612
2.104545166,356.9452899
2.104297028,356.9540435
2.104048889,356.9629994
2.103797873,356.9691778
2.103549735,356.9783708
2.103304473,356.9845783
2.103056335,356.9925078
2.102808196,356.9971018
2.102560057,357.0055236
2.102311919,357.0114495
2.10206378,357.017901
2.101815642,357.0229309
2.101567503,357.0287949
2.101319364,357.035695
2.101071226,357.0426163
2.100823087,357.0477423
2.100574948,357.0544844
2.10032681,357.0606185
2.100078671,357.0686739
2.099830533,357.0759212
2.099582394,357.0827197
2.099334255,357.090166
2.099086117,357.0998027
2.098837978,357.1075792
2.098589839,357.1177509
2.098341701,357.1260024
2.098096659,357.1373032
2.09784852,357.1460959
2.097597285,357.1573106
2.097349146,357.1675275
2.097101008,357.1798689
2.096852869,357.1903952
2.09660473,357.2030927
2.096356592,357.2154277
2.096110876,357.2267427
2.095862738,357.239047
2.095612176,357.25076
2.095364037,357.2642824
2.095115899,357.2764657
2.09486776,357.2874387
2.094619621,357.3015813
2.094371483,357.3123103
2.094123041,357.3239221
2.093874903,357.3345168
2.093627067,357.3446522
2.093378928,357.3556887
2.09313079,357.3641522
2.092882651,357.3736747
2.092634512,357.3804939
2.092386374,357.3870538
2.092135206,357.3935191
2.091887067,357.3977769
2.091641958,357.402779
2.091393819,357.405378
2.091145681,357.4067261
2.090897542,357.4077764
2.090649403,357.4074843
2.090401265,357.4065347
2.090151046,357.4065602
2.089902907,357.4042136
2.089656849,357.4006186
2.08940871,357.3997154
2.089160572,357.3953069
2.088912433,357.3915015
2.088664294,357.3887156
2.088416156,357.3839638
2.088168017,357.3809659
2.087919878,357.3763755
2.08767174,357.3745598
2.087423601,357.3699214
2.087175463,357.3677086
2.086927324,357.3637428
2.086679185,357.3622668
2.086433547,357.3592068
2.086185408,357.358583
2.085934769,357.3555857
2.085686631,357.3542226
2.085438492,357.3549228
2.085190353,357.3541087
2.084942215,357.3551314
2.084694076,357.3561932
2.084448449,357.3571547
2.084200311,357.3602384
2.08394966,357.3630078
2.083701522,357.3637599
2.083453383,357.3696422
2.083205244,357.3736471
2.082957106,357.3782377
2.082708967,357.3829005
2.082462282,357.3876943
2.082214144,357.3947737
2.081964551,357.3992489
2.081716413,357.404459
2.081468274,357.4118134
2.081220135,357.4157122
2.080971997,357.421687
2.080723858,357.4275949
2.080474447,357.4329111
2.080226309,357.4373013
2.079979442,357.4430881
2.079731304,357.446807
2.079483165,357.4514918
2.079235026,357.4552541
2.078986888,357.4602016
2.078738749,357.4639743
2.078488208,357.4680268
2.07824007,357.4722943
2.077994333,357.476348
2.077746195,357.4798117
2.077498056,357.4848157
2.077249917,357.4881307
2.258142977,354.4304747
2.258391116,354.4288193
2.260376225,354.428943
2.260624363,354.4312366
2.262609472,354.4572844
2.262361334,354.4530945
2.257894838,354.4323782
2.258639254,354.4279672
2.260128086,354.4269663
2.260872502,354.4321828
2.255909729,354.4715856
2.256157868,354.4639712
2.25218765,354.6838358
2.251942661,354.7049266
2.264594581,354.4927057
2.262857611,354.4616538
2.262113195,354.4486432
2.2576467,354.4376277
2.258887393,354.4267213
2.259879947,354.4262776
2.261120641,354.4357781
2.257398561,354.4386107
2.255661591,354.4792711
2.256406007,354.4568008
2.257150423,354.4418926
2.252435789,354.6650771
2.251694523,354.726521
2.264346443,354.4883826
2.26310575,354.4666799
2.261865056,354.4455082
2.259135532,354.4258803
2.25962937,354.4259899
2.261367446,354.4374993
2.255413452,354.4891294
2.256654145,354.4527207
2.256902284,354.4460055
2.252683927,354.6459352
2.251443234,354.7457169
2.264098304,354.4840467
2.263355282,354.4705624
2.261615585,354.4427452
2.259381231,354.4254812
2.255165314,354.4996012
2.252932066,354.627292
2.251195095,354.7670267
2.263850165,354.4801827
2.26360342,354.4748188
2.248713709,354.9837164
2.248465571,355.0047873
2.254917175,354.508832
2.253180204,354.6091923
2.250946957,354.7889801
2.238788164,355.3221483
2.248961848,354.9638627
2.248217432,355.025182
2.254669036,354.5222499
2.253428343,354.5946432
2.250698818,354.8105765
2.239036303,355.3272006
2.238540025,355.317932
2.245733022,355.1982958
2.245487907,355.2116291
2.249209986,354.9409643
2.247966991,355.0454636
2.254420898,354.5340286
2.253678606,354.575913
2.25045068,354.8323412
2.241021412,355.3375688
2.24126955,355.3361691
2.239284441,355.3304078
2.238294068,355.312892
2.245981161,355.1838153
2.245239768,355.2255339
2.249458125,354.920047
2.247718853,355.0657791
2.254172759,354.5477681
2.253926744,354.5607317
2.250202541,354.8538751
2.243254659,355.301566
2.243502798,355.2949772
2.240773273,355.3372801
2.241517689,355.3335924
2.23953258,355.3332019
2.238045929,355.3063786
2.246232323,355.1697527
2.24499163,355.2360376
2.249706688,354.897676
2.247473016,355.0838486
2.249954826,354.8766829
2.243006521,355.3085175
2.243750937,355.2870017
2.240525134,355.3386992
2.241765828,355.3303367
2.239780719,355.3359048
2.23779561,355.3011658
2.246480462,355.1523439
2.244743491,355.2478634
2.247224877,355.1030946
2.242758382,355.3138419
2.243999075,355.2762634
2.240279946,355.338873
2.242013966,355.3284213
2.240031808,355.3380364
2.237547471,355.2940156
2.244495353,355.2591808
2.2467286,355.137806
2.246976739,355.1192618
2.242510243,355.318645
2.244247214,355.269131
2.242262105,355.3234821
2.237299332,355.2883111
2.237051194,355.2804104
2.236803055,355.2733343
2.236554916,355.2660353
2.236306233,355.2603621
2.236058094,355.2528911
2.235810501,355.246444
2.235562362,355.2395105
2.235314223,355.2352311
2.235066085,355.2277073
2.234817946,355.2233446
2.234569807,355.2189036
2.234319704,355.2150561
2.234071565,355.2108814
2.233825392,355.2065323
2.233577253,355.2040599
2.233329114,355.2015571
2.233080976,355.1969347
2.232832837,355.1955399
2.232584698,355.1924339
2.232334392,355.1910515
2.232086253,355.1878504
2.231840283,355.1854732
2.231592144,355.181204
2.231344005,355.1793554
2.231095867,355.1747903
2.230847728,355.1724199
2.230599589,355.1659273
2.230351451,355.1607347
2.230103312,355.1568458
2.229855173,355.1495628
2.229607035,355.1437072
2.229358896,355.1379299
2.229110758,355.1300882
2.228862619,355.1218451
2.228616892,355.1146546
2.228368753,355.1075786
