Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Boundary Heat Flux (W/m^2)
1.117124096,287549.5476
1.117421875,287543.8715
1.109977399,287603.3434
1.110275178,287602.6384
1.115039642,287581.4574
1.115339809,287577.5614
1.116826317,287554.7524
1.117719654,287538.1096
1.10967784,287604.4777
1.110572957,287602.2705
1.113252968,287597.0249
1.112955189,287598.4719
1.114741863,287584.8063
1.115635534,287573.6889
1.116528538,287559.8719
1.118017433,287532.0277
1.120101886,287477.4082
1.120399665,287467.7839
1.129035257,287027.739
1.129333036,287015.3967
1.10938137,287606.1117
1.110870736,287602.1085
1.113550747,287595.3667
1.11265741,287599.7177
1.114444084,287588.1447
1.115930926,287569.3221
1.116230759,287564.6186
1.118315212,287525.3999
1.119804107,287486.5836
1.120697444,287457.7474
1.128735489,287041.0093
1.129630815,287003.905
1.106106271,287684.7549
1.10640405,287672.9872
1.109085371,287608.5335
1.111168515,287601.9608
1.113848526,287593.1752
1.112359631,287600.5221
1.114146305,287590.7536
1.118612991,287518.5829
1.119506328,287495.2022
1.120995223,287447.2626
1.128438346,287054.7678
1.129928594,286992.9258
1.106701829,287662.0494
1.108786283,287611.6883
1.111466294,287601.7971
1.112061852,287601.132
1.11891077,287511.2389
1.119208549,287503.4824
1.121293002,287436.1486
1.128142556,287069.3401
1.130226373,286982.6241
1.133501943,286847.3101
1.133799722,286828.3397
1.107892946,287627.1511
1.107595166,287634.2993
1.106999608,287651.7718
1.108488504,287615.9162
1.111764073,287601.6247
1.121592721,287424.6253
1.123079677,287359.4166
1.123377456,287344.5902
1.130524153,286972.4788
1.127844141,287085.0837
1.133204164,286864.8008
1.134097501,286807.5023
1.108190725,287620.9642
1.107297387,287642.5899
1.121889791,287412.6506
1.122781897,287373.5623
1.123675235,287329.2422
1.123973014,287313.3435
1.124270793,287296.8422
1.126355246,287171.5823
1.126653025,287153.5136
1.130821932,286962.7585
1.127546362,287101.3067
1.132906385,286880.6872
1.134395527,286785.1166
1.122185631,287400.3506
1.122484118,287387.2186
1.124568572,287280.0191
1.126057467,287189.9901
1.126950804,287135.6444
1.127248583,287118.2051
1.131119711,286952.823
1.132608606,286895.2349
1.134690515,286761.2329
1.124866351,287262.4921
1.125461909,287226.609
1.125759688,287208.2272
1.13141749,286942.5618
1.132310827,286908.4936
1.134988048,286735.2993
1.12516413,287244.5403
1.131715269,286931.9864
1.132013048,286920.7816
1.135288617,286707.6767
1.135586396,286678.3176
1.135884175,286647.5915
1.136181954,286615.6303
1.136479733,286582.3952
1.136777512,286548.249
1.137075291,286513.3291
1.13737307,286477.9654
1.137670849,286442.1568
1.137968629,286406.9256
1.138266408,286371.6391
1.138564187,286337.2909
1.138861966,286304.057
1.139159745,286271.7092
1.139457524,286241.1982
1.139755303,286212.3942
1.140053082,286185.6305
1.140350861,286161.1736
1.140649964,286139.0942
1.140945977,286119.8897
1.141242432,286103.4931
1.141541977,286089.7119
1.141839756,286078.9743
1.142137535,286070.5953
1.142435314,286064.8983
1.142733093,286061.9412
1.143030872,286061.2391
