Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Wall Y+
1.214347853,0.639327806
1.213851576,0.63930931
1.213355298,0.639302314
1.212859021,0.639306503
1.212362744,0.639321423
1.211862953,0.639347496
1.211366675,0.639382615
1.210873912,0.639426406
1.210377635,0.639479303
1.209881358,0.63953952
1.20938508,0.639605381
1.208888803,0.639675105
1.208392526,0.639748338
1.20789086,0.639824483
1.207394582,0.63990264
1.206903694,0.639980038
1.206407417,0.640059748
1.20591114,0.640139115
1.205414862,0.640218597
1.204918585,0.640298237
1.204422308,0.640377411
1.203926031,0.640456159
1.203429753,0.640534686
1.202933476,0.640612703
1.202437199,0.640690182
1.201940922,0.640766201
1.201444644,0.640840794
1.200948367,0.640913979
1.20045209,0.640983624
1.199955813,0.641050058
1.199459535,0.641111385
1.198963258,0.641166319
1.198466981,0.641214767
1.197970704,0.641255803
1.197474426,0.641288826
1.196978149,0.64131382
1.196485811,0.641329638
1.195989535,0.641337875
1.195489317,0.641339236
1.19499304,0.641334092
1.194496763,0.641322746
1.194000486,0.641305514
1.193504208,0.641282874
1.193007931,0.641255665
1.192517105,0.641224561
1.19202083,0.641190868
1.191519099,0.641154589
1.191022822,0.641119146
1.190526545,0.641085538
1.190030268,0.641055717
1.18953399,0.641031756
1.189037713,0.641014102
1.188541436,0.641003493
1.188045159,0.641000041
1.187548881,0.641002737
1.187052604,0.641012203
1.186556327,0.641028003
1.18606005,0.641049302
1.185563772,0.641074679
1.185067495,0.641103439
1.184565766,0.641134931
1.184069488,0.641167898
1.183578663,0.641200435
1.183082386,0.641233309
1.182586109,0.64126461
1.182089832,0.641294022
1.181593554,0.641321795
1.181097277,0.641348631
1.180597061,0.641374818
1.180100783,0.64140032
1.179608445,0.641425753
1.179112168,0.641451875
1.178615891,0.641478734
1.178119614,0.641506863
1.177623336,0.641535885
1.177127059,0.641565696
1.176630782,0.641596347
1.176134505,0.641627224
1.175638227,0.641657651
1.17514195,0.64168688
1.174645673,0.641714586
1.174149396,0.64174007
1.173653118,0.641762164
1.173156841,0.641781118
1.172660564,0.641796725
1.172164287,0.64180871
1.171668009,0.641817409
1.171171732,0.641822293
1.170675455,0.641824258
1.170179178,0.641823782
1.1696829,0.64182216
1.169192011,0.641820235
1.06695351,0.645386011
1.067454169,0.645400417
1.067950445,0.645417136
1.068442342,0.645436916
1.070427451,0.64554034
1.070923728,0.645568563
1.068938619,0.645459298
1.069931174,0.645511798
1.071420005,0.645595279
1.069434896,0.645484491
1.071916283,0.645618481
1.07241256,0.645636562
1.075886501,0.645551165
1.076382778,0.645509828
1.072908837,0.645648161
1.076879055,0.64546519
1.075390223,0.645587326
1.087304027,0.64481598
1.087797155,0.644824785
1.077375332,0.645417783
1.073405114,0.645652491
1.074893946,0.645616536
1.078367887,0.645319569
1.07787161,0.645368823
1.079856719,0.645173832
1.080352996,0.645127532
1.081841828,0.645001835
1.082338105,0.644966083
1.086807751,0.644812108
1.088293432,0.644836819
1.073901392,0.645648561
1.074397669,0.645636923
1.078859505,0.645270968
1.079355783,0.645221951
1.080849273,0.645083102
1.08134555,0.645040929
1.08283208,0.644934012
1.086308323,0.644812608
1.088789709,0.644849513
1.083328358,0.644905585
1.089285986,0.644860953
1.085812046,0.644817733
1.083826937,0.644880483
1.089782264,0.644868751
1.085315768,0.644827374
1.084323214,0.644859172
1.090278541,0.644870737
1.084819491,0.644841214
1.090779989,0.644864918
1.091276264,0.644851067
1.091767372,0.644825364
1.09226365,0.644787619
1.092759927,0.644737946
1.093256204,0.644676115
1.093752481,0.644603406
1.094248759,0.64452174
