Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Boundary Heat Flux (W/m^2)
1.214347853,279707.2695
1.213851576,279694.9592
1.213355298,279688.6528
1.212859021,279689.6433
1.212362744,279696.3452
1.211862953,279709.3564
1.211366675,279728.6288
1.210873912,279752.6885
1.210377635,279781.9
1.209881358,279816.3433
1.20938508,279855.2418
1.208888803,279897.0431
1.208392526,279941.625
1.20789086,279988.6645
1.207394582,280037.1698
1.206903694,280085.7973
1.206407417,280136.2405
1.20591114,280186.9621
1.205414862,280237.8963
1.204918585,280289.3518
1.204422308,280340.7985
1.203926031,280392.3287
1.203429753,280444.0625
1.202933476,280495.7051
1.202437199,280547.585
1.201940922,280599.2478
1.201444644,280650.4061
1.200948367,280701.7044
1.20045209,280751.6141
1.199955813,280800.5649
1.199459535,280847.6344
1.198963258,280891.8539
1.198466981,280932.7375
1.197970704,280969.5823
1.197474426,281002.4671
1.196978149,281031.5153
1.196485811,281055.5361
1.195989535,281074.3819
1.195489317,281088.8941
1.19499304,281099.2569
1.194496763,281105.2246
1.194000486,281107.616
1.193504208,281106.4927
1.193007931,281102.0446
1.192517105,281094.7783
1.19202083,281084.8511
1.191519099,281072.9997
1.191022822,281059.884
1.190526545,281047.034
1.190030268,281034.5826
1.18953399,281024.6595
1.189037713,281017.5735
1.188541436,281014.3978
1.188045159,281015.5601
1.187548881,281020.5163
1.187052604,281029.2964
1.186556327,281041.4858
1.18606005,281057.8224
1.185563772,281077.1616
1.185067495,281098.9483
1.184565766,281122.8412
1.184069488,281148.1873
1.183578663,281173.7212
1.183082386,281199.9914
1.182586109,281225.9085
1.182089832,281251.0465
1.181593554,281275.0098
1.181097277,281298.2254
1.180597061,281321.0429
1.180100783,281343.1254
1.179608445,281364.8237
1.179112168,281386.9389
1.178615891,281409.2658
1.178119614,281432.3552
1.177623336,281456.0824
1.177127059,281480.4044
1.176630782,281505.4854
1.176134505,281531.0461
1.175638227,281556.8598
1.17514195,281582.4044
1.174645673,281607.4518
1.174149396,281631.7225
1.173653118,281654.3245
1.173156841,281675.129
1.172660564,281694.1776
1.172164287,281710.8757
1.171668009,281725.9008
1.171171732,281738.2785
1.170675455,281748.5187
1.170179178,281756.7163
1.1696829,281763.229
1.169192011,281768.9399
1.06695351,285552.0271
1.067454169,285553.2021
1.067950445,285555.9603
1.068442342,285559.9528
1.070427451,285586.484
1.070923728,285592.3375
1.068938619,285565.412
1.069931174,285579.2901
1.071420005,285596.4623
1.069434896,285572.1095
1.071916283,285597.0168
1.07241256,285594.3229
1.075886501,285443.1056
1.076382778,285406.831
1.072908837,285587.2121
1.076879055,285369.3509
1.075390223,285477.3019
1.087304027,284853.4563
1.087797155,284852.4413
1.077375332,285330.9536
1.073405114,285575.0051
1.074893946,285508.7448
1.078367887,285254.6946
1.07787161,285292.6058
1.079856719,285145.7925
1.080352996,285111.8769
1.081841828,285020.2529
1.082338105,284993.8599
1.086807751,284856.5135
1.088293432,284852.0548
1.073901392,285558.0391
1.074397669,285536.1245
1.078859505,285217.8358
1.079355783,285181.3555
1.080849273,285079.4496
1.08134555,285048.829
1.08283208,284969.7908
1.086308323,284862.1942
1.088789709,284850.5245
1.083328358,284947.7959
1.089285986,284847.2002
1.085812046,284870.4351
1.083826937,284927.7375
1.089782264,284840.2872
1.085315768,284881.136
1.084323214,284909.8755
1.090278541,284828.65
1.084819491,284894.3017
1.090779989,284811.5653
1.091276264,284787.7863
1.091767372,284757.5032
1.09226365,284719.769
1.092759927,284674.7992
1.093256204,284623.3206
1.093752481,284566.8176
1.094248759,284506.6387
1.094750126,284443.7218
1.095246402,284381.8897
1.09573759,284322.07
1.096233868,284264.9662
1.096730145,284212.8078
1.097226422,284165.4508
1.097722699,284126.1654
1.098218977,284094.6491
1.098715254,284070.4803
1.099211531,284053.441
1.099707808,284043.6733
1.100204086,284039.741
1.100700363,284041.9221
1.10119664,284050.3392
1.101692917,284062.1605
1.102185122,284077.01
1.102681401,284093.294
1.103181749,284110.738
1.103678026,284128.0611
1.104174304,284144.6895
1.104670581,284160.4728
1.105166858,284174.822
1.105663135,284187.2553
1.106153596,284197.6081
1.106649875,284205.6082
1.107151967,284211.0584
1.107648244,284213.5375
1.108144522,284213.9575
1.108640799,284212.4867
1.109137076,284209.2979
1.109633353,284204.2562
1.110129267,284197.8423
1.110625544,284189.3966
1.111122185,284179.3215
1.111618462,284167.4425
1.11211474,284153.4482
1.112611017,284137.6338
1.113107294,284120.1082
1.113603571,284101.0329
1.114104938,284080.5429
1.114601214,284060.0221
1.115092403,284039.5557
1.11558868,284019.5712
1.116084958,284000.475
1.116581235,283982.8557
1.117077512,283966.919
1.117573789,283952.436
1.118076407,283939.1793
1.118572683,283927.7825
1.119062621,283917.2626
