Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Absolute Pressure (Pa)
1.3725114,15454.47075
1.372312889,15454.89929
1.374496509,15449.20367
1.374297998,15449.80567
1.372709911,15454.02366
1.372114378,15455.30838
1.37469502,15448.58369
1.374099487,15450.39237
1.372908422,15453.55655
1.371915867,15455.69607
1.381843152,15420.22715
1.381642901,15420.92183
1.374893531,15447.9465
1.373900976,15450.96238
1.373106933,15453.07204
1.382041662,15419.55106
1.38144439,15421.62514
1.376680129,15441.46256
1.37687864,15440.65963
1.375092042,15447.2937
1.373702465,15451.51627
1.373305443,15452.569
1.382238434,15418.89333
1.38124588,15422.34229
1.378268216,15434.68744
1.378466727,15433.80589
1.376481618,15442.25066
1.377077151,15439.84192
1.375290552,15446.62624
1.373503954,15452.05033
1.382436945,15418.23871
1.381048901,15423.07086
1.379657792,15428.61263
1.379459281,15429.456
1.37806817,15435.57313
1.378665238,15432.92501
1.377275661,15439.00903
1.376283107,15443.02133
1.375489063,15445.93808
1.382635456,15417.59689
1.38085039,15423.81588
1.379856473,15427.77859
1.379260771,15430.30964
1.378862555,15432.0534
1.377869659,15436.44678
1.377474172,15438.16291
1.376084596,15443.77603
1.375687574,15445.23552
1.380650347,15424.58343
1.382833967,15416.96299
1.380054984,15426.95873
1.379061066,15431.18089
1.377672683,15437.30486
1.375886085,15444.5151
1.380451836,15425.35987
1.383032478,15416.33711
1.380253325,15426.15474
1.383230989,15415.71524
1.383429499,15415.10101
1.38362801,15414.48773
1.383826521,15413.87871
1.384025032,15413.27135
1.384223543,15412.66168
1.384422054,15412.05269
1.384620565,15411.43811
1.384819076,15410.82288
1.385017587,15410.20159
1.385216098,15409.57437
1.385414608,15408.939
1.385613119,15408.29667
1.38581163,15407.64161
1.386010141,15406.97727
1.386208652,15406.30007
1.386407163,15405.60962
1.386605674,15404.90691
1.386804185,15404.18776
1.387002696,15403.45054
1.387201207,15402.70247
1.387399718,15401.93967
1.387598228,15401.16125
1.387796739,15400.37145
1.38799525,15399.57235
1.388193761,15398.76117
1.388389946,15397.95779
1.388588457,15397.13738
1.388789294,15396.3087
1.388987805,15395.4925
1.389186316,15394.68092
1.389383863,15393.88639
1.389582374,15393.09823
1.389781848,15392.32756
1.389980359,15391.58109
1.39017887,15390.86353
1.390377781,15390.17334
1.390576292,15389.52186
1.390774403,15388.91052
1.390972914,15388.34523
1.391171425,15387.82677
1.391371699,15387.36215
1.391570209,15386.95986
1.391766957,15386.63024
1.391965468,15386.36186
1.392163979,15386.1659
1.392364368,15386.0389
1.392562879,15385.9872
1.392759512,15386.0021
1.392958023,15386.09705
1.393156534,15386.27142
1.393355045,15386.5394
1.393553555,15386.89169
1.393752066,15387.30985
1.393950577,15387.7827
1.394149088,15388.31942
1.394347599,15388.90491
1.39454611,15389.54358
1.394744621,15390.22724
1.394943132,15390.95054
1.395141643,15391.71879
1.395340154,15392.51102
1.395538664,15393.34289
1.395737175,15394.18835
1.395935686,15395.05978
1.396134197,15395.94111
1.396332708,15396.83463
1.396531219,15397.72749
1.39672973,15398.62696
1.396928241,15399.50814
1.397126752,15400.38554
1.397325263,15401.2393
1.397523774,15402.07366
1.397722284,15402.87371
1.397918716,15403.64145
1.398117227,15404.37662
1.398317817,15405.08504
1.398516328,15405.73739
1.398714839,15406.34453
1.398911254,15406.90063
1.399109765,15407.41344
1.399310372,15407.88457
1.399508883,15408.29388
1.399707393,15408.658
1.399905171,15408.96675
1.400103682,15409.22978
1.400302926,15409.44113
1.400501437,15409.60799
1.400699948,15409.73071
1.400899089,15409.80349
1.4010976,15409.83259
1.401295481,15409.82249
1.401493992,15409.77541
1.401692502,15409.68026
1.401893007,15409.55201
1.402091517,15409.37572
1.402288035,15409.16711
1.402486546,15408.91931
