Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Wall Y+
1.3725114,0.272044636
1.372312889,0.272051987
1.374496509,0.271954718
1.374297998,0.271964852
1.372709911,0.27203689
1.372114378,0.272058973
1.37469502,0.271944212
1.374099487,0.271974773
1.372908422,0.272028873
1.371915867,0.272065662
1.381843152,0.271446326
1.381642901,0.271459977
1.374893531,0.271933421
1.373900976,0.271984509
1.373106933,0.272020584
1.382041662,0.271433113
1.38144439,0.271473612
1.376680129,0.271825372
1.37687864,0.271812134
1.375092042,0.271922544
1.373702465,0.271993945
1.373305443,0.272011941
1.382238434,0.271420087
1.38124588,0.271487585
1.378268216,0.271712088
1.378466727,0.271697059
1.376481618,0.271838472
1.377077151,0.271798407
1.375290552,0.271911185
1.373503954,0.272003171
1.382436945,0.271407172
1.381048901,0.271501561
1.379657792,0.271605221
1.379459281,0.271620499
1.37806817,0.271727127
1.378665238,0.271681846
1.377275661,0.271784681
1.376283107,0.271851295
1.375489063,0.27189975
1.382635456,0.27139443
1.38085039,0.271515786
1.379856473,0.271589922
1.379260771,0.271635822
1.378862555,0.271666648
1.377869659,0.271741993
1.377474172,0.271770597
1.376084596,0.271863835
1.375687574,0.271887979
1.380650347,0.271530558
1.382833967,0.271381891
1.380054984,0.271574879
1.379061066,0.27165118
1.377672683,0.271756384
1.375886085,0.271875919
1.380451836,0.27154506
1.383032478,0.271369358
1.380253325,0.271559851
1.383230989,0.271357274
1.383429499,0.271345094
1.38362801,0.271333082
1.383826521,0.271321199
1.384025032,0.271309148
1.384223543,0.271297509
1.384422054,0.271285602
1.384620565,0.271273961
1.384819076,0.271262291
1.385017587,0.27125044
1.385216098,0.271238629
1.385414608,0.271226835
1.385613119,0.271214904
1.38581163,0.27120294
1.386010141,0.271190957
1.386208652,0.271178747
1.386407163,0.271166449
1.386605674,0.27115392
1.386804185,0.271141181
1.387002696,0.271128482
1.387201207,0.271115425
1.387399718,0.271102052
1.387598228,0.271088568
1.387796739,0.271074973
1.38799525,0.271060968
1.388193761,0.271046994
1.388389946,0.271032918
1.388588457,0.271018219
1.388789294,0.271003577
1.388987805,0.270988834
1.389186316,0.270974101
1.389383863,0.270959314
1.389582374,0.270944626
1.389781848,0.270929804
1.389980359,0.270915235
1.39017887,0.270900745
1.390377781,0.270886584
1.390576292,0.270872611
1.390774403,0.270859163
1.390972914,0.270845954
1.391171425,0.270833385
1.391371699,0.270820998
1.391570209,0.270809643
1.391766957,0.27079892
1.391965468,0.270788644
1.392163979,0.270779609
1.392364368,0.270771315
1.392562879,0.270764051
1.392759512,0.270758095
1.392958023,0.270752624
1.393156534,0.270748051
1.393355045,0.270744666
1.393553555,0.270742722
1.393752066,0.270741916
1.393950577,0.270742528
1.394149088,0.270743957
1.394347599,0.270746362
1.39454611,0.270749625
1.394744621,0.270753988
1.394943132,0.270758939
1.395141643,0.270764446
1.395340154,0.270770992
1.395538664,0.270777941
1.395737175,0.270785702
1.395935686,0.270793985
1.396134197,0.270802384
1.396332708,0.270811517
1.396531219,0.270820937
1.39672973,0.270830548
1.396928241,0.270840347
1.397126752,0.270850329
1.397325263,0.270860264
1.397523774,0.270870163
1.397722284,0.270879908
1.397918716,0.270889463
1.398117227,0.270898832
1.398317817,0.27090783
1.398516328,0.270916721
1.398714839,0.27092445
1.398911254,0.270932026
1.399109765,0.270939288
1.399310372,0.270945431
1.399508883,0.270951452
1.399707393,0.270956357
1.399905171,0.270961067
1.400103682,0.270964491
1.400302926,0.270967719
1.400501437,0.270970188
1.400699948,0.27097154
1.400899089,0.270972718
1.4010976,0.270973075
1.401295481,0.270972939
1.401493992,0.270971723
1.401692502,0.270970331
1.401893007,0.270968006
1.402091517,0.270965367
1.402288035,0.270962026
1.402486546,0.270957766
1.402685057,0.270953232
1.402885585,0.270947674
1.403084095,0.270942064
1.40328059,0.270935866
1.403479101,0.270929601
1.403677611,0.270923194
1.403876122,0.270916479
1.404074633,0.270909759
1.404273144,0.270902993
1.404471655,0.270896173
1.404670166,0.270889244
1.404868677,0.270882556
1.405067188,0.270875941
1.405265699,0.270869391
1.40546421,0.270862926
1.40566272,0.27085674
1.405861231,0.270850701
1.406059742,0.270844894
1.406258253,0.270839164
1.406456764,0.270833817
1.406655275,0.270828648
1.406853786,0.270823739
1.407052297,0.270818924
1.407250808,0.270814485
1.407449319,0.270810172
1.40764783,0.270806106
1.40784634,0.270802141
1.408044851,0.270798283
1.408243362,0.270794431
1.408439933,0.270790765
1.408638444,0.270787055
1.408838895,0.270783323
1.409037406,0.270779292
1.409235917,0.270775155
1.409432562,0.270771242
1.409631073,0.270766852
1.409831449,0.27076236
1.41002996,0.270757613
1.410228471,0.270752985
1.410426479,0.270748091
1.41062499,0.270743067
1.410824004,0.270738113
1.411022515,0.27073292
1.411221026,0.270728012
1.411420397,0.270722823
1.411618908,0.270717925
1.411816558,0.270712986
1.412015069,0.270708259
1.41221358,0.270703448
1.412414315,0.270698911
1.412612825,0.270694316
1.412809113,0.270690511
1.413007624,0.270686257
1.413206135,0.27068268
1.413404646,0.270679158
1.413603157,0.270675964
1.413801667,0.27067302
1.414000178,0.27067036
1.414198689,0.270667933
1.4143972,0.270666435
1.303231095,0.272511822
1.303429606,0.272502157
1.303628117,0.272492214
1.303826628,0.272482225
1.304025139,0.272472035
1.30422365,0.272461701
1.30442216,0.272451431
1.304620671,0.272441108
1.304819182,0.272430749
1.305017693,0.27242046
1.305214519,0.272410211
1.30541303,0.272399871
1.305613226,0.272389891
1.305811737,0.272379724
1.306010248,0.272370006
1.306207317,0.27236065
1.306405828,0.272351018
1.30660578,0.272341815
1.310178977,0.272229832
1.309980466,0.27223354
1.312164086,0.272197955
