Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Wall Shear Stress[i] (Pa)
1.3725114,376.5000298
1.372312889,376.5112854
1.374496509,376.3642102
1.374297998,376.3792474
1.372709911,376.4880821
1.372114378,376.5219764
1.37469502,376.348536
1.374099487,376.3940346
1.372908422,376.475869
1.371915867,376.5323254
1.381843152,375.5901107
1.381642901,375.6127929
1.374893531,376.332456
1.373900976,376.4087051
1.373106933,376.4632586
1.382041662,375.5682747
1.38144439,375.6351836
1.376680129,376.1746363
1.37687864,376.1555607
1.375092042,376.3165488
1.373702465,376.422884
1.373305443,376.4501068
1.382238434,375.5465208
1.38124588,375.6582457
1.378268216,376.0094997
1.378466727,375.9872607
1.376481618,376.1936722
1.377077151,376.1354505
1.375290552,376.2995434
1.373503954,376.4369942
1.382436945,375.5250202
1.381048901,375.6810019
1.379657792,375.8468255
1.379459281,375.8706721
1.37806817,376.0317174
1.378665238,375.9644498
1.377275661,376.115707
1.376283107,376.2123473
1.375489063,376.2829017
1.382635456,375.5036984
1.38085039,375.704156
1.379856473,375.8227168
1.379260771,375.8943871
1.378862555,375.9414944
1.377869659,376.0537196
1.377474172,376.0952679
1.376084596,376.2305798
1.375687574,376.2655873
1.380650347,375.7282751
1.382833967,375.4827768
1.380054984,375.7990641
1.379061066,375.9177865
1.377672683,376.0747389
1.375886085,376.2479007
1.380451836,375.7514698
1.383032478,375.4616574
1.380253325,375.7749844
1.383230989,375.4417825
1.383429499,375.4213791
1.38362801,375.4014716
1.383826521,375.3818208
1.384025032,375.3616195
1.384223543,375.3427112
1.384422054,375.322942
1.384620565,375.304143
1.384819076,375.2852173
1.385017587,375.265919
1.385216098,375.2468935
1.385414608,375.2281059
1.385613119,375.2090703
1.38581163,375.1902638
1.386010141,375.1716191
1.386208652,375.152608
1.386407163,375.1336806
1.386605674,375.1143555
1.386804185,375.0948399
1.387002696,375.0758816
1.387201207,375.0561417
1.387399718,375.0358363
1.387598228,375.0155977
1.387796739,374.9953415
1.38799525,374.9740972
