Region: Body 1.Ramp1: Position[X] (m),Region: Body 1.Ramp1: Boundary Heat Flux (W/m^2)
1.3725114,280895.23
1.372312889,280908.8928
1.374496509,280740.4619
1.374297998,280757.2826
1.372709911,280881.0524
1.372114378,280922.2241
1.37469502,280723.2639
1.374099487,280773.731
1.372908422,280866.7234
1.371915867,280935.2165
1.381843152,279996.1413
1.381642901,280014.7275
1.374893531,280705.7708
1.373900976,280790.0093
1.373106933,280851.9604
1.382041662,279978.1316
1.38144439,280033.2264
1.376680129,280535.8403
1.37687864,280515.5472
1.375092042,280688.2681
1.373702465,280805.8971
1.373305443,280836.9011
1.382238434,279960.4278
1.38124588,280052.306
1.378268216,280366.2638
1.378466727,280344.5198
1.376481618,280555.9112
1.377077151,280494.7655
1.375290552,280669.9989
1.373503954,280821.739
1.382436945,279942.8635
1.381048901,280071.1839
1.379657792,280214.0478
1.379459281,280235.4746
1.37806817,280388.3802
1.378665238,280322.4859
1.377275661,280473.9659
1.376283107,280575.7737
1.375489063,280651.9012
1.382635456,279925.4623
1.38085039,280090.8055
1.379856473,280192.7714
1.379260771,280257.0388
1.378862555,280300.7489
1.377869659,280410.1202
1.377474172,280452.827
1.376084596,280595.2933
1.375687574,280633.2561
1.380650347,280110.8709
1.382833967,279908.3596
1.380054984,280172.0455
1.379061066,280278.7866
1.377672683,280431.5388
1.375886085,280614.3021
1.380451836,280130.9416
1.383032478,279891.19
1.380253325,280151.1445
1.383230989,279874.648
1.383429499,279857.7771
1.38362801,279841.2421
1.383826521,279824.7502
1.384025032,279808.0249
1.384223543,279791.8517
1.384422054,279775.1365
1.384620565,279758.9086
1.384819076,279742.3689
1.385017587,279725.6728
1.385216098,279709.0164
1.385414608,279692.2874
1.385613119,279675.2998
1.38581163,279658.2923
1.386010141,279641.1257
1.386208652,279623.5908
1.386407163,279605.9742
1.386605674,279587.9359
1.386804185,279569.667
1.387002696,279551.4602
1.387201207,279532.6445
1.387399718,279513.4831
1.387598228,279494.2443
1.387796739,279474.8547
