x, heatflux
0.000000000000000000e+00,0.000000000000000000e+00
2.430000002107135578e-09,0.000000000000000000e+00
6.720000001791959367e-09,8.807283635000000000e+09
1.353000000392512526e-08,5.848974630000000000e+09
2.352000000627185696e-08,4.290058956000000000e+09
3.633000000036190317e-08,3.345378223000000000e+09
5.211999999943373152e-08,2.649876670000000000e+09
7.175000000358976924e-08,2.107861564000000000e+09
9.481000000022276962e-08,1.722696358000000000e+09
1.215200000004301792e-07,1.422225252000000000e+09
1.529300000058242319e-07,1.164091155000000000e+09
1.885500000042838998e-07,9.740896593999999762e+08
2.286300000022833922e-07,8.289685571000000238e+08
2.744800000016311804e-07,7.177072942999999523e+08
3.254900000015936775e-07,6.261912930000000000e+08
3.819699999993986315e-07,5.528532526000000238e+08
4.454900000041561797e-07,4.902316193999999762e+08
5.153200000052038376e-07,4.395910701999999881e+08
5.918400000055612322e-07,3.962318398000000119e+08
6.769500000061157203e-07,3.584388411000000238e+08
7.697500000034551738e-07,3.256066753000000119e+08
8.707000000001130604e-07,2.975093773999999762e+08
9.821100000024785749e-07,2.727227143999999762e+08
1.102870000003974783e-06,2.507087105000000000e+08
1.233530000000371326e-06,2.309194655000000000e+08
1.376900000003900058e-06,2.140138904000000060e+08
1.531599999999855240e-06,1.984918470000000000e+08
1.698300000001040693e-06,1.847267685999999940e+08
1.880400000004556220e-06,1.720801835000000000e+08
2.076219999999295949e-06,1.603553049000000060e+08
2.286570000002541383e-06,1.498281226999999881e+08
2.515520000002879927e-06,1.400660706999999881e+08
2.761060000004533614e-06,1.297719405000000000e+08
3.024120000006291870e-06,1.235291957999999970e+08
3.309659999999325766e-06,1.167776765000000000e+08
3.615190000004986339e-06,1.104806174000000060e+08
3.941860000004737523e-06,1.045709557999999970e+08
4.295590000005233968e-06,9.908692912999999523e+07
4.673400000001493331e-06,9.397776900000000000e+07
5.076680000001942572e-06,8.923122889000000060e+07
5.512540000005117344e-06,8.517148017000000179e+07
5.977390000005300604e-06,8.058460223000000417e+07
6.472870000003183909e-06,7.648459473999999464e+07
7.007510000001104630e-06,7.263445910999999940e+07
7.576990000004002847e-06,6.913298170000000298e+07
8.183290000005173046e-06,6.542164407000000030e+07
8.836660000000051018e-06,6.247357839000000060e+07
9.531880000004378775e-06,5.947794792999999970e+07
1.027128000000487859e-05,5.629985404999999702e+07
1.106713000000070290e-05,5.368262107999999821e+07
1.191319000000135088e-05,5.121568422999999672e+07
1.281233000000270342e-05,4.887058178999999911e+07
1.377931000000387539e-05,4.662378253999999911e+07
1.480662000000165802e-05,4.442806857999999821e+07
1.589764000000570677e-05,4.228126304999999702e+07
1.706999000000308678e-05,4.020277432000000030e+07
1.831471999999934004e-05,3.824252614999999851e+07
1.963594000000057487e-05,3.643964079999999702e+07
2.105484000000501426e-05,3.477197003999999911e+07
2.256060999999931507e-05,3.321046485999999940e+07
2.415805000000404023e-05,3.174243839999999851e+07
2.587233000000565988e-05,3.036410469000000134e+07
2.769078000000036035e-05,2.908168603999999911e+07
2.961943000000388798e-05,2.787989860000000149e+07
3.168880000000484561e-05,2.672255964000000060e+07
3.388353000000421194e-05,2.558514655000000075e+07
3.621065000000100830e-05,2.447186948000000045e+07
3.870642000000401898e-05,2.341136151999999955e+07
4.135272999999984082e-05,2.241946085000000149e+07
4.415833000000191338e-05,2.149547669000000134e+07
4.716698000000007742e-05,2.061444144999999925e+07
5.035665000000477903e-05,1.974496562999999896e+07
5.373729000000082394e-05,1.889502755999999866e+07
5.736032000000079457e-05,1.808618664999999851e+07
6.120053000000069796e-05,1.733239116000000015e+07
6.527095000000570789e-05,1.663474026999999955e+07
6.963475999999956976e-05,1.597547602999999933e+07
7.426098000000536472e-05,1.532566265000000037e+07
7.916439000000252398e-05,1.468581153999999911e+07
8.441893000000532732e-05,1.407069324000000022e+07
8.998872000000091064e-05,1.349997232000000030e+07
9.589263000000158507e-05,1.296695444999999925e+07
1.022205200000030387e-04,1.246916834999999963e+07
1.089277900000027479e-04,1.199513352999999933e+07
1.160345900000052665e-04,1.154536842999999970e+07
1.236430400000045786e-04,1.111377200999999978e+07
1.317036200000032376e-04,1.069980869999999925e+07
1.402440600000005541e-04,1.030031689000000060e+07
1.493915799999996272e-04,9.911997539999999106e+06
1.590836000000024218e-04,9.540413459000000730e+06
1.693490900000043102e-04,9.188015192999999970e+06
1.803311800000031485e-04,8.851243798000000417e+06
1.919575300000033629e-04,8.531491630000000820e+06
2.042644800000061945e-04,8.224785893000000156e+06
2.174250999999998032e-04,7.925103939000000246e+06
2.313465699999994610e-04,7.635996542999999598e+06
2.460633400000063176e-04,7.358418593999999575e+06
2.617620400000006723e-04,7.092378947999999858e+06
2.783372100000036892e-04,6.836277110000000335e+06
2.958315300000009525e-04,6.592025172000000253e+06
3.144719500000050724e-04,6.367262765999999829e+06
3.341222700000016964e-04,6.154747831000000238e+06
3.548205900000027868e-04,5.946130463000000454e+06
3.768144200000023343e-04,5.741684365000000224e+06
3.999417899999997282e-04,5.541826252000000328e+06
4.242405300000058415e-04,5.346350985000000335e+06
4.499923800000047401e-04,5.157822962000000291e+06
4.769993499999998260e-04,4.980403467000000179e+06
5.052953900000006163e-04,4.819147661000000313e+06
5.351910000000046274e-04,4.675328321999999695e+06
5.664581800000050710e-04,4.539003565999999642e+06
5.991250699999994432e-04,4.401802660000000149e+06
6.335259500000063040e-04,4.262529203999999911e+06
6.693989600000023205e-04,4.122000496999999974e+06
7.067722900000035459e-04,3.987380824000000022e+06
7.460183400000062158e-04,3.862614069999999832e+06
7.868440100000029724e-04,3.748369438999999780e+06
8.292706600000059351e-04,3.642722228999999817e+06
8.736842500000036689e-04,3.540665194000000134e+06
9.197717100000062703e-04,3.440903095999999903e+06
9.675646700000015187e-04,3.343538149999999907e+06
1.017506580000002723e-03,3.249439782999999821e+06
1.069249500000005139e-03,3.160229987000000197e+06
1.122813810000003769e-03,3.074598586999999825e+06
1.178639080000003572e-03,3.006522933999999892e+06
1.236364940000001444e-03,2.913321674999999814e+06
1.296025230000005064e-03,2.828940722000000067e+06
1.358114930000006368e-03,2.745893103999999817e+06
1.422244650000003283e-03,2.690135782000000123e+06
1.488444850000000515e-03,2.580308459999999963e+06
1.557220510000000566e-03,2.499489166000000201e+06
1.628171810000004875e-03,2.425051561000000220e+06
1.701346320000006159e-03,2.354606231000000145e+06
1.777323960000003894e-03,2.289229680999999866e+06
1.855661590000003917e-03,2.225006621999999974e+06
1.936398590000003046e-03,2.162292240999999922e+06
2.020117740000003641e-03,2.095189691000000108e+06
2.106363080000001400e-03,2.043631340000000084e+06
2.195190570000001267e-03,1.991166840000000084e+06
2.287252800000004645e-03,1.942447537999999942e+06
2.382054530000005024e-03,1.896307270000000019e+06
2.479651970000006349e-03,1.853893421000000089e+06
2.580726230000003184e-03,1.811258260000000009e+06
2.684759320000004897e-03,1.768753402000000002e+06
2.791824250000004681e-03,1.721511034999999916e+06
2.902692530000003206e-03,1.685203712000000058e+06
3.016788240000004093e-03,1.646827102999999886e+06
3.134180540000002478e-03,1.611189584000000032e+06
3.255668460000002689e-03,1.577896504999999888e+06
3.380647350000003885e-03,1.546734492000000086e+06
3.509203130000003185e-03,1.516572389999999898e+06
3.642224670000004591e-03,1.486008006000000052e+06
3.779050070000004001e-03,1.454800279000000097e+06
3.919768590000004271e-03,1.423062823000000091e+06
4.065324420000003026e-03,1.391609030000000028e+06
