x, heatflux
0.000000000000000000e+00,0.000000000000000000e+00
1.600000004486901084e-09,0.000000000000000000e+00
4.080000003625627723e-09,4.590398416000000000e+09
8.040000004427837795e-09,2.817770070000000000e+09
1.353000000392512526e-08,2.000729070000000000e+09
2.060999999997647888e-08,1.533490023000000000e+09
2.934000000465175607e-08,1.231357026000000000e+09
3.982000000490870339e-08,1.020367303000000000e+09
5.211999999943373152e-08,8.650560663999999762e+08
6.634000000360629286e-08,7.462087335000000000e+08
8.257000000355674846e-08,6.525047918999999762e+08
1.009300000021084945e-07,5.768550572000000477e+08
1.215200000004301792e-07,5.145918171000000238e+08
1.444600000013451788e-07,4.625178106000000238e+08
1.698700000005715074e-07,4.183658780000000000e+08
1.978800000017599714e-07,3.804966163999999762e+08
2.286300000022833922e-07,3.476774415000000000e+08
2.622599999995145646e-07,3.189698801000000238e+08
2.989200000058645179e-07,2.936575511999999881e+08
3.387700000061499973e-07,2.711979810000000000e+08
3.819699999993986315e-07,2.511746705000000000e+08
4.286800000059543218e-07,2.332686669000000060e+08
4.791100000005599484e-07,2.172288206999999881e+08
5.334300000043868162e-07,2.028450508000000119e+08
5.918400000055612322e-07,1.899207661999999881e+08
6.545500000001425610e-07,1.782611493000000119e+08
7.217700000055060687e-07,1.676835923000000119e+08
7.937400000059824472e-07,1.580367678000000119e+08
8.707000000001130604e-07,1.491696335000000000e+08
9.528900000006501555e-07,1.410067011999999881e+08
1.040570000000684462e-06,1.334739387000000030e+08
1.134020000002067170e-06,1.264930322999999970e+08
1.233530000000371326e-06,1.200011450000000000e+08
1.339390000005380543e-06,1.139564032000000030e+08
1.451910000000111685e-06,1.083248150999999940e+08
1.571439999999313422e-06,1.030764580000000000e+08
1.698300000001040693e-06,9.818191534999999404e+07
1.832860000000380333e-06,9.360862175000000000e+07
1.975489999999524513e-06,8.932693645000000298e+07
2.126590000003147825e-06,8.531017360999999940e+07
2.286570000002541383e-06,8.153446910999999940e+07
2.455850000004033952e-06,7.797876445999999344e+07
2.634880000002226684e-06,7.462474942000000179e+07
2.824140000001307431e-06,7.145454965000000596e+07
3.024120000006291870e-06,6.845409543000000715e+07
3.235330000002534058e-06,6.561092189999999851e+07
3.458320000000014519e-06,6.291404782999999821e+07
3.693630000000780615e-06,6.035354720000000298e+07
3.941860000004737523e-06,5.792093977000000328e+07
4.203620000005514605e-06,5.560849972999999672e+07
4.479550000006327502e-06,5.340898746000000089e+07
4.770329999999489525e-06,5.131563589999999851e+07
5.076680000001942572e-06,4.932208064000000060e+07
5.399310000001378102e-06,4.742257785000000149e+07
5.739010000006317473e-06,4.561177382000000030e+07
6.096580000004792170e-06,4.388477631000000238e+07
6.472870000003183909e-06,4.223686214999999851e+07
6.868719999999939549e-06,4.066559575000000000e+07
7.285090000003435640e-06,3.916435272999999672e+07
7.722940000000733148e-06,3.773012457000000030e+07
8.183290000005173046e-06,3.635945606000000238e+07
8.667150000000844171e-06,3.504939727000000328e+07
9.175680000005571318e-06,3.379662271999999881e+07
9.709980000003781657e-06,3.259820880000000075e+07
1.027128000000487859e-05,3.145141598999999836e+07
1.086077000000074102e-05,3.035366723999999836e+07
1.147983999999979758e-05,2.930243430999999866e+07
1.212986000000171382e-05,2.829531766000000015e+07
1.281233000000270342e-05,2.733014651000000164e+07
1.352866999999946571e-05,2.640484503000000119e+07
1.428058000000476074e-05,2.551745932000000030e+07
1.506964000000010666e-05,2.466623701999999955e+07
1.589764000000570677e-05,2.384954057999999821e+07
1.676624000000259693e-05,2.306577805000000075e+07
1.767749000000406987e-05,2.231326682000000030e+07
1.863333000000011387e-05,2.159033900000000000e+07
1.963594000000057487e-05,2.089534353000000119e+07
2.068730999999957137e-05,2.022677789000000060e+07
2.178990000000169359e-05,1.958333007000000030e+07
2.294596000000126456e-05,1.896399983999999985e+07
2.415805000000404023e-05,1.836795571000000089e+07
2.542841000000350946e-05,1.779437121000000089e+07
2.676017000000285921e-05,1.724225505000000075e+07
2.815609000000307539e-05,1.671051482000000030e+07
2.961943000000388798e-05,1.619805110999999940e+07
3.115297000000083618e-05,1.570397871000000089e+07
3.276045000000493555e-05,1.522761806000000052e+07
3.444506000000302612e-05,1.476846343999999948e+07
3.621065000000100830e-05,1.432599510999999940e+07
3.806028000000338552e-05,1.389956269999999925e+07
3.999869000000444495e-05,1.348824991000000015e+07
4.202976000000546768e-05,1.309111986999999918e+07
4.415833000000191338e-05,1.270743076999999955e+07
4.638810000000148800e-05,1.233672509999999963e+07
4.872474000000437134e-05,1.197864258999999985e+07
5.117260000000101503e-05,1.163287585999999940e+07
5.373729000000082394e-05,1.129900003999999911e+07
5.642255000000062415e-05,1.097641716000000015e+07
5.923588000000279700e-05,1.066446852999999933e+07
6.218285000000634303e-05,1.036262585999999940e+07
6.527095000000570789e-05,1.007059701999999955e+07
6.850505000000594853e-05,9.788142396999999881e+06
7.189417000000020142e-05,9.514947028000000864e+06
7.544439000000125177e-05,9.250622924000000581e+06
