x, pressure
0.000000000000000000e+00,0.000000000000000000e+00
4.080000003625627723e-09,9.691232403000000772e+00
1.353000000392512526e-08,2.187646141999999827e+01
2.934000000465175607e-08,3.986246554000000231e+01
5.211999999943373152e-08,6.797631520000000194e+01
8.257000000355674846e-08,1.118153157999999934e+02
1.215200000004301792e-07,1.755813172000000009e+02
1.698700000005715074e-07,2.610243318000000272e+02
2.286300000022833922e-07,3.643532711999999947e+02
2.989200000058645179e-07,4.648769836000000168e+02
3.819699999993986315e-07,4.940483371999999918e+02
4.791100000005599484e-07,5.027713863999999830e+02
5.918400000055612322e-07,5.496996874000000162e+02
7.217700000055060687e-07,6.070365225000000464e+02
8.707000000001130604e-07,6.486119830999999749e+02
1.040570000000684462e-06,6.958943557000000055e+02
1.233530000000371326e-06,7.699657823999999664e+02
1.451910000000111685e-06,8.679695258000000422e+02
1.698300000001040693e-06,9.735977814999999964e+02
1.975489999999524513e-06,1.068478515000000016e+03
2.286570000002541383e-06,1.174589971000000105e+03
2.634880000002226684e-06,1.274330142999999907e+03
3.024120000006291870e-06,1.361623741000000109e+03
3.458320000000014519e-06,1.438040707000000111e+03
3.941860000004737523e-06,1.504950111999999990e+03
4.479550000006327502e-06,1.551203788999999915e+03
5.076680000001942572e-06,1.570594192000000021e+03
5.739010000006317473e-06,1.586136079999999993e+03
6.472870000003183909e-06,1.605513371000000006e+03
7.285090000003435640e-06,1.623024132999999892e+03
8.183290000005173046e-06,1.637332458000000088e+03
9.175680000005571318e-06,1.653418681000000106e+03
1.027128000000487859e-05,1.659671158999999989e+03
1.147983999999979758e-05,1.644942947000000004e+03
1.281233000000270342e-05,1.627850351999999930e+03
1.428058000000476074e-05,1.618316865000000007e+03
1.589764000000570677e-05,1.618547047999999904e+03
1.767749000000406987e-05,1.622691524000000072e+03
1.963594000000057487e-05,1.624395152999999937e+03
2.178990000000169359e-05,1.617667554000000109e+03
2.415805000000404023e-05,1.603537356999999929e+03
2.676017000000285921e-05,1.588318215000000009e+03
2.961943000000388798e-05,1.575339361000000054e+03
3.276045000000493555e-05,1.567738356999999951e+03
3.621065000000100830e-05,1.563775820999999951e+03
3.999869000000444495e-05,1.556147073000000091e+03
4.415833000000191338e-05,1.542932332999999971e+03
4.872474000000437134e-05,1.527189429000000018e+03
5.373729000000082394e-05,1.512373096000000032e+03
5.923588000000279700e-05,1.505546841000000086e+03
6.527095000000570789e-05,1.503428227000000106e+03
7.189417000000020142e-05,1.495058547000000090e+03
7.916439000000252398e-05,1.483490849000000026e+03
8.713928000000237132e-05,1.469065362000000050e+03
9.589263000000158507e-05,1.455820122000000083e+03
1.054967700000020132e-04,1.450335583000000042e+03
1.160345900000052665e-04,1.446890795000000026e+03
1.275808700000027255e-04,1.439417766000000029e+03
1.402440600000005541e-04,1.432059209999999894e+03
1.541267400000023637e-04,1.421921673999999939e+03
1.693490900000043102e-04,1.411268555999999990e+03
1.860131000000038112e-04,1.406605675999999903e+03
2.042644800000061945e-04,1.403615428000000065e+03
2.242315599999997698e-04,1.395629685999999992e+03
2.460633400000063176e-04,1.386228978000000097e+03
2.698715000000006907e-04,1.376441947000000027e+03
2.958315300000009525e-04,1.367493099999999913e+03
3.240924600000028239e-04,1.360268434000000070e+03
3.548205900000027868e-04,1.357050187999999935e+03
3.881482300000058550e-04,1.356285135000000082e+03
