3 1 8224  |Heat flux|
1.6017745e-01 5.5935197e-03 1.3052543e+00 4.3145009e+05
1.6025357e-01 5.5961781e-03 1.3058747e+00 4.3139878e+05
1.6032970e-01 5.5988366e-03 1.3064951e+00 4.3136216e+05
1.6040583e-01 5.6014950e-03 1.3071154e+00 4.3131500e+05
1.6048194e-01 5.6041530e-03 1.3077358e+00 4.3125612e+05
1.6055807e-01 5.6068115e-03 1.3083562e+00 4.3120803e+05
1.6063420e-01 5.6094700e-03 1.3089765e+00 4.3116500e+05
1.6071032e-01 5.6121284e-03 1.3095969e+00 4.3112753e+05
1.6078645e-01 5.6147864e-03 1.3102173e+00 4.3107409e+05
1.6086258e-01 5.6174449e-03 1.3108376e+00 4.3102809e+05
1.6093870e-01 5.6201033e-03 1.3114580e+00 4.3099109e+05
1.6101483e-01 5.6227618e-03 1.3120785e+00 4.3096084e+05
1.6109096e-01 5.6254198e-03 1.3126988e+00 4.3091466e+05
1.6116707e-01 5.6280782e-03 1.3133192e+00 4.3087428e+05
1.6124320e-01 5.6307367e-03 1.3139396e+00 4.3084097e+05
1.6131933e-01 5.6333952e-03 1.3145599e+00 4.3080200e+05
1.6139546e-01 5.6360536e-03 1.3151803e+00 4.3076844e+05
1.6147158e-01 5.6387116e-03 1.3158007e+00 4.3072519e+05
1.6154771e-01 5.6413701e-03 1.3164210e+00 4.3070184e+05
1.6162384e-01 5.6440285e-03 1.3170414e+00 4.3066466e+05
1.6169995e-01 5.6466870e-03 1.3176618e+00 4.3060619e+05
1.6177608e-01 5.6493450e-03 1.3182821e+00 4.3055881e+05
1.6185221e-01 5.6520035e-03 1.3189025e+00 4.3052928e+05
1.6192833e-01 5.6546619e-03 1.3195229e+00 4.3049291e+05
1.6200446e-01 5.6573204e-03 1.3201432e+00 4.3043228e+05
1.6208059e-01 5.6599784e-03 1.3207636e+00 4.3040841e+05
1.6215670e-01 5.6626368e-03 1.3213840e+00 4.3036922e+05
1.6223283e-01 5.6652953e-03 1.3220043e+00 4.3031844e+05
1.6230896e-01 5.6679538e-03 1.3226247e+00 4.3029891e+05
1.6238508e-01 5.6706117e-03 1.3232450e+00 4.3024903e+05
1.6246121e-01 5.6732702e-03 1.3238654e+00 4.3019584e+05
1.6253734e-01 5.6759287e-03 1.3244858e+00 4.3016406e+05
