# pos.x pos.y pos.z n.x n.y n.z area cellWidthNormalToSurface outsign p rho T velx vely velz mu a Re y+ tau_wall_x tau_wall_y tau_wall_z q_total q_cond q_diff
4.0338102857142861e-04 4.9528962469704871e-05 0.0000000000000000e+00 -1.2186934340514749e-01 9.9254615164132209e-01 0.0000000000000000e+00 4.0258165914132911e-08 1.0006145592854603e-07 -1.0000000000000000e+00 2.5833938992608032e+03 2.9993784890347458e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4791059249226521e+02 5.6535487859533211e-02 1.4811217909169993e-02 -9.9404191292427333e+02 -7.2786000559528489e+01 0.0000000000000000e+00 3.8444207954576233e+05 3.8444207954576233e+05 0.0000000000000000e+00
1.2101430857142858e-03 1.4858688740911462e-04 0.0000000000000000e+00 -1.2186934340514749e-01 9.9254615164132209e-01 0.0000000000000000e+00 1.2077449774239875e-07 1.0018434475590746e-07 -1.0000000000000000e+00 2.7836694171654203e+03 3.2319028750586051e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4762480055694192e+02 6.0943068624187823e-02 1.1758375549947677e-02 -5.8049540409392580e+02 -3.4979273755151794e+01 0.0000000000000000e+00 2.1993380168630075e+05 2.1993380168630075e+05 0.0000000000000000e+00
2.0169051428571430e-03 2.4764481234852437e-04 0.0000000000000000e+00 -1.2186934340514750e-01 9.9254615164132209e-01 0.0000000000000000e+00 2.0129082957066459e-07 1.0030718610478888e-07 -1.0000000000000000e+00 2.7655208985390755e+03 3.2108320362711940e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4753166354690006e+02 6.0603738647462643e-02 1.0229481116463079e-02 -4.4113890917984634e+02 -2.6789599731096843e+01 0.0000000000000000e+00 1.6631411459913032e+05 1.6631411459913032e+05 0.0000000000000000e+00
2.8236672000000003e-03 3.4670273728793410e-04 0.0000000000000000e+00 -1.2186934340514746e-01 9.9254615164132209e-01 0.0000000000000000e+00 2.8180716139893042e-07 1.0042997996186098e-07 -1.0000000000000000e+00 2.7947819759382282e+03 3.2448048060226872e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4748414911624843e+02 6.1311558200641901e-02 9.4254340065443136e-03 -3.6970359880675323e+02 -2.2218741140819823e+01 0.0000000000000000e+00 1.3889960387431475e+05 1.3889960387431475e+05 0.0000000000000000e+00
3.6304292571428575e-03 4.4576066222734383e-04 0.0000000000000000e+00 -1.2186934340514741e-01 9.9254615164132209e-01 0.0000000000000000e+00 3.6232349322719620e-07 1.0055272631403772e-07 -1.0000000000000000e+00 2.7405961731909597e+03 3.1818938688954683e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4745197912143840e+02 6.0190746878924735e-02 8.7306205538804221e-03 -3.2267439047348836e+02 -1.9622155355735757e+01 0.0000000000000000e+00 1.2031729626400178e+05 1.2031729626400178e+05 0.0000000000000000e+00
4.4371913142857147e-03 5.4481858716675356e-04 0.0000000000000000e+00 -1.2186934340514760e-01 9.9254615164132209e-01 0.0000000000000000e+00 4.4283982505546204e-07 1.0067542514800867e-07 -1.0000000000000000e+00 2.7143550689525014e+03 3.1514273559862790e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4743148504594740e+02 5.9683646307645319e-02 8.2465820423708938e-03 -2.8995984224115364e+02 -1.7671603271178860e+01 0.0000000000000000e+00 1.0845209976627477e+05 1.0845209976627477e+05 0.0000000000000000e+00
5.2439533714285719e-03 6.4387651210616329e-04 0.0000000000000000e+00 -1.2186934340514746e-01 9.9254615164132209e-01 0.0000000000000000e+00 5.2335615688372782e-07 1.0079807645053747e-07 -1.0000000000000000e+00 2.7467146460576432e+03 3.1889975536673977e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4742002367153816e+02 6.0466757244879231e-02 8.0196702873724050e-03 -2.7034667489176303e+02 -1.6243480198737913e+01 0.0000000000000000e+00 1.0177191927415441e+05 1.0177191927415441e+05 0.0000000000000000e+00
6.0507154285714291e-03 7.4293443704557312e-04 0.0000000000000000e+00 -1.2186934340514746e-01 9.9254615164132209e-01 0.0000000000000000e+00 6.0387248871199376e-07 1.0092068020894675e-07 -1.0000000000000000e+00 2.7292390290621202e+03 3.1687079688255432e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4740853601678629e+02 6.0153135864270145e-02 7.7677572192608596e-03 -2.5462884878013060e+02 -1.5375353071831963e+01 0.0000000000000000e+00 9.5089810966184537e+04 9.5089810966184537e+04 0.0000000000000000e+00
6.8574774857142863e-03 8.4199236198498274e-04 0.0000000000000000e+00 -1.2186934340514746e-01 9.9254615164132209e-01 0.0000000000000000e+00 6.8438882054025949e-07 1.0104323640998258e-07 -1.0000000000000000e+00 2.6983653135258851e+03 3.1328628898840555e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4739887291409332e+02 5.9543237446762841e-02 7.5033546467146630e-03 -2.3972086755607612e+02 -1.4549250902156217e+01 0.0000000000000000e+00 8.9464559106595814e+04 8.9464559106595814e+04 0.0000000000000000e+00
7.6642395428571436e-03 9.4105028692439247e-04 0.0000000000000000e+00 -1.2186934340514734e-01 9.9254615164132209e-01 0.0000000000000000e+00 7.6490515236852532e-07 1.0116574504089424e-07 -1.0000000000000000e+00 2.7078066091229712e+03 3.1438244466681836e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8469051721849357e-05 3.4739302395904662e+02 5.9823010791851948e-02 7.3549810935809833e-03 -2.2898064087794756e+02 -1.3808857802408639e+01 0.0000000000000000e+00 8.6024225287117079e+04 8.6024225287117079e+04 0.0000000000000000e+00
