x (mm),P (Pa)
0,1602.42
0.996904,2497.96
1.99381,2466.97
2.99071,2297.03
3.98762,2138.86
4.98452,2058.74
5.98142,2043.93
6.97833,2045.17
7.97523,2045.91
8.97214,2052.02
9.96904,2063.31
10.9659,2076.57
11.9628,2086.6
12.9598,2089.63
13.9567,2089.67
14.9536,2089.79
15.9505,2091.25
16.9474,2096.66
17.9443,2104.5
18.9412,2111.89
19.9381,2116.97
20.935,2120.25
21.9319,2123.66
22.9288,2129.32
23.9257,2136.64
24.9226,2141.84
25.9195,2143.13
26.9164,2141.71
27.9133,2139.76
28.9102,2138.98
29.9071,2139.94
30.904,2140.97
31.9009,2140.48
32.8978,2138.63
33.8947,2136.4
34.8916,2134.8
35.8885,2134.44
36.8855,2134.78
37.8824,2134.74
38.8793,2133.7
39.8762,2131.93
40.8731,2129.96
41.87,2128.42
42.8669,2127.78
43.8638,2127.6
44.8607,2127.08
45.8576,2125.84
46.8545,2124.11
47.8514,2122.39
48.8483,2121.15
49.8452,2120.63
50.8421,2120.52
51.839,2120.26
52.8359,2119.51
53.8328,2118.32
54.8297,2116.97
55.8266,2115.78
56.8235,2115.09
57.8204,2114.92
58.8173,2114.9
59.8142,2114.62
60.8112,2113.93
61.8081,2112.97
62.805,2111.96
63.8019,2111.21
64.7988,2110.93
65.7957,2110.98
66.7926,2110.99
67.7895,2110.71
68.7864,2110.12
69.7833,2109.41
70.7802,2108.75
71.7771,2108.34
72.774,2108.25
73.7709,2108.3
74.7678,2108.25
75.7647,2107.94
76.7616,2107.41
77.7585,2106.78
78.7554,2106.21
79.7523,2105.88
80.7492,2105.86
81.7461,2106.03
82.743,2106.12
83.74,2105.97
84.7369,2105.57
85.7338,2105.02
86.7307,2104.48
87.7276,2104.11
88.7245,2103.99
89.7214,2104.01
90.7183,2104.02
91.7152,2103.88
92.7121,2103.57
93.709,2103.17
94.7059,2102.79
95.7028,2102.54
96.6997,2102.48
97.6966,2102.54
98.6935,2102.62
99.6904,2102.58
100.687,2102.4
101.684,2102.09
102.681,2101.75
103.678,2101.48
104.675,2101.35
105.672,2101.37
106.669,2101.43
107.666,2101.43
108.663,2101.29
109.659,2101.01
110.656,2100.66
111.653,2100.33
112.65,2100.11
113.647,2100.04
114.644,2100.07
115.641,2100.09
116.638,2100.02
117.635,2099.84
118.632,2099.59
119.628,2099.33
120.625,2099.13
121.622,2099.05
122.619,2099.08
123.616,2099.13
124.613,2099.13
125.61,2099.04
126.607,2098.84
127.604,2098.59
128.601,2098.35
129.598,2098.2
130.594,2098.16
131.591,2098.21
132.588,2098.27
133.585,2098.28
134.582,2098.18
135.579,2098
136.576,2097.77
137.573,2097.56
138.57,2097.43
139.567,2097.39
140.563,2097.38
141.56,2097.36
142.557,2097.26
143.554,2097.09
144.551,2096.87
145.548,2096.64
146.545,2096.45
147.542,2096.36
148.539,2096.35
149.536,2096.38
150.533,2096.39
151.529,2096.35
152.526,2096.23
153.523,2096.05
154.52,2095.87
155.517,2095.75
156.514,2095.7
157.511,2095.74
158.508,2095.82
159.505,2095.88
160.502,2095.86
161.498,2095.77
162.495,2095.6
163.492,2095.41
164.489,2095.24
165.486,2095.13
166.483,2095.07
167.48,2095.04
168.477,2095
169.474,2094.92
170.471,2094.79
171.468,2094.64
172.464,2094.51
173.461,2094.42
174.458,2094.41
175.455,2094.46
176.452,2094.52
177.449,2094.56
178.446,2094.53
179.443,2094.42
180.44,2094.25
181.437,2094.05
182.433,2093.87
183.43,2093.77
184.427,2093.73
185.424,2093.75
186.421,2093.78
187.418,2093.78
188.415,2093.73
189.412,2093.64
190.409,2093.52
191.406,2093.4
192.402,2093.31
193.399,2093.26
194.396,2093.24
195.393,2093.23
196.39,2093.2
197.387,2093.13
198.384,2093.03
199.381,2092.91
200.378,2092.8
201.375,2092.73
202.372,2092.7
203.368,2092.69
204.365,2092.69
205.362,2092.67
206.359,2092.61
207.356,2092.51
208.353,2092.39
209.35,2092.26
210.347,2092.17
211.344,2092.12
212.341,2092.11
213.337,2092.11
214.334,2092.11
215.331,2092.07
216.328,2091.99
217.325,2091.88
218.322,2091.76
219.319,2091.65
220.316,2091.58
221.313,2091.55
222.31,2091.55
223.307,2091.55
224.303,2091.54
225.3,2091.49
226.297,2091.4
227.294,2091.3
228.291,2091.19
229.288,2091.1
230.285,2091.05
231.282,2091.03
232.279,2091.02
233.276,2091
234.272,2090.96
235.269,2090.9
236.266,2090.8
237.263,2090.7
238.26,2090.6
239.257,2090.53
240.254,2090.49
241.251,2090.48
242.248,2090.47
243.245,2090.45
244.242,2090.4
245.238,2090.33
246.235,2090.23
247.232,2090.14
248.229,2090.06
249.226,2090.01
250.223,2089.99
251.22,2089.98
252.217,2089.98
253.214,2089.95
254.211,2089.89
255.207,2089.81
256.204,2089.72
257.201,2089.63
258.198,2089.56
259.195,2089.51
260.192,2089.48
261.189,2089.47
262.186,2089.46
263.183,2089.43
264.18,2089.37
265.177,2089.3
266.173,2089.21
267.17,2089.13
268.167,2089.06
269.164,2089.02
270.161,2089
271.158,2088.98
272.155,2088.96
273.152,2088.92
274.149,2088.86
275.146,2088.79
276.142,2088.71
277.139,2088.65
278.136,2088.6
279.133,2088.57
280.13,2088.55
281.127,2088.54
282.124,2088.52
283.121,2088.48
284.118,2088.42
285.115,2088.35
286.112,2088.27
287.108,2088.2
288.105,2088.14
289.102,2088.11
290.099,2088.08
291.096,2088.06
292.093,2088.03
293.09,2087.99
294.087,2087.93
295.084,2087.86
296.081,2087.78
297.077,2087.72
298.074,2087.67
299.071,2087.64
300.068,2087.62
301.065,2087.61
302.062,2087.58
303.059,2087.55
304.056,2087.5
305.053,2087.43
306.05,2087.37
307.046,2087.31
308.043,2087.27
309.04,2087.24
310.037,2087.22
311.034,2087.2
312.031,2087.17
313.028,2087.13
314.025,2087.07
315.022,2087
316.019,2086.93
317.016,2086.87
318.012,2086.82
319.009,2086.79
320.006,2086.77
321.003,2086.76
322,2086.74
322.997,2086.72
323.994,2086.67
324.991,2086.61
325.988,2086.54
326.985,2086.47
327.981,2086.41
328.978,2086.36
329.975,2086.33
330.972,2086.31
331.969,2086.28
332.966,2086.26
333.963,2086.23
334.96,2086.19
335.957,2086.14
336.954,2086.1
337.95,2086.06
337.95,2086.06
338.947,2086.03
339.944,2086.01
340.941,2085.99
341.938,2085.96
342.935,2085.93
343.932,2085.88
344.929,2085.82
345.926,2085.75
346.923,2085.69
347.92,2085.62
348.916,2085.57
349.913,2085.54
350.91,2085.51
351.907,2085.49
352.904,2085.47
353.901,2085.44
354.898,2085.41
355.895,2085.37
356.892,2085.33
357.889,2085.3
358.885,2085.26
359.882,2085.24
360.879,2085.22
361.876,2085.2
362.873,2085.18
363.87,2085.15
364.867,2085.11
365.864,2085.06
366.861,2085
367.858,2084.94
368.855,2084.89
369.851,2084.85
370.848,2084.82
371.845,2084.79
372.842,2084.77
373.839,2084.74
374.836,2084.71
375.833,2084.67
376.83,2084.62
377.827,2084.57
378.824,2084.53
379.82,2084.48
380.817,2084.45
381.814,2084.41
382.811,2084.39
383.808,2084.36
384.805,2084.33
385.802,2084.29
386.799,2084.25
387.796,2084.21
388.793,2084.17
389.79,2084.13
390.786,2084.1
391.783,2084.07
392.78,2084.05
393.777,2084.03
394.774,2084
395.771,2083.98
396.768,2083.94
397.765,2083.9
398.762,2083.86
399.759,2083.82
400.755,2083.78
401.752,2083.74
402.749,2083.71
403.746,2083.68
404.743,2083.66
405.74,2083.62
406.737,2083.59
407.734,2083.55
408.731,2083.5
409.728,2083.46
410.725,2083.41
411.721,2083.37
412.718,2083.34
413.715,2083.31
414.712,2083.29
415.709,2083.27
416.706,2083.24
417.703,2083.22
418.7,2083.19
419.697,2083.16
420.694,2083.12
421.69,2083.09
422.687,2083.06
423.684,2083.04
424.681,2083.02
425.678,2083
426.675,2082.98
427.672,2082.96
428.669,2082.93
429.666,2082.9
430.663,2082.87
431.659,2082.83
432.656,2082.79
433.653,2082.76
434.65,2082.73
435.647,2082.69
436.644,2082.65
437.641,2082.61
438.638,2082.56
439.635,2082.51
440.632,2082.44
441.629,2082.38
442.625,2082.33
443.622,2082.28
444.619,2082.27
445.616,2082.28
446.613,2082.33
447.61,2082.43
448.607,2082.56
449.604,2082.74
450.601,2082.95
451.598,2083.19
452.594,2083.45
453.591,2083.72
454.588,2083.99
455.585,2084.25
456.582,2084.47
457.579,2084.66
458.576,2084.81
459.573,2084.9
460.57,2084.94
461.567,2084.93
462.564,2084.87
463.56,2084.77
464.557,2084.65
465.554,2084.51
466.551,2084.35
467.548,2084.2
468.545,2084.05
469.542,2083.9
470.539,2083.76
471.536,2083.62
472.533,2083.48
473.529,2083.35
474.526,2083.22
475.523,2083.09
476.52,2082.97
477.517,2082.85
478.514,2082.75
479.511,2082.65
480.508,2082.56
481.505,2082.48
482.502,2082.41
483.499,2082.35
484.495,2082.29
485.492,2082.23
486.489,2082.18
487.486,2082.14
488.483,2082.1
489.48,2082.07
490.477,2082.04
491.474,2082.02
492.471,2082
493.468,2081.98
494.464,2081.96
495.461,2081.94
496.458,2081.92
497.455,2081.9
498.452,2081.87
499.449,2081.84
500.446,2081.81
501.443,2081.79
502.44,2081.76
503.437,2081.73
504.434,2081.71
505.43,2081.68
506.427,2081.64
507.424,2081.61
508.421,2081.57
509.418,2081.52
510.415,2081.48
511.412,2081.44
512.409,2081.4
513.406,2081.36
514.403,2081.32
515.399,2081.29
516.396,2081.25
517.393,2081.22
518.39,2081.18
519.387,2081.14
520.384,2081.1
521.381,2081.06
522.378,2081.03
523.375,2080.99
524.372,2080.96
525.369,2080.93
526.365,2080.9
527.362,2080.87
528.359,2080.84
529.356,2080.8
530.353,2080.77
531.35,2080.74
532.347,2080.7
533.344,2080.67
534.341,2080.64
535.338,2080.61
536.334,2080.58
537.331,2080.56
538.328,2080.53
539.325,2080.51
540.322,2080.48
541.319,2080.46
542.316,2080.43
543.313,2080.4
544.31,2080.37
545.307,2080.34
546.303,2080.31
547.3,2080.28
548.297,2080.25
549.294,2080.23
550.291,2080.2
551.288,2080.18
552.285,2080.15
553.282,2080.12
554.279,2080.09
555.276,2080.06
556.273,2080.03
557.269,2080.01
558.266,2079.98
559.263,2079.95
560.26,2079.93
561.257,2079.91
562.254,2079.88
563.251,2079.86
564.248,2079.83
565.245,2079.8
566.242,2079.78
567.238,2079.75
568.235,2079.72
569.232,2079.69
570.229,2079.66
571.226,2079.64
572.223,2079.61
573.22,2079.59
574.217,2079.56
575.214,2079.54
576.211,2079.52
577.208,2079.49
578.204,2079.47
579.201,2079.44
580.198,2079.42
581.195,2079.39
582.192,2079.36
583.189,2079.34
584.186,2079.32
585.183,2079.29
586.18,2079.27
587.177,2079.24
588.173,2079.22
589.17,2079.19
590.167,2079.17
591.164,2079.14
592.161,2079.12
593.158,2079.09
594.155,2079.07
595.152,2079.05
596.149,2079.03
597.146,2079.01
598.143,2078.98
599.139,2078.96
600.136,2078.94
601.133,2078.92
602.13,2078.89
603.127,2078.86
604.124,2078.84
605.121,2078.81
606.118,2078.79
607.115,2078.76
608.112,2078.74
609.108,2078.71
610.105,2078.69
611.102,2078.66
612.099,2078.63
613.096,2078.61
614.093,2078.58
615.09,2078.56
616.087,2078.54
617.084,2078.53
618.081,2078.53
619.078,2078.55
620.074,2078.58
621.071,2078.62
622.068,2078.69
623.065,2078.76
624.062,2078.85
625.059,2078.95
626.056,2079.05
627.053,2079.15
628.05,2079.25
629.046,2079.34
630.043,2079.41
631.04,2079.47
632.037,2079.51
633.034,2079.52
634.031,2079.52
635.028,2079.49
636.025,2079.45
637.022,2079.39
638.019,2079.31
639.016,2079.22
640.012,2079.13
641.009,2079.04
642.006,2078.94
643.003,2078.84
644,2078.75
644.997,2078.66
645.994,2078.58
646.991,2078.5
647.988,2078.43
648.985,2078.36
649.981,2078.29
650.978,2078.23
651.975,2078.17
652.972,2078.12
653.969,2078.07
654.966,2078.03
655.963,2077.99
656.96,2077.95
657.957,2077.92
658.954,2077.89
659.951,2077.86
660.947,2077.84
661.944,2077.81
662.941,2077.79
663.938,2077.76
664.935,2077.74
665.932,2077.72
666.929,2077.7
667.926,2077.68
668.923,2077.66
669.92,2077.64
670.916,2077.63
671.913,2077.61
672.91,2077.59
673.907,2077.58
674.904,2077.56
675.901,2077.54
676.898,2077.53
677.895,2077.51
678.892,2077.49
679.889,2077.47
680.886,2077.45
681.882,2077.43
682.879,2077.42
683.876,2077.4
684.873,2077.38
685.87,2077.36
686.867,2077.33
687.864,2077.31
688.861,2077.29
689.858,2077.27
690.855,2077.24
691.851,2077.22
692.848,2077.2
