x (mm),Q (W/m2)
0,2235020
0.996904,1849570
1.99381,1136880
2.99071,642093
3.98762,422523
4.98452,342230
5.98142,297274
6.97833,269316
7.97523,250055
8.97214,236307
9.96904,226178
10.9659,218484
11.9628,212308
12.9598,207043
13.9567,202714
14.9536,199302
15.9505,196748
16.9474,195203
17.9443,194529
18.9412,194271
19.9381,193889
20.935,193085
21.9319,191882
22.9288,190511
23.9257,189101
24.9226,187535
25.9195,185746
26.9164,183813
27.9133,181875
28.9102,180049
29.9071,178386
30.904,176789
31.9009,175157
32.8978,173483
33.8947,171816
34.8916,170228
35.8885,168773
36.8855,167432
37.8824,166138
38.8793,164838
39.8762,163532
40.8731,162246
41.87,161018
42.8669,159881
43.8638,158817
44.8607,157778
45.8576,156737
46.8545,155705
47.8514,154712
48.8483,153789
49.8452,152951
50.8421,152175
51.839,151423
52.8359,150665
53.8328,149899
54.8297,149139
55.8266,148406
56.8235,147722
57.8204,147092
58.8173,146500
59.8142,145916
60.8112,145329
61.8081,144741
62.805,144161
63.8019,143606
64.7988,143091
65.7957,142609
66.7926,142139
67.7895,141663
68.7864,141178
69.7833,140691
70.7802,140216
71.7771,139763
72.774,139339
73.7709,138938
74.7678,138543
75.7647,138144
76.7616,137738
77.7585,137329
78.7554,136925
79.7523,136539
80.7492,136177
81.7461,135835
82.743,135499
83.74,135157
84.7369,134808
85.7338,134457
86.7307,134112
87.7276,133780
88.7245,133468
89.7214,133170
90.7183,132879
91.7152,132585
92.7121,132286
93.709,131985
94.7059,131688
95.7028,131402
96.6997,131132
97.6966,130874
98.6935,130624
99.6904,130373
100.687,130118
101.684,129860
102.681,129602
103.678,129350
104.675,129108
105.672,128878
106.669,128655
107.666,128433
108.663,128207
109.659,127976
110.656,127743
111.653,127513
112.65,127291
113.647,127080
114.644,126877
115.641,126679
116.638,126479
117.635,126275
118.632,126069
119.628,125864
120.625,125663
121.622,125470
122.619,125286
123.616,125106
124.613,124927
125.61,124745
126.607,124560
127.604,124373
128.601,124187
129.598,124007
130.594,123834
131.591,123670
132.588,123509
133.585,123348
134.582,123184
135.579,123017
136.576,122849
137.573,122682
138.57,122521
139.567,122366
140.563,122215
141.56,122066
142.557,121916
143.554,121764
144.551,121609
145.548,121455
146.545,121304
147.542,121159
148.539,121020
149.536,120885
150.533,120752
151.529,120617
152.526,120480
153.523,120341
154.52,120202
155.517,120066
156.514,119935
157.511,119811
158.508,119690
159.505,119570
160.502,119448
161.498,119323
162.495,119195
163.492,119067
164.489,118940
165.486,118817
166.483,118698
167.48,118582
168.477,118466
169.474,118350
170.471,118232
171.468,118114
172.464,117996
173.461,117882
174.458,117772
175.455,117666
176.452,117563
177.449,117460
178.446,117355
179.443,117246
180.44,117135
181.437,117023
182.433,116912
183.43,116804
184.427,116701
185.424,116602
186.421,116505
187.418,116408
188.415,116309
189.412,116209
190.409,116106
191.406,116003
192.402,115901
193.399,115802
194.396,115705
195.393,115610
196.39,115514
197.387,115418
198.384,115320
199.381,115222
200.378,115125
201.375,115029
202.372,114937
203.368,114846
204.365,114757
205.362,114668
206.359,114578
207.356,114485
208.353,114392
209.35,114300
210.347,114209
211.344,114120
212.341,114034
213.337,113950
214.334,113866
215.331,113781
216.328,113695
217.325,113607
218.322,113519
219.319,113432
220.316,113347
221.313,113265
222.31,113184
223.307,113105
224.303,113026
225.3,112945
226.297,112864
227.294,112781
228.291,112698
229.288,112616
230.285,112537
231.282,112459
232.279,112383
233.276,112307
234.272,112231
235.269,112154
236.266,112076
237.263,111997
238.26,111919
239.257,111842
240.254,111768
241.251,111694
242.248,111622
243.245,111550
244.242,111478
245.238,111404
246.235,111330
247.232,111255
248.229,111182
249.226,111110
250.223,111039
251.22,110971
252.217,110902
253.214,110834
254.211,110764
255.207,110694
256.204,110622
257.201,110552
258.198,110482
259.195,110413
260.192,110346
261.189,110280
262.186,110215
263.183,110149
264.18,110083
265.177,110016
266.173,109948
267.17,109881
268.167,109814
269.164,109749
270.161,109685
271.158,109622
272.155,109560
273.152,109496
274.149,109433
275.146,109368
276.142,109304
277.139,109240
278.136,109177
279.133,109115
280.13,109055
281.127,108995
282.124,108935
283.121,108874
284.118,108813
285.115,108752
286.112,108690
287.108,108628
288.105,108568
289.102,108508
290.099,108450
291.096,108392
292.093,108334
293.09,108276
294.087,108217
295.084,108158
296.081,108098
297.077,108040
298.074,107982
299.071,107925
300.068,107869
301.065,107814
302.062,107759
303.059,107703
304.056,107647
305.053,107590
306.05,107534
307.046,107478
308.043,107422
309.04,107368
310.037,107314
311.034,107261
312.031,107207
313.028,107153
314.025,107099
315.022,107044
316.019,106990
317.016,106935
318.012,106882
319.009,106829
320.006,106778
321.003,106727
322,106676
322.997,106624
323.994,106573
324.991,106520
325.988,106468
326.985,106415
327.981,106363
328.978,106312
329.975,106261
330.972,106211
331.969,106162
332.966,106112
333.963,106063
334.96,106013
335.957,105964
336.954,105914
337.95,105865
337.95,105865
338.947,105816
339.944,105768
340.941,105720
341.938,105672
342.935,105624
343.932,105576
344.929,105527
345.926,105478
346.923,105429
347.92,105380
348.916,105332
349.913,105285
350.91,105238
351.907,105192
352.904,105146
353.901,105100
354.898,105054
355.895,105008
356.892,104962
357.889,104916
358.885,104870
359.882,104825
360.879,104780
361.876,104736
362.873,104691
363.87,104647
364.867,104602
365.864,104557
366.861,104511
367.858,104466
368.855,104421
369.851,104376
370.848,104332
371.845,104289
372.842,104246
373.839,104203
374.836,104160
