x (mm),P (Pa)
0,2326.89
0.996904,3817.51
1.99381,3507.87
2.99071,2965.75
3.98762,2497.81
4.98452,2200.7
5.98142,2030.42
6.97833,1924.61
7.97523,1859.95
8.97214,1842.08
9.96904,1844.22
10.9659,1854.14
11.9628,1875.45
12.9598,1903.93
13.9567,1933.8
14.9536,1956.31
15.9505,1968.38
16.9474,1976.84
17.9443,1986.4
18.9412,1995.14
19.9381,2004.27
20.935,2017.17
21.9319,2030.75
22.9288,2042
23.9257,2050.56
24.9226,2057.41
25.9195,2063.46
26.9164,2069.23
27.9133,2074.65
28.9102,2079.12
29.9071,2081.14
30.904,2080.57
31.9009,2079.68
32.8978,2080.43
33.8947,2083.2
34.8916,2086.39
35.8885,2090.87
36.8855,2098.74
37.8824,2107.72
38.8793,2115.06
39.8762,2120.12
40.8731,2123.12
41.87,2124.63
42.8669,2125.36
43.8638,2125.51
44.8607,2124.78
45.8576,2123.41
46.8545,2122.18
47.8514,2121.45
48.8483,2120.22
49.8452,2118.83
50.8421,2119.32
51.839,2121.88
52.8359,2124.52
53.8328,2125.39
54.8297,2124.47
55.8266,2122.69
56.8235,2120.8
57.8204,2119.05
58.8173,2117.33
59.8142,2115.44
60.8112,2113.4
61.8081,2111.78
62.805,2110.6
63.8019,2109.61
64.7988,2109.43
65.7957,2110.48
66.7926,2112.21
67.7895,2113.53
68.7864,2113.76
69.7833,2113.1
70.7802,2112.09
71.7771,2111.12
72.774,2110.23
73.7709,2109.28
74.7678,2108.17
75.7647,2107
76.7616,2105.88
77.7585,2104.88
78.7554,2104.22
79.7523,2104.17
80.7492,2104.82
81.7461,2105.76
82.743,2106.28
83.74,2106.07
84.7369,2105.26
85.7338,2104.21
86.7307,2103.21
87.7276,2102.34
88.7245,2101.52
89.7214,2100.69
90.7183,2099.83
91.7152,2099.02
92.7121,2098.29
93.709,2097.82
94.7059,2097.79
95.7028,2098.24
96.6997,2098.98
97.6966,2099.63
98.6935,2099.87
99.6904,2099.63
100.687,2099.09
101.684,2098.48
102.681,2097.92
103.678,2097.45
104.675,2096.98
105.672,2096.48
106.669,2095.95
107.666,2095.43
108.663,2094.97
109.659,2094.71
110.656,2094.79
111.653,2095.21
112.65,2095.77
113.647,2096.21
114.644,2096.34
115.641,2096.12
116.638,2095.66
117.635,2095.09
118.632,2094.53
119.628,2094
120.625,2093.51
121.622,2093.01
122.619,2092.53
123.616,2092.08
124.613,2091.72
125.61,2091.52
126.607,2091.55
127.604,2091.85
128.601,2092.29
129.598,2092.72
130.594,2092.97
131.591,2092.97
132.588,2092.75
133.585,2092.4
134.582,2092.01
135.579,2091.64
136.576,2091.3
137.573,2090.96
138.57,2090.63
139.567,2090.29
140.563,2089.97
141.56,2089.71
142.557,2089.59
143.554,2089.69
144.551,2089.98
145.548,2090.37
146.545,2090.74
147.542,2090.95
148.539,2090.95
149.536,2090.76
150.533,2090.44
151.529,2090.08
152.526,2089.71
153.523,2089.36
154.52,2089.02
155.517,2088.69
156.514,2088.36
157.511,2088.05
158.508,2087.8
159.505,2087.66
160.502,2087.7
161.498,2087.91
162.495,2088.23
163.492,2088.55
164.489,2088.77
165.486,2088.83
166.483,2088.72
167.48,2088.49
168.477,2088.2
169.474,2087.9
170.471,2087.61
171.468,2087.35
172.464,2087.1
173.461,2086.85
174.458,2086.61
175.455,2086.38
176.452,2086.22
177.449,2086.19
178.446,2086.3
179.443,2086.54
180.44,2086.84
181.437,2087.1
182.433,2087.26
183.43,2087.28
184.427,2087.16
185.424,2086.96
186.421,2086.71
187.418,2086.45
188.415,2086.19
189.412,2085.95
190.409,2085.71
191.406,2085.48
192.402,2085.25
193.399,2085.05
194.396,2084.93
195.393,2084.92
196.39,2085.05
197.387,2085.28
198.384,2085.55
199.381,2085.78
200.378,2085.93
201.375,2085.96
202.372,2085.87
203.368,2085.71
203.368,2085.71
204.365,2085.49
205.362,2085.26
206.359,2085.03
207.356,2084.82
208.353,2084.61
209.35,2084.41
210.347,2084.22
211.344,2084.05
212.341,2083.93
213.337,2083.9
214.334,2083.98
215.331,2084.15
216.328,2084.37
217.325,2084.59
218.322,2084.75
219.319,2084.83
220.316,2084.81
221.313,2084.71
222.31,2084.56
223.307,2084.39
224.303,2084.19
225.3,2084
226.297,2083.81
227.294,2083.62
228.291,2083.43
229.288,2083.25
230.285,2083.1
231.282,2083.03
232.279,2083.04
233.276,2083.14
234.272,2083.31
235.269,2083.5
236.266,2083.68
