x (mm),P (Pa)
0,2030.98
0.0994522,2929.91
0.199899,2757.57
0.30135,2732.12
0.403816,2721
0.507306,2692.23
0.611831,2657.29
0.717402,2621.22
0.824028,2588.29
0.931721,2559.02
1.04049,2532.92
1.15035,2509.58
1.2613,2488.64
1.37337,2469.76
1.48655,2452.67
1.60087,2437.11
1.71633,2422.87
1.83295,2409.76
1.95073,2397.67
2.06969,2386.47
2.18984,2376.07
2.31119,2366.4
2.43375,2357.42
2.55754,2349.06
2.68257,2341.27
2.80885,2333.95
2.93639,2327.02
3.0652,2320.4
3.19531,2314.05
3.32671,2307.96
3.45943,2302.11
3.59348,2296.5
3.72887,2291.1
3.86561,2285.92
4.00372,2280.93
4.14321,2276.15
4.28409,2271.55
4.42638,2267.12
4.5701,2262.83
4.71525,2258.65
4.86186,2254.59
5.00993,2250.64
5.15948,2246.84
5.31053,2243.2
5.46308,2239.71
5.61717,2236.34
5.77279,2233.05
5.92997,2229.82
6.08872,2226.66
6.24906,2223.59
6.411,2220.6
6.57457,2217.7
6.73976,2214.87
6.90661,2212.1
7.07513,2209.4
7.24534,2206.76
7.41724,2204.2
7.59087,2201.71
7.76623,2199.28
7.94334,2196.89
8.12223,2194.55
8.3029,2192.28
8.48538,2190.1
8.66969,2188
8.85584,2185.96
9.04385,2183.94
9.23374,2181.91
9.42553,2179.88
9.61924,2177.89
9.81488,2175.97
10.0125,2174.15
10.2121,2172.42
10.4136,2170.75
10.6172,2169.1
10.8228,2167.44
11.0305,2165.79
11.2403,2164.16
11.4521,2162.61
11.6661,2161.17
11.8822,2159.83
12.1005,2158.58
12.321,2157.36
12.5436,2156.16
12.7685,2154.96
12.9956,2153.78
13.2251,2152.66
13.4568,2151.61
13.6908,2150.64
13.9271,2149.72
14.1659,2148.85
14.407,2148.03
14.6505,2147.25
14.8964,2146.52
15.1449,2145.85
15.3958,2145.23
15.6492,2144.66
15.9051,2144.14
16.1636,2143.66
16.4247,2143.23
16.6884,2142.85
16.9547,2142.52
17.2237,2142.24
17.4954,2141.99
17.7698,2141.77
18.047,2141.56
18.3269,2141.38
18.6096,2141.24
18.8952,2141.15
19.1836,2141.09
19.4749,2141.08
19.7691,2141.08
20.0662,2141.11
