x (mm),Q (W/m2)
0,6.19E+06
0.0994522,4.66E+06
0.199899,2.69E+06
0.30135,2.03E+06
0.403816,1.67E+06
0.507306,1.43E+06
0.611831,1.26E+06
0.717402,1.13E+06
0.824028,1.04E+06
0.931721,9.57E+05
1.04049,8.92E+05
1.15035,8.37E+05
1.2613,7.91E+05
1.37337,7.50E+05
1.48655,7.15E+05
1.60087,6.83E+05
1.71633,6.55E+05
1.83295,6.30E+05
1.95073,6.07E+05
2.06969,5.86E+05
2.18984,5.66E+05
2.31119,5.49E+05
2.43375,5.32E+05
2.55754,5.17E+05
2.68257,5.03E+05
2.80885,4.90E+05
2.93639,4.77E+05
3.0652,4.65E+05
3.19531,4.54E+05
3.32671,4.44E+05
3.45943,4.34E+05
3.59348,4.25E+05
3.72887,4.16E+05
3.86561,4.07E+05
4.00372,3.99E+05
4.14321,3.92E+05
4.28409,3.84E+05
4.42638,3.77E+05
4.5701,3.71E+05
4.71525,3.64E+05
4.86186,3.58E+05
5.00993,3.52E+05
5.15948,3.46E+05
5.31053,3.41E+05
5.46308,3.35E+05
5.61717,3.30E+05
5.77279,3.25E+05
5.92997,3.20E+05
6.08872,3.16E+05
6.24906,3.11E+05
6.411,3.07E+05
6.57457,3.03E+05
6.73976,2.99E+05
6.90661,2.95E+05
7.07513,2.91E+05
7.24534,2.87E+05
7.41724,2.84E+05
7.59087,2.80E+05
7.76623,2.77E+05
7.94334,2.74E+05
8.12223,2.71E+05
8.3029,2.68E+05
8.48538,2.65E+05
8.66969,2.62E+05
8.85584,2.59E+05
9.04385,2.56E+05
9.23374,2.54E+05
9.42553,2.51E+05
9.61924,2.49E+05
9.81488,2.46E+05
10.0125,2.44E+05
10.2121,2.42E+05
10.4136,2.39E+05
10.6172,2.37E+05
10.8228,2.35E+05
11.0305,2.33E+05
11.2403,2.31E+05
11.4521,2.29E+05
11.6661,2.28E+05
11.8822,2.26E+05
12.1005,2.24E+05
12.321,2.23E+05
12.5436,2.21E+05
12.7685,2.20E+05
12.9956,2.18E+05
13.2251,2.17E+05
13.4568,2.15E+05
13.6908,2.14E+05
13.9271,2.13E+05
14.1659,2.12E+05
14.407,2.10E+05
14.6505,2.09E+05
14.8964,2.08E+05
15.1449,2.07E+05
15.3958,2.06E+05
15.6492,2.05E+05
15.9051,2.04E+05
16.1636,2.03E+05
16.4247,2.03E+05
16.6884,2.02E+05
16.9547,2.01E+05
17.2237,2.00E+05
17.4954,2.00E+05
17.7698,1.99E+05
18.047,1.98E+05
18.3269,1.97E+05
18.6096,1.97E+05
18.8952,1.96E+05
19.1836,1.96E+05
19.4749,1.95E+05
19.7691,1.94E+05
20.0662,1.94E+05
20.3663,1.93E+05
20.6695,1.93E+05
20.9756,1.92E+05
21.2848,1.92E+05
21.5971,1.91E+05
21.9125,1.91E+05
22.2311,1.90E+05
22.5529,1.89E+05
22.8779,1.89E+05
23.2061,1.88E+05
23.5376,1.88E+05
23.8724,1.87E+05
24.2106,1.87E+05
24.5522,1.86E+05
24.8971,1.86E+05
25.2456,1.85E+05
25.5975,1.85E+05
25.9529,1.84E+05
26.3119,1.84E+05
26.6744,1.83E+05
27.0406,1.83E+05
27.4105,1.82E+05
27.7841,1.81E+05
28.1613,1.81E+05
28.5424,1.80E+05
28.9273,1.79E+05
29.316,1.79E+05
29.701,1.78E+05
30.086,1.78E+05
30.471,1.77E+05
30.8559,1.76E+05
31.2409,1.76E+05
31.6259,1.75E+05
32.0109,1.75E+05
32.3959,1.74E+05
32.7808,1.73E+05
33.1658,1.73E+05
33.5508,1.72E+05
33.9358,1.72E+05
34.3207,1.71E+05
34.7057,1.71E+05
35.0907,1.70E+05
35.4757,1.69E+05
35.8607,1.69E+05
36.2456,1.68E+05
36.6306,1.68E+05
37.0156,1.67E+05
37.4006,1.67E+05
37.7856,1.66E+05
38.1705,1.66E+05
38.5555,1.65E+05
38.9405,1.65E+05
39.3255,1.64E+05
39.7105,1.64E+05
40.0954,1.64E+05
40.4804,1.63E+05
40.8654,1.63E+05
41.2504,1.62E+05
41.6354,1.62E+05
42.0203,1.61E+05
42.4053,1.61E+05
42.7903,1.61E+05
43.1753,1.60E+05
43.5603,1.60E+05
43.9452,1.59E+05
44.3302,1.59E+05
44.7152,1.59E+05
45.1002,1.58E+05
45.4852,1.58E+05
45.8701,1.57E+05
46.2551,1.57E+05
46.6401,1.57E+05
47.0251,1.56E+05
47.4101,1.56E+05
47.795,1.56E+05
48.18,1.55E+05
48.565,1.55E+05
48.95,1.55E+05
49.335,1.54E+05
49.7199,1.54E+05
50.1049,1.54E+05
50.4899,1.53E+05
50.8749,1.53E+05
51.2599,1.53E+05
51.6448,1.52E+05
52.0298,1.52E+05
52.4148,1.52E+05
52.7998,1.52E+05
53.1848,1.51E+05
53.5697,1.51E+05
53.9547,1.51E+05
54.3397,1.50E+05
54.7247,1.50E+05
55.1097,1.50E+05
55.4946,1.50E+05
55.8796,1.49E+05
56.2646,1.49E+05
56.6496,1.49E+05
57.0346,1.49E+05
57.4195,1.48E+05
57.8045,1.48E+05
58.1895,1.48E+05
58.5745,1.48E+05
58.9595,1.47E+05
59.3444,1.47E+05
59.7294,1.47E+05
60.1144,1.47E+05
60.4994,1.46E+05
60.8843,1.46E+05
61.2693,1.46E+05
61.6543,1.46E+05
62.0393,1.46E+05
62.4243,1.45E+05
62.8092,1.45E+05
63.1942,1.45E+05
63.5792,1.45E+05
63.9642,1.45E+05
64.3492,1.44E+05
64.7341,1.44E+05
65.1191,1.44E+05
65.5041,1.44E+05
65.8891,1.44E+05
66.2741,1.43E+05
66.659,1.43E+05
67.044,1.43E+05
67.429,1.43E+05
67.814,1.43E+05
68.199,1.42E+05
68.5839,1.42E+05
68.9689,1.42E+05
69.3539,1.42E+05
69.7389,1.42E+05
70.1239,1.42E+05
70.5088,1.41E+05
70.8938,1.41E+05
71.2788,1.41E+05
71.6638,1.41E+05
72.0488,1.41E+05
72.4337,1.41E+05
72.8187,1.40E+05
73.2037,1.40E+05
73.5887,1.40E+05
73.9737,1.40E+05
74.3586,1.40E+05
74.7436,1.40E+05
75.1286,1.39E+05
75.5136,1.39E+05
75.8986,1.39E+05
76.2835,1.39E+05
76.6685,1.39E+05
77.0535,1.39E+05
77.4385,1.39E+05
77.8235,1.38E+05
78.2084,1.38E+05
78.5934,1.38E+05
78.9784,1.38E+05
79.3634,1.38E+05
79.7484,1.38E+05
80.1333,1.38E+05
80.5183,1.37E+05
80.9033,1.37E+05
81.2883,1.37E+05
81.6732,1.37E+05
82.0582,1.37E+05
82.4432,1.37E+05
82.8282,1.37E+05
83.2132,1.36E+05
83.5982,1.36E+05
83.9831,1.36E+05
84.3681,1.36E+05
84.7531,1.36E+05
85.1381,1.36E+05
85.523,1.36E+05
85.908,1.36E+05
86.293,1.35E+05
86.678,1.35E+05
87.063,1.35E+05
87.4479,1.35E+05
87.8329,1.35E+05
88.2179,1.35E+05
88.6029,1.35E+05
88.9879,1.35E+05
89.3728,1.34E+05
89.7578,1.34E+05
90.1428,1.34E+05
90.5278,1.34E+05
90.9128,1.34E+05
91.2977,1.34E+05
91.6827,1.34E+05
92.0677,1.34E+05
92.4527,1.34E+05
92.8377,1.33E+05
93.2226,1.33E+05
93.6076,1.33E+05
93.9926,1.33E+05
94.3776,1.33E+05
94.7626,1.33E+05
95.1475,1.33E+05
95.5325,1.33E+05
95.9175,1.33E+05
96.3025,1.32E+05
96.6875,1.32E+05
97.0724,1.32E+05
97.4574,1.32E+05
97.8424,1.32E+05
98.2274,1.32E+05
98.6124,1.32E+05
98.9973,1.32E+05
99.3823,1.32E+05
99.7673,1.32E+05
100.152,1.31E+05
100.537,1.31E+05
100.922,1.31E+05
