x, heatflux
5.079999999999999793e-02,0.000000000000000000e+00
5.080000227999999923e-02,0.000000000000000000e+00
5.080000635999999681e-02,6.473445134000000000e+09
5.080001287000000115e-02,4.330379472000000000e+09
5.080002247000000443e-02,3.221033991000000000e+09
5.080003480999999849e-02,2.502232416000000000e+09
5.080005006999999823e-02,1.934629539000000000e+09
5.080006909000000376e-02,1.529483806000000000e+09
5.080009148999999752e-02,1.232960339000000000e+09
5.080011748999999771e-02,1.009450830000000000e+09
5.080014812999999324e-02,8.146728868999999762e+08
5.080018294000000073e-02,6.718296830000000000e+08
5.080022219000000089e-02,5.648698397999999523e+08
5.080026716999999636e-02,4.827339163000000119e+08
5.080031727999999996e-02,4.161948381999999881e+08
5.080037286999999901e-02,3.637186998000000119e+08
5.080043550999999852e-02,3.188851825000000000e+08
5.080050445999999970e-02,2.830591986000000238e+08
5.080058012000000095e-02,2.522835914000000060e+08
5.080066443999999709e-02,2.260073820999999940e+08
5.080075648999999444e-02,2.035515648000000119e+08
5.080085675999999884e-02,1.842487950000000000e+08
5.080096760999999739e-02,1.672445690999999940e+08
5.080108791000000068e-02,1.525345340999999940e+08
5.080121824999999508e-02,1.393232841999999881e+08
5.080136148999999518e-02,1.281025700999999940e+08
5.080151624999999782e-02,1.178943870999999940e+08
5.080168322999999847e-02,1.087092059000000060e+08
5.080186590999999363e-02,1.005529904000000060e+08
5.080206259999999613e-02,9.311245537999999523e+07
5.080227413999999914e-02,8.640501382999999821e+07
5.080250473000000322e-02,8.032205162999999523e+07
5.080275232999999918e-02,7.402037121999999881e+07
5.080301792999999955e-02,7.003778785999999940e+07
5.080330663000000302e-02,6.584637520000000298e+07
5.080361591999999621e-02,6.200124742999999970e+07
5.080394701000000290e-02,5.843650965999999642e+07
5.080430602999999601e-02,5.520058914999999851e+07
5.080468994999999544e-02,5.221480021999999881e+07
5.080510024000000485e-02,4.946860939999999851e+07
5.080554430999999899e-02,4.710216763000000268e+07
5.080601846999999865e-02,4.445452863000000268e+07
5.080652446999999600e-02,4.215866289999999851e+07
5.080707123000000047e-02,4.000215911999999732e+07
5.080765430999999860e-02,3.805864596999999881e+07
5.080827580999999760e-02,3.600083968999999762e+07
5.080894651000000123e-02,3.428704734000000358e+07
5.080966099999999902e-02,3.247058746999999881e+07
5.081042179999999825e-02,3.055819425000000000e+07
5.081124179999999685e-02,2.890203282999999821e+07
5.081211456999999709e-02,2.733850033999999985e+07
5.081304318000000320e-02,2.587939701000000164e+07
5.081404325999999694e-02,2.450796526000000164e+07
5.081510698999999742e-02,2.321684735999999940e+07
5.081623803000000217e-02,2.201074958999999985e+07
5.081745507000000328e-02,2.087457603999999911e+07
5.081874878999999984e-02,1.980138550000000000e+07
5.082012366000000086e-02,1.879552051999999955e+07
5.082160225000000031e-02,1.784641289999999851e+07
5.082317324000000525e-02,1.695101075000000000e+07
5.082484185999999737e-02,1.611383068999999948e+07
5.082663504999999915e-02,1.532445694999999925e+07
5.082853948999999788e-02,1.457329082000000030e+07
5.083056177999999842e-02,1.386323758000000007e+07
5.083273475999999791e-02,1.319057414000000060e+07
5.083504221000000045e-02,1.255571990000000037e+07
5.083749187000000114e-02,1.196254217999999970e+07
5.084012283000000076e-02,1.140067792999999970e+07
5.084291595999999858e-02,1.086454523000000045e+07
5.084588091999999587e-02,1.035419980000000075e+07
5.084906516000000515e-02,9.866015940999999642e+06
5.085244525000000293e-02,9.406429153999999166e+06
5.085603218999999731e-02,8.978719251000000164e+06
5.085988182000000107e-02,8.576434176000000909e+06
5.086396735999999807e-02,8.193535194000000134e+06
5.086830338000000035e-02,7.823307127999999560e+06
5.087295892000000264e-02,7.464203117999999784e+06
5.087790085000000462e-02,7.123691610000000335e+06
5.088314567999999843e-02,6.807415648000000045e+06
5.088877431000000257e-02,6.514864251000000164e+06
5.089474835999999863e-02,6.242497347000000067e+06
5.090108907999999627e-02,5.975713559999999590e+06
5.090789530999999951e-02,5.712742336000000127e+06
5.091511893999999677e-02,5.453735480000000447e+06
5.092278256000000447e-02,5.208035661000000313e+06
5.093099816000000446e-02,4.983462570000000298e+06
5.093971248999999701e-02,4.781521407999999821e+06
5.094895686000000534e-02,4.594596790000000037e+06
5.095887174000000158e-02,4.410060265999999829e+06
5.096938907999999657e-02,4.218784799999999814e+06
5.098054135000000542e-02,4.022481875000000000e+06
5.099248606999999545e-02,3.833672729999999981e+06
5.100514419000000410e-02,3.665062334999999963e+06
5.101855621000000313e-02,3.519882983000000007e+06
5.103291316999999938e-02,3.391720131000000052e+06
5.104811251000000022e-02,3.270560637999999803e+06
5.106419204000000461e-02,3.142150089999999851e+06
5.108135735999999594e-02,2.996981280999999959e+06
5.109949086000000612e-02,2.845222425999999978e+06
5.111863834999999523e-02,2.704972626000000164e+06
5.113904930000000293e-02,2.588083535999999847e+06
5.116057096999999942e-02,2.492498810000000056e+06
5.118324345999999969e-02,2.413058873000000138e+06
5.120733933999999793e-02,2.339223862999999896e+06
5.123267631000000266e-02,2.254080169000000227e+06
5.125929272999999592e-02,2.152094910999999847e+06
5.128749641000000109e-02,2.043479692000000039e+06
5.131706622999999967e-02,1.942532799000000115e+06
5.134803714000000380e-02,1.856475871000000043e+06
5.138075101999999700e-02,1.785498939999999944e+06
5.141495358000000571e-02,1.729653716000000015e+06
5.145067207999999559e-02,1.683740739000000060e+06
5.148826955000000011e-02,1.634751286000000080e+06
5.152745767999999948e-02,1.575323763999999966e+06
5.156826549000000093e-02,1.509172060000000056e+06
5.161109917999999464e-02,1.443493469999999972e+06
5.165563790000000238e-02,1.383320344999999972e+06
5.170190360000000152e-02,1.329846979999999981e+06
5.175031453999999476e-02,1.282635862999999896e+06
5.180053134999999809e-02,1.242351242000000086e+06
5.185258859999999914e-02,1.207675020999999950e+06
5.190696880000000152e-02,1.174433135000000009e+06
5.196329520999999618e-02,1.141233692000000039e+06
5.202159073999999828e-02,1.106899435999999987e+06
5.208233251000000258e-02,1.076023509000000078e+06
5.214513209999999815e-02,1.031866716000000015e+06
5.221002772999999708e-02,9.947801328999999678e+05
5.227755732000000100e-02,9.608708268000000389e+05
5.234730132999999841e-02,9.389238381999999983e+05
5.241929516999999789e-02,9.021404433999999892e+05
5.249408905999999875e-02,8.756521372999999439e+05
5.257125168000000015e-02,8.512113821000000462e+05
5.265083681000000404e-02,8.270391898999999976e+05
5.273347605999999937e-02,8.031792160000000149e+05
5.281869103999999732e-02,7.784504616999999853e+05
5.290652771999999893e-02,7.532511811999999918e+05
5.299762426000000082e-02,7.256522931999999564e+05
5.309148656999999882e-02,7.027992637000000104e+05
5.318817829999999969e-02,6.792669235999999801e+05
5.328841397000000368e-02,6.574534549000000115e+05
5.339165597000000013e-02,6.379014065000000410e+05
