x, heatflux
0.000000000000000000e+00,0.000000000000000000e+00
1.500000003318291472e-09,0.000000000000000000e+00
3.850000005911624652e-09,3.976112179000000000e+09
7.620000005204019624e-09,2.425368345000000000e+09
1.287000000615989865e-08,1.707634353000000000e+09
1.967000000036023396e-08,1.295833453000000000e+09
2.807000000615289619e-08,1.029028479000000000e+09
3.818000000421761702e-08,8.426135686000000238e+08
5.007000000034622904e-08,7.055649053999999762e+08
6.384000000281275280e-08,6.010436716000000238e+08
7.959000000568038822e-08,5.190759033000000119e+08
9.744000000466712938e-08,4.533627506999999881e+08
1.174900000009415584e-07,3.997248856000000238e+08
1.398600000044325595e-07,3.552805728000000119e+08
1.646700000037526519e-07,3.179791706999999881e+08
1.920700000042074760e-07,2.863243321000000238e+08
2.221900000023424495e-07,2.592000173000000119e+08
2.551700000026357825e-07,2.357587645000000000e+08
2.911600000032876736e-07,2.153461936999999881e+08
3.303400000049805326e-07,1.974504758000000119e+08
3.728699999996365465e-07,1.816658701999999881e+08
4.189200000013215783e-07,1.676673655000000000e+08
4.686800000044399733e-07,1.551908618000000119e+08
5.223500000042235864e-07,1.440205849000000060e+08
5.801200000021822573e-07,1.339774979000000060e+08
6.422200000031352820e-07,1.249132605999999940e+08
7.088700000039694288e-07,1.167024342999999970e+08
7.803000000023985516e-07,1.092405440000000000e+08
8.567600000048969657e-07,1.024375705999999940e+08
9.385100000045554005e-07,9.621845634999999404e+07
1.025820000002397643e-06,9.051686332999999821e+07
1.118959999999447055e-06,8.527760134999999404e+07
1.218250000000864549e-06,8.045079470999999344e+07
1.323990000003050257e-06,7.599512365999999642e+07
1.436500000004059543e-06,7.187230437999999523e+07
1.556130000004429769e-06,6.805086365999999642e+07
1.683230000004698510e-06,6.450111153000000119e+07
1.818180000000779792e-06,6.119861609000000358e+07
1.961370000003626141e-06,5.811964785000000149e+07
2.113220000005355862e-06,5.524373974000000209e+07
2.274140000004365403e-06,5.255368928999999911e+07
2.444590000003188234e-06,5.003450735999999940e+07
2.625030000004358244e-06,4.767527779999999702e+07
2.815970000000333978e-06,4.546174406000000238e+07
3.017930000005719510e-06,4.338174675000000000e+07
3.231420000005868893e-06,4.142459867999999970e+07
3.457040000000688576e-06,3.958059564000000060e+07
3.695360000001812622e-06,3.784110636999999732e+07
3.947010000004525198e-06,3.619819421999999881e+07
4.212610000003280532e-06,3.464446946000000089e+07
4.492869999999982447e-06,3.317323221999999881e+07
4.788490000002809733e-06,3.177858644999999925e+07
5.100240000004419118e-06,3.045509032999999821e+07
5.428860000002089182e-06,2.919771244000000134e+07
5.775200000002200795e-06,2.800180276000000164e+07
6.140100000003201662e-06,2.686328994999999925e+07
6.524470000002224709e-06,2.577856837999999896e+07
6.929190000001028951e-06,2.474424310000000149e+07
7.355300000000397800e-06,2.375739517999999970e+07
7.803810000005739916e-06,2.281530442999999970e+07
8.275810000000660991e-06,2.191536814999999851e+07
8.772380000003465576e-06,2.105520319000000134e+07
9.294760000003066355e-06,2.023259057000000030e+07
9.844120000003897232e-06,1.944553971999999881e+07
1.042180000000314493e-05,1.869224241000000015e+07
1.102903000000310456e-05,1.797106885999999940e+07
1.166734000000246860e-05,1.728044132000000030e+07
1.233818000000042030e-05,1.661899927999999933e+07
1.304318000000392959e-05,1.598532986999999918e+07
1.378386000000375662e-05,1.537821461999999918e+07
1.456205000000210295e-05,1.479651166000000015e+07
1.537946000000545282e-05,1.423912551999999955e+07
1.623803000000378940e-05,1.370503925999999978e+07
1.713952000000062902e-05,1.319328007000000030e+07
1.808618000000450455e-05,1.270285919999999925e+07
1.908010000000359531e-05,1.223283840000000037e+07
2.012366000000298397e-05,1.178231953999999911e+07
2.121898000000044376e-05,1.135046206000000052e+07
2.236878000000075249e-05,1.093640916999999993e+07
2.357547000000437352e-05,1.053935755000000075e+07
2.484186000000221316e-05,1.015854300000000000e+07
2.617036000000183630e-05,9.793257487999999896e+06
2.756441000000364622e-05,9.442775734999999404e+06
2.902702000000090103e-05,9.106437726999999955e+06
3.056177999999931693e-05,8.783633365000000224e+06
3.217169000000552430e-05,8.473803528000000864e+06
3.386090000000052821e-05,8.176348467000000179e+06
3.563287000000059656e-05,7.890697641999999993e+06
3.749187000000375801e-05,7.616302205000000075e+06
3.944119000000511987e-05,7.352665808000000194e+06
4.148611000000101962e-05,7.099281095999999903e+06
4.363089000000286156e-05,6.855726502000000328e+06
4.588092000000188158e-05,6.621656321000000462e+06
4.824020000000217454e-05,6.396803485999999568e+06
5.071509000000417857e-05,6.180853350999999791e+06
5.331033000000218083e-05,5.973450798000000417e+06
5.603219000000336911e-05,5.774088235999999568e+06
5.888464000000226130e-05,5.582113650999999605e+06
6.187618000000582848e-05,5.396792536000000313e+06
6.501295000000339389e-05,5.217583889000000432e+06
6.830338000000323831e-05,5.044321760999999940e+06
7.175274000000086505e-05,4.877175730000000447e+06
7.537127000000509486e-05,4.716399180999999866e+06
7.916565000000019977e-05,4.562148826999999583e+06
8.314568000000121747e-05,4.414180453999999911e+06
8.731616000000031158e-05,4.271808507000000216e+06
9.169059000000601590e-05,4.134049808000000194e+06
9.627724999999997678e-05,4.000165964000000153e+06
1.010890800000012734e-04,3.869973430999999866e+06
1.061319699999998552e-04,3.743899117999999784e+06
1.114219900000037447e-04,3.622572287000000011e+06
1.169674100000008758e-04,3.506443179000000004e+06
1.227825600000045296e-04,3.395304336000000127e+06
1.288705700000036900e-04,3.288349461999999825e+06
1.352533500000063814e-04,3.184613442999999970e+06
1.419420700000060263e-04,3.083719285000000149e+06
1.489568600000055099e-04,2.985933171000000089e+06
1.563037000000022691e-04,2.891704009000000078e+06
1.640078000000002494e-04,2.800990202000000048e+06
1.720797200000063695e-04,2.713363416999999899e+06
1.805413500000056944e-04,2.628435560000000056e+06
1.893941800000007543e-04,2.546265598999999929e+06
1.986698500000017042e-04,2.467112839999999851e+06
2.083813700000049956e-04,2.391101595999999903e+06
2.185562100000026974e-04,2.317923604999999981e+06
2.291987100000056842e-04,2.247134538000000175e+06
2.403420900000057361e-04,2.178467583000000101e+06
2.519977200000056406e-04,2.112076245000000112e+06
2.641920400000046182e-04,2.048255601000000024e+06
2.769223300000049994e-04,1.987004030999999959e+06
2.902274099999999860e-04,1.927944149999999907e+06
3.041225900000057601e-04,1.870673547000000020e+06
3.186383500000004930e-04,1.815156337999999989e+06
3.337814400000027495e-04,1.761580398999999976e+06
3.495850300000000643e-04,1.710057208000000101e+06
3.660639400000036386e-04,1.660441665999999968e+06
3.832434600000027324e-04,1.612484520999999950e+06
4.011309500000024143e-04,1.566041561999999918e+06
4.197561100000015907e-04,1.521080736000000034e+06
4.391364200000040866e-04,1.477470161000000080e+06
4.592927300000013450e-04,1.434935885000000009e+06
4.802425800000023181e-04,1.393308250999999931e+06
5.020040800000060907e-04,1.352867227999999886e+06
5.245973100000043098e-04,1.314174773999999976e+06
5.480371400000052119e-04,1.277718499000000069e+06
5.723513699999998455e-04,1.243618479999999981e+06
5.975503300000042884e-04,1.211599162999999942e+06
6.236552000000017805e-04,1.181117750999999931e+06
6.506720799999996061e-04,1.151739493999999948e+06
6.786341900000039109e-04,1.123210578999999911e+06
7.075402700000025993e-04,1.095440497999999905e+06
7.374163899999999208e-04,1.068417956999999937e+06
7.682654900000045108e-04,1.042132015000000014e+06
8.001376500000035013e-04,1.016491123000000021e+06
8.330222400000053236e-04,9.915138865000000224e+05
8.669457200000038870e-04,9.673860781000000425e+05
9.019036000000042307e-04,9.443705539000000572e+05
9.379442700000027331e-04,9.224720646999999881e+05
9.750550900000050153e-04,9.013925344000000041e+05
1.013269480000005256e-03,8.808001559999999590e+05
1.052588599999999906e-03,8.606702142000000458e+05
1.093084850000003785e-03,8.412270696999999927e+05
1.134736700000004914e-03,8.227081589000000386e+05
1.177574460000002524e-03,8.049366250000000000e+05
1.221590740000003377e-03,7.876722197999999626e+05
1.266842100000005250e-03,7.707115089999999618e+05
1.313313310000005247e-03,7.541549727000000421e+05
1.361041490000005098e-03,7.382390648000000510e+05
1.410027730000003050e-03,7.230351169999999693e+05
1.460346390000005117e-03,7.083498787000000011e+05
1.511979160000002714e-03,6.939825831999999937e+05
1.564962420000000527e-03,6.799304684000000125e+05
1.619295170000000818e-03,6.663768680999999633e+05
1.675039619999999820e-03,6.534481326999999583e+05
1.732187920000001144e-03,6.410171121000000276e+05
1.790783570000002061e-03,6.288343719999999739e+05
1.850836810000004154e-03,6.168070204999999842e+05
1.912433970000002254e-03,6.050668813000000082e+05
1.975560250000001072e-03,5.938059022999999579e+05
2.040256429999999423e-03,5.830281019000000088e+05
2.106527720000002726e-03,5.725192219999999506e+05
2.174440010000004871e-03,5.620804255999999586e+05
2.243992750000003717e-03,5.517203087000000523e+05
2.315233480000003594e-03,5.416225733000000473e+05
2.388178300000000018e-03,5.319632815999999875e+05
2.462908920000003894e-03,5.227167519999999786e+05
2.539424090000004172e-03,5.136890582999999751e+05
2.617771920000002903e-03,5.047588633999999729e+05
2.697969120000003138e-03,4.960197662000000128e+05
2.780086560000000987e-03,4.876718518000000040e+05
2.864135380000000508e-03,4.797740106999999844e+05
2.950170900000003565e-03,4.721108118999999715e+05
3.038220290000005243e-03,4.643653702000000048e+05
3.128377540000002507e-03,4.564474659000000102e+05
3.220647790000000839e-03,4.485765045999999857e+05
3.315085910000000434e-03,4.410989536000000080e+05
3.411716310000002632e-03,4.341392744999999995e+05
3.510616500000004764e-03,4.275018192000000272e+05
3.611806370000003683e-03,4.208594758000000147e+05
3.715348300000002098e-03,4.140855186000000103e+05
3.821277260000002091e-03,4.073439631999999983e+05
3.929687200000003822e-03,4.008959588000000222e+05
4.040597890000000719e-03,3.948315184000000008e+05
4.154074340000001031e-03,3.889669005999999936e+05
4.270153159999999851e-03,3.830268784999999916e+05
4.388921129999999969e-03,3.769405423999999766e+05
4.510410320000005080e-03,3.709223158999999869e+05
4.634694330000002117e-03,3.652648111999999965e+05
4.761820400000004415e-03,3.600488519000000088e+05
4.891900460000001873e-03,3.550419395999999833e+05
5.024960950000000731e-03,3.499032705999999889e+05
5.161077490000004139e-03,3.445156402000000235e+05
5.300295830000002761e-03,3.390984333999999799e+05
5.442715280000001363e-03,3.339999649000000209e+05
5.588377520000001666e-03,3.293695169999999925e+05
5.737367960000000662e-03,3.250068469000000041e+05
5.889743980000005860e-03,3.205404163999999873e+05
6.045625300000004657e-03,3.157806084999999730e+05
6.205054020000005770e-03,3.108952054999999818e+05
6.368120620000005880e-03,3.062484153999999980e+05
6.534884460000000249e-03,3.020631247999999905e+05
6.705460920000000553e-03,2.982097115999999805e+05
6.879904310000000550e-03,2.943209086000000243e+05
7.058316380000000459e-03,2.901370536999999895e+05
7.240768559999999354e-03,2.857440802999999723e+05
7.427407700000003728e-03,2.814856528999999864e+05
7.618280980000001132e-03,2.776480149000000092e+05
