x, heatflux
5.079999999999999793e-02,0.000000000000000000e+00
5.080000227999999923e-02,0.000000000000000000e+00
5.080000635999999681e-02,6.450285041000000000e+09
5.080001287000000115e-02,4.327858946000000000e+09
5.080002247000000443e-02,3.216723894000000000e+09
5.080003480999999849e-02,2.498724438000000000e+09
5.080005006999999823e-02,1.932392750000000000e+09
5.080006909000000376e-02,1.528111094000000000e+09
5.080009148999999752e-02,1.232101338000000000e+09
5.080011748999999771e-02,1.008880886000000000e+09
5.080014812999999324e-02,8.142692717999999523e+08
5.080018294000000073e-02,6.715159265000000000e+08
5.080022219000000089e-02,5.646105317999999523e+08
5.080026716999999636e-02,4.825120346000000238e+08
5.080031727999999996e-02,4.160027071000000238e+08
5.080037286999999901e-02,3.635507138000000119e+08
5.080043550999999852e-02,3.187387166999999881e+08
5.080050445999999970e-02,2.829307338000000119e+08
5.080058012000000095e-02,2.521710805999999940e+08
5.080066443999999709e-02,2.259087634000000060e+08
5.080075648999999444e-02,2.034648598000000119e+08
5.080085675999999884e-02,1.841722771999999881e+08
5.080096760999999739e-02,1.671769434000000060e+08
5.080108791000000068e-02,1.524746065000000000e+08
5.080121824999999508e-02,1.392703045000000000e+08
5.080136148999999518e-02,1.280557537000000030e+08
5.080151624999999782e-02,1.178533464000000060e+08
5.080168322999999847e-02,1.086734454000000060e+08
5.080186590999999363e-02,1.005218874000000060e+08
5.080206259999999613e-02,9.308546290999999642e+07
5.080227413999999914e-02,8.638155892000000179e+07
5.080250473000000322e-02,8.030172204000000656e+07
5.080275232999999918e-02,7.400296653000000119e+07
5.080301792999999955e-02,7.002254920999999344e+07
5.080330663000000302e-02,6.583314304999999702e+07
5.080361591999999621e-02,6.198970272999999672e+07
5.080394701000000290e-02,5.842629518999999762e+07
5.080430602999999601e-02,5.519140317999999970e+07
5.080468994999999544e-02,5.220640790999999642e+07
5.080510024000000485e-02,4.946090156000000238e+07
5.080554430999999899e-02,4.709495592000000179e+07
5.080601846999999865e-02,4.444774939000000060e+07
5.080652446999999600e-02,4.215220279999999702e+07
5.080707123000000047e-02,3.999597356000000238e+07
5.080765430999999860e-02,3.805270436999999732e+07
5.080827580999999760e-02,3.599516228999999911e+07
5.080894651000000123e-02,3.428156040999999642e+07
5.080966099999999902e-02,3.246527425000000000e+07
5.081042179999999825e-02,3.055303855000000075e+07
5.081124179999999685e-02,2.889696355000000075e+07
5.081211456999999709e-02,2.733348310999999940e+07
5.081304318000000320e-02,2.587441044000000134e+07
5.081404325999999694e-02,2.450299033999999985e+07
5.081510698999999742e-02,2.321185417999999970e+07
5.081623803000000217e-02,2.200570233999999985e+07
5.081745507000000328e-02,2.086946296000000089e+07
5.081874878999999984e-02,1.979624217999999970e+07
5.082012366000000086e-02,1.879040735999999940e+07
5.082160225000000031e-02,1.784138210000000149e+07
5.082317324000000525e-02,1.694608048000000045e+07
5.082484185999999737e-02,1.610897303999999911e+07
5.082663504999999915e-02,1.531962733999999985e+07
5.082853948999999788e-02,1.456848259999999963e+07
5.083056177999999842e-02,1.385849976999999955e+07
5.083273475999999791e-02,1.318597316000000015e+07
5.083504221000000045e-02,1.255126780000000075e+07
5.083749187000000114e-02,1.195816689000000060e+07
5.084012283000000076e-02,1.139627583000000007e+07
5.084291595999999858e-02,1.086004443999999948e+07
5.084588091999999587e-02,1.034965880000000075e+07
5.084906516000000515e-02,9.861603617000000551e+06
5.085244525000000293e-02,9.402286700999999419e+06
5.085603218999999731e-02,8.974850953999999911e+06
5.085988182000000107e-02,8.572737524000000209e+06
5.086396735999999807e-02,8.189852381000000052e+06
5.086830338000000035e-02,7.819550441999999806e+06
5.087295892000000264e-02,7.460408725999999791e+06
5.087790085000000462e-02,7.119972379999999888e+06
5.088314567999999843e-02,6.803934165000000037e+06
5.088877431000000257e-02,6.511612944000000134e+06
5.089474835999999863e-02,6.239287490000000224e+06
5.090108907999999627e-02,5.972343508000000380e+06
5.090789530999999951e-02,5.709185492999999784e+06
5.091511893999999677e-02,5.450191293999999762e+06
5.092278256000000447e-02,5.204805263000000268e+06
5.093099816000000446e-02,4.980695571000000462e+06
5.093971248999999701e-02,4.779066622999999672e+06
5.094895686000000534e-02,4.592115719999999739e+06
5.095887174000000158e-02,4.407286064000000246e+06
5.096938907999999657e-02,4.215630279000000097e+06
5.098054135000000542e-02,4.019292802999999840e+06
5.099248606999999545e-02,3.830852095999999903e+06
5.100514419000000410e-02,3.662767391999999993e+06
5.101855621000000313e-02,3.518007569000000134e+06
5.103291316999999938e-02,3.389980677000000142e+06
5.104811251000000022e-02,3.268661512999999803e+06
5.106419204000000461e-02,3.139767410999999847e+06
5.108135735999999594e-02,2.994240117999999784e+06
5.109949086000000612e-02,2.842583944999999832e+06
5.111863834999999523e-02,2.702737660999999847e+06
5.113904930000000293e-02,2.586317117000000086e+06
5.116057096999999942e-02,2.491147197000000160e+06
5.118324345999999969e-02,2.411955311000000220e+06
5.120733933999999793e-02,2.338042495999999810e+06
5.123267631000000266e-02,2.252473779999999795e+06
5.125929272999999592e-02,2.150020495999999810e+06
5.128749641000000109e-02,2.041260997999999905e+06
5.131706622999999967e-02,1.940443321999999927e+06
5.134803714000000380e-02,1.854654891999999993e+06
5.138075101999999700e-02,1.783999247999999905e+06
5.141495358000000571e-02,1.728611429000000004e+06
5.145067207999999559e-02,1.683116550999999978e+06
5.148826955000000011e-02,1.634247222999999998e+06
5.152745767999999948e-02,1.574616027999999933e+06
5.156826549000000093e-02,1.508170327000000048e+06
5.161109917999999464e-02,1.442164879999999888e+06
5.165563790000000238e-02,1.381656512000000104e+06
5.170190360000000152e-02,1.328002642999999924e+06
5.175031453999999476e-02,1.280825574999999953e+06
5.180053134999999809e-02,1.240804453999999911e+06
5.185258859999999914e-02,1.206528857000000076e+06
5.190696880000000152e-02,1.173686973999999929e+06
5.196329520999999618e-02,1.140766519000000088e+06
5.202159073999999828e-02,1.106520828999999911e+06
5.208233251000000258e-02,1.075590497999999905e+06
5.214513209999999815e-02,1.031297677999999956e+06
5.221002772999999708e-02,9.940920993999999482e+05
5.227755732000000100e-02,9.601096472999999532e+05
5.234730132999999841e-02,9.381179068999999436e+05
5.241929516999999789e-02,9.013444462999999523e+05
5.249408905999999875e-02,8.748839827999999980e+05
5.257125168000000015e-02,8.504716705999999540e+05
5.265083681000000404e-02,8.263212336000000359e+05
5.273347605999999937e-02,8.025000531999999657e+05
5.281869103999999732e-02,7.778221014000000432e+05
5.290652771999999893e-02,7.526569093000000576e+05
5.299762426000000082e-02,7.250612896000000183e+05
5.309148656999999882e-02,7.021983214999999618e+05
5.318817829999999969e-02,6.786912913000000408e+05
5.328841397000000368e-02,6.569622467000000179e+05
5.339165597000000013e-02,6.375377663999999641e+05
