x, pressure
0.000000000000000000e+00,0.000000000000000000e+00
1.500000003318291472e-09,1.303187673999999951e+01
3.850000005911624652e-09,1.624999826000000169e+01
7.620000005204019624e-09,1.665996803000000170e+01
1.287000000615989865e-08,1.642586998000000165e+01
1.967000000036023396e-08,1.638585295000000031e+01
2.807000000615289619e-08,1.684694753000000134e+01
3.818000000421761702e-08,1.795328578999999891e+01
5.007000000034622904e-08,1.980942943999999883e+01
6.384000000281275280e-08,2.253679517000000132e+01
7.959000000568038822e-08,2.628547203999999837e+01
9.744000000466712938e-08,3.128604467999999983e+01
1.174900000009415584e-07,3.780541477999999955e+01
1.398600000044325595e-07,4.615828468000000129e+01
1.646700000037526519e-07,5.670230530999999985e+01
1.920700000042074760e-07,6.979634230000000628e+01
2.221900000023424495e-07,8.582555268999999498e+01
2.551700000026357825e-07,1.050317491999999930e+02
2.911600000032876736e-07,1.273422683999999947e+02
3.303400000049805326e-07,1.517683059000000014e+02
3.728699999996365465e-07,1.753186475999999914e+02
4.189200000013215783e-07,1.944862792000000127e+02
4.686800000044399733e-07,2.147238493000000119e+02
5.223500000042235864e-07,2.321185261999999909e+02
5.801200000021822573e-07,2.529831020999999964e+02
6.422200000031352820e-07,2.714009591999999884e+02
7.088700000039694288e-07,2.939720515999999861e+02
7.803000000023985516e-07,3.122862172000000101e+02
8.567600000048969657e-07,3.361847708999999895e+02
9.385100000045554005e-07,3.545782371000000239e+02
1.025820000002397643e-06,3.794697254999999814e+02
1.118959999999447055e-06,3.987460882999999967e+02
1.218250000000864549e-06,4.247560700000000224e+02
1.323990000003050257e-06,4.457895517000000041e+02
1.436500000004059543e-06,4.732493703999999752e+02
1.556130000004429769e-06,4.968750158000000283e+02
1.683230000004698510e-06,5.261979548000000477e+02
1.818180000000779792e-06,5.528524310000000241e+02
1.961370000003626141e-06,5.875560921999999664e+02
2.113220000005355862e-06,6.252352174999999761e+02
2.274140000004365403e-06,6.654324481999999534e+02
2.444590000003188234e-06,6.975542666000000054e+02
2.625030000004358244e-06,7.279178272000000334e+02
2.815970000000333978e-06,7.624173948999999766e+02
3.017930000005719510e-06,8.018963889999999992e+02
3.231420000005868893e-06,8.465324831000000358e+02
3.457040000000688576e-06,8.961230794000000515e+02
3.695360000001812622e-06,9.505037254999999732e+02
3.947010000004525198e-06,1.010288535000000024e+03
4.212610000003280532e-06,1.075812243999999964e+03
4.492869999999982447e-06,1.146978841000000102e+03
4.788490000002809733e-06,1.223541183999999930e+03
5.100240000004419118e-06,1.305478464000000031e+03
5.428860000002089182e-06,1.392537765000000036e+03
5.775200000002200795e-06,1.484318684000000076e+03
6.140100000003201662e-06,1.579874205999999958e+03
6.524470000002224709e-06,1.678460135000000037e+03
6.929190000001028951e-06,1.779352386999999908e+03
7.355300000000397800e-06,1.881389296999999942e+03
7.803810000005739916e-06,1.983697740999999951e+03
8.275810000000660991e-06,2.085511101000000053e+03
8.772380000003465576e-06,2.186050491999999849e+03
9.294760000003066355e-06,2.284510146000000077e+03
9.844120000003897232e-06,2.380089038999999957e+03
1.042180000000314493e-05,2.472028197000000091e+03
1.102903000000310456e-05,2.559677152000000206e+03
1.166734000000246860e-05,2.642480893999999807e+03
1.233818000000042030e-05,2.719645149999999830e+03
1.304318000000392959e-05,2.791423964999999953e+03
1.378386000000375662e-05,2.857938051000000087e+03
1.456205000000210295e-05,2.918939718000000084e+03
1.537946000000545282e-05,2.974511512000000039e+03
1.623803000000378940e-05,3.024811916999999994e+03
1.713952000000062902e-05,3.070149625999999898e+03
1.808618000000450455e-05,3.110861574999999903e+03
1.908010000000359531e-05,3.147298232000000098e+03
2.012366000000298397e-05,3.179809756000000107e+03
2.121898000000044376e-05,3.208727620999999999e+03
2.236878000000075249e-05,3.234357425000000148e+03
2.357547000000437352e-05,3.256976466000000073e+03
2.484186000000221316e-05,3.276838013000000046e+03
2.617036000000183630e-05,3.294163813000000118e+03
2.756441000000364622e-05,3.309160930999999891e+03
2.902702000000090103e-05,3.322033843000000161e+03
3.056177999999931693e-05,3.332982327000000168e+03
3.217169000000552430e-05,3.342172566000000188e+03
3.386090000000052821e-05,3.349722918999999820e+03
3.563287000000059656e-05,3.355706548000000112e+03
3.749187000000375801e-05,3.360179180000000088e+03
3.944119000000511987e-05,3.363190114999999878e+03
4.148611000000101962e-05,3.364824643999999807e+03
4.363089000000286156e-05,3.365242048000000068e+03
4.588092000000188158e-05,3.364676677999999811e+03
4.824020000000217454e-05,3.363387550999999803e+03
5.071509000000417857e-05,3.361606776999999965e+03
5.331033000000218083e-05,3.359446990999999798e+03
5.603219000000336911e-05,3.356793548000000101e+03
5.888464000000226130e-05,3.353240690999999970e+03
6.187618000000582848e-05,3.348294224000000213e+03
6.501295000000339389e-05,3.341606185000000096e+03
6.830338000000323831e-05,3.333298761999999897e+03
7.175274000000086505e-05,3.323904801000000134e+03
7.537127000000509486e-05,3.314259040999999797e+03
7.916565000000019977e-05,3.305118429999999989e+03
8.314568000000121747e-05,3.296702791000000161e+03
8.731616000000031158e-05,3.288417894000000160e+03
9.169059000000601590e-05,3.279153586999999789e+03
9.627724999999997678e-05,3.267943159999999807e+03
1.010890800000012734e-04,3.254598473000000013e+03
1.061319699999998552e-04,3.239877355000000080e+03
1.114219900000037447e-04,3.225173740000000180e+03
1.169674100000008758e-04,3.211706416999999874e+03
1.227825600000045296e-04,3.199663211000000047e+03
1.288705700000036900e-04,3.187974834999999985e+03
1.352533500000063814e-04,3.175238386999999875e+03
1.419420700000060263e-04,3.160932353000000148e+03
1.489568600000055099e-04,3.145721723999999995e+03
1.563037000000022691e-04,3.130584897000000183e+03
1.640078000000002494e-04,3.115763852000000043e+03
1.720797200000063695e-04,3.100652089000000160e+03
1.805413500000056944e-04,3.084715424999999868e+03
1.893941800000007543e-04,3.068218558999999914e+03
1.986698500000017042e-04,3.052045400999999856e+03
