x, heatflux
0.000000000000000000e+00,0.000000000000000000e+00
3.850000005911624652e-09,0.000000000000000000e+00
1.287000000615989865e-08,3.136799579000000000e+09
2.807000000615289619e-08,1.890174602000000000e+09
5.007000000034622904e-08,1.275820734000000000e+09
7.959000000568038822e-08,9.464910047000000477e+08
1.174900000009415584e-07,7.343166893999999762e+08
1.646700000037526519e-07,5.837391460000000000e+08
2.221900000023424495e-07,4.691340703999999762e+08
2.911600000032876736e-07,3.870277008999999762e+08
3.728699999996365465e-07,3.234502316000000238e+08
4.686800000044399733e-07,2.733116865000000000e+08
5.801200000021822573e-07,2.336526350999999940e+08
7.088700000039694288e-07,2.013355769000000060e+08
8.567600000048969657e-07,1.749444386999999881e+08
1.025820000002397643e-06,1.530093400999999940e+08
1.218250000000864549e-06,1.349350263000000119e+08
1.436500000004059543e-06,1.195005897999999970e+08
1.683230000004698510e-06,1.063426430000000000e+08
1.961370000003626141e-06,9.511499159000000358e+07
2.274140000004365403e-06,8.538702554999999702e+07
2.625030000004358244e-06,7.688842629999999702e+07
3.017930000005719510e-06,6.944212503000000119e+07
3.457040000000688576e-06,6.289958859000000358e+07
3.947010000004525198e-06,5.721033638000000268e+07
4.492869999999982447e-06,5.213804656000000238e+07
5.100240000004419118e-06,4.759653697999999672e+07
5.775200000002200795e-06,4.354949328999999911e+07
6.524470000002224709e-06,3.998466278000000119e+07
7.355300000000397800e-06,3.681099375000000000e+07
8.275810000000660991e-06,3.390276967000000179e+07
9.294760000003066355e-06,3.120614851000000164e+07
1.042180000000314493e-05,2.873849419000000134e+07
1.166734000000246860e-05,2.649577432000000030e+07
1.304318000000392959e-05,2.452582041000000015e+07
1.456205000000210295e-05,2.275153567000000179e+07
1.623803000000378940e-05,2.110814558999999985e+07
1.808618000000450455e-05,1.956870164000000060e+07
2.012366000000298397e-05,1.811655317000000179e+07
2.236878000000075249e-05,1.680354948000000045e+07
2.484186000000221316e-05,1.560964067999999970e+07
2.756441000000364622e-05,1.456135097000000067e+07
3.056177999999931693e-05,1.357841264000000060e+07
3.386090000000052821e-05,1.268440913000000082e+07
3.749187000000375801e-05,1.181894274000000022e+07
4.148611000000101962e-05,1.101602291999999993e+07
4.588092000000188158e-05,1.029927790000000037e+07
5.071509000000417857e-05,9.636405049000000581e+06
5.603219000000336911e-05,8.996644914999999106e+06
6.187618000000582848e-05,8.460057001000000164e+06
6.830338000000323831e-05,7.922170302000000142e+06
7.537127000000509486e-05,7.400369508000000380e+06
8.314568000000121747e-05,6.943032915000000037e+06
9.169059000000601590e-05,6.530289811999999918e+06
1.010890800000012734e-04,6.123515922000000253e+06
1.114219900000037447e-04,5.741797131000000052e+06
1.227825600000045296e-04,5.366447633999999613e+06
1.352533500000063814e-04,5.100444416000000201e+06
1.489568600000055099e-04,4.797559519999999553e+06
1.640078000000002494e-04,4.535861158999999985e+06
1.805413500000056944e-04,4.311421316999999806e+06
1.986698500000017042e-04,4.080773239000000060e+06
2.185562100000026974e-04,3.850871705000000075e+06
2.403420900000057361e-04,3.627774308000000194e+06
2.641920400000046182e-04,3.448893788000000175e+06
2.902274099999999860e-04,3.178493456999999937e+06
3.186383500000004930e-04,2.974379751000000164e+06
3.495850300000000643e-04,2.823320845999999903e+06
3.832434600000027324e-04,2.687843679000000004e+06
4.197561100000015907e-04,2.550724868999999948e+06
